Iteration,Obj,KA,Q,V2,V3,CL,error_ADD1
1,1514229.07637339,3.9870743612241,7.65043530863013,5.43456836859326,1.25745460673269,-0.218181216848568,2.90346282821669
2,772707.549757128,4.82750041745744,7.64917921387842,5.94078286338843,1.26762027919777,-0.145475785804377,3.08245984184908
3,406497.230681377,6.77919814702525,7.64646174824495,6.19867274670601,1.27488625784599,0.0590320570392242,3.36966211139761
4,198750.955206803,6.77710643732684,7.64353806222457,6.30506905483684,1.27891351018792,4.04463473069847,3.69157072378217
5,117023.748427419,1.56098865847865,3.61039977202017,6.06774464760757,5.7537197069062,4.74349592224709,4.01500741742408
6,61008.3030614159,3.68528930989658,2.34906534476145,6.87432850899365,11.1235156853981,4.53988470086583,4.33223738376832
7,37561.7245899581,13.6560661312109,2.43010025490023,6.75165646590137,11.119996407404,5.24885812481374,4.57577815662174
8,20478.6539152116,4.94038718187823,4.47924573432665,5.86493045351803,6.86509905957708,6.09434864284807,4.88243193797204
9,12167.1368138674,14.7877192059625,5.14035537387503,4.5080770286726,6.63443310208834,6.91758468988938,5.02737501270585
10,22035.7301515161,14.3273547704001,13.6598278434801,2.64155589219669,1.97512034699156,5.49944089016597,5.07592088440736
11,10623.8225189881,14.7488271214064,6.72307562775896,2.77567937972317,5.84868368963187,6.57052775855118,5.09394638077733
12,46169.2381968286,14.7452763696513,5.15307023070653,2.63187671803172,5.06995208832881,4.83451223467349,4.71418389867511
13,7223.45312803526,14.7487023452597,6.35249231575902,3.07590554071949,5.80530402769014,6.17977964531881,5.18663598491964
14,5947.62603020092,14.696785972632,5.90321921665504,2.4542073740144,4.83739849672775,6.15229074165818,5.37062830057083
15,5413.87374393454,12.4089208028193,5.56417482745196,2.20949755367122,3.9519565214889,6.18124985179299,5.60726807769414
16,5204.46919626957,7.46231588329619,5.38720114749277,2.02887362091652,3.30386530531795,6.1432377698374,5.8209504284852
17,6875.0753402889,-0.515626402381202,6.04865051714613,2.34248655741078,3.4967459111424,6.41696790698532,5.97985990311306
18,5436.84377692088,4.98228325173834,5.57105087891102,2.04268703152619,3.11598200148736,6.21306492977644,5.97986440320085
19,5155.99540926348,6.95772371002218,5.40106501202098,1.93597592201707,2.98463495272242,6.13940764626727,5.97989089536695
20,5181.15864861059,5.72491775616069,5.5778275593445,1.94697091714711,2.93752018764164,6.2034194667666,6.05060034016037
21,5149.66272792059,6.72082938354872,5.41761803765813,1.84602598000553,2.81690358234355,6.13340728068739,6.05061914146544
22,5151.48356589918,6.10883546162369,5.53205572722819,1.86629240272535,2.83161060077176,6.1808119393518,6.06341277333635
23,5149.34909444982,6.5877483121914,5.42261504223064,1.79845115248477,2.7517028632985,6.13315219808406,6.06342348638669
24,5149.41788202506,6.28985794165846,5.49736938149338,1.83190554625675,2.78460828091886,6.16671802317789,6.06394326146073
25,5149.32586070661,6.51217388216365,5.43459697449302,1.79299577230305,2.73837320349277,6.13953505541304,6.06394559902718
26,5149.311347232,6.36730241009338,5.47790794317881,1.81672250899774,2.76314006322729,6.15887730398919,6.06395722991904
27,5149.29201788435,6.23209925772675,5.53206624837966,1.85029358758001,2.80223846979829,6.18222993322278,6.06394939899182
28,5149.33035508105,5.97106660568258,5.64889972607826,1.92414658838772,2.89158154706172,6.23169391228002,6.06395112348387
29,5149.27819002451,6.16835464580096,5.56315316780455,1.86960323015211,2.82519327668507,6.19541924713481,6.06395113701221
30,5149.26598904742,6.03942295769806,5.62319765903721,1.90732947338167,2.8712750121078,6.22070657485748,6.0639586888007
31,5149.249128016,5.9153862423758,5.68865130632164,1.94638643816876,2.921099996484,6.2478671333345,6.06395261679361
32,5149.24719706457,5.66811204372062,5.82229537488427,2.02013523814903,3.02223357821792,6.30253948137385,6.06395476826737
33,5149.23868328248,5.85447948114581,5.72310991057857,1.96463958227011,2.94713447486325,6.2618498124408,6.06395464578158
34,5149.22597845058,5.73058103670342,5.79034769627645,1.99960295042293,2.99789710547925,6.28911310147586,6.06395906727245
35,5149.23690097929,5.47926448340371,5.92587843200236,2.05410115054616,3.09942689703014,6.34256209234963,6.06395676544931
36,5149.21695813946,5.66764104415525,5.82452582734259,2.01127465137303,3.0236162022952,6.3023881821332,6.06395648187323
37,5149.20563293879,5.54045306906653,5.89184509743898,2.03344061239661,3.07393892791002,6.32852511019037,6.06395938975795
38,5149.30044985943,5.27664375281027,6.02031709129648,2.04162308092468,3.17006539198212,6.37584041517664,6.06395584268649
39,5149.19581663658,5.47381784869388,5.9229801945678,2.03043000780555,3.09764277449563,6.33961249438329,6.06395539125235
40,5149.19059679438,5.33998618859187,5.98478466727081,2.02356726555,3.14399659566349,6.36168990428365,6.06395954718313
41,5149.1860753548,5.20529247527943,6.03292867544131,1.9755539587826,3.1818475408413,6.37638108595588,6.06394699899908
42,5149.1778256768,5.30885144785848,5.99259403541659,2.00281878705536,3.15189751274828,6.36330129962957,6.06394728988695
43,5149.17180905344,5.24138559891164,6.01685759063286,1.97887240026574,3.17017074750608,6.37077100755424,6.06396033467078
44,5149.18157044944,5.11060971616648,6.05557378125084,1.91010921986813,3.20134614432244,6.3813143762961,6.06395914071995
45,5149.16729753149,5.20974544165733,6.0249071307639,1.95878189530968,3.17742941211849,6.37268574752142,6.06395899682602
46,5149.16209362198,5.1456990505422,6.0420999949338,1.92017421198071,3.1914573968699,6.37700306038272,6.06396059355116
47,5149.17471031951,5.02798211544229,6.06332016330346,1.82160232221058,3.21089011224485,6.38018133077844,6.06395874391061
48,5149.15760251482,5.1182069822768,6.04537179936477,1.89294321368409,3.19567961314265,6.37695403099066,6.06395875258628
49,5149.15326350872,5.06160920804352,6.05359496170174,1.84031034877087,3.20355091739916,6.37759229311778,6.06396070227183
50,5149.14799062265,5.01417710650047,6.05351155671667,1.7783352603311,3.20606765341383,6.37505089141217,6.06395869056658
51,5149.15596103398,4.92986172804695,6.04518075345519,1.64731606573612,3.20422345082304,6.36704871535306,6.06395881438595
52,5149.14451094381,4.9956617079157,6.0495131095905,1.74430731119989,3.20473922738563,6.37233006827109,6.06395903503095
53,5149.14145676075,4.95588411825964,6.04359086084241,1.67753175554454,3.20233016655328,6.36770344608454,6.06396064237707
54,5149.13788544631,4.9250491805305,6.03162343390171,1.60739227724024,3.19567179598479,6.36094899675347,6.06395918844949
55,5149.14073888839,4.87107978325674,6.00292820807178,1.46546904202959,3.17817806480694,6.345819282467,6.06395925760643
56,5149.1358037298,4.91363101459293,6.02316562396313,1.57162411510584,3.19050490984462,6.35671680874033,6.06395954291507
57,5149.13387320996,4.8883428007901,6.00778440207671,1.50040657143798,3.18083479819395,6.34879909731645,6.06396032765081
58,5149.13187224857,4.86937436839521,5.98881801339125,1.4286653268128,3.16841986107282,6.33966139875744,6.06395951812101
59,5149.1328606134,4.83637071132398,5.94823788280472,1.28522248995383,3.14121101075707,6.32048749976894,6.06395941756519
60,5149.13081543048,4.86255566640633,5.97789529384117,1.39289205273299,3.16101818568947,6.33460507153781,6.06395967137164
61,5149.12985101136,4.84716063257269,5.9570180760804,1.32123493545006,3.1468591372237,6.32482041888722,6.0639599629024
62,5149.12901861653,4.83584587469352,5.93413408651595,1.24989185340719,3.13100955643516,6.31435925894204,6.06395954331815
63,5149.13001777169,4.81631126332713,5.88693475841986,1.10756829725875,3.09795262216588,6.29295082015621,6.06395939900532
64,5149.12863358165,4.83190718113866,5.92188070213625,1.21447291430387,3.12232403251434,6.30885647840936,6.06395958563598
65,5149.12847618454,4.8228384259788,5.89797065745169,1.14341727453725,3.10547115106963,6.2980495281994,6.0639596674668
66,5149.12841130969,4.81834440581985,5.87959538041403,1.09172534221368,3.09229113928493,6.28984763712082,6.0639594696194
67,5149.12848432753,4.82513678097872,5.90438914425005,1.16249324785801,3.10994091580269,6.30095316845188,6.06395966430013
