Iteration,Obj,KA,Q,V2,V3,CL,error_ADD1
1,350879131.618446,-4.31221225439912,6.35075701279176,4.89365477681269,7.5543261965382,-0.818048478273979,-0.0031882678793217
2,180073620.754604,-3.86633872874698,6.08748324658003,4.29328645319264,8.064656533836,-0.816174885224493,0.329979911308721
3,92053665.5586283,-2.91270624480823,5.96059195122671,2.82534236032107,8.96410677156799,-0.81344722097,0.662554195667667
4,45937904.0414295,-0.62674884256898,6.81133156293042,-0.261491941412924,9.60909565781206,-0.810813898850399,0.988249243332809
5,27082452.1142464,6.48097497925282,9.97354468119889,-0.263044724486614,7.7634236049446,-0.810472535653579,1.26057700791852
6,14566656.5896163,-3.1916395529686,8.97124071328709,-0.240187229473283,7.20365353503529,1.42888218591501,1.58820618903591
7,1271084365.72296,-0.969050274485464,-0.543641270453548,-0.249891526828341,9.17690748119963,0.705206639130007,1.91924414395732
8,7413154.69675925,-2.09042169725257,7.0148496222954,-0.2418104293299,8.25205384877228,1.43975086022507,1.92075566246797
9,50417745.116449,-0.19053658227003,2.79326036311247,-0.242746097267015,10.1139786499321,1.37569606352933,2.23340982209221
10,3702654.64359461,-1.30470809733774,6.14104134358591,-0.242032608330941,8.52454607611168,1.44027062011656,2.24841539067498
11,1594331.41388586,1.04909158002644,6.55231821900164,-0.249226312646637,9.19415284166804,1.44713363261675,2.55174083093848
12,688020.701840576,3.15616592163934,7.1533684884098,-0.474384649186924,7.3678072330317,5.54221780795858,2.75916390812932
13,532790.738238303,4.6831534282788,6.29544349565394,0.344242100471679,6.04525676776841,6.41762090960043,2.76226453015977
14,281635.895913823,4.22448593430001,5.33572960411407,0.596961447397147,2.252702835644,6.61086274505548,2.77064186748657
15,144445.489773897,4.42322522992217,5.84583895435983,1.37767275282187,3.18958643561847,6.54071148342895,3.07648432566565
16,1354024.11406186,3.27529119075626,3.47712702153003,-8.03843053213438,1.50298709275196,5.33343338469614,3.39857855181918
17,90676.2148082542,4.24138260081978,5.34013928571891,-0.982415017523841,2.78834203527891,6.18520873125455,3.39867468572988
18,82787.5643288547,4.44795108349295,5.70256335260016,2.22875544766581,2.99328175354978,6.26017517142737,3.67442636489038
19,176122.183634958,1.40742328756898,6.78726722381827,-1.45893253104653,3.96704998133516,6.43568458886903,3.69750334473417
20,54028.8689172864,4.1491724612146,6.48475854941264,1.45637758181795,3.47020793969714,6.45208540662138,3.69778652186587
21,31184.2967584624,4.57668722219254,6.34578101915276,0.332933631508895,3.33913486898365,6.32845572583177,3.95436006525068
22,18046.5550533149,4.71569822570447,6.22398616781716,2.0032148493017,3.27813689442791,6.35221185338571,4.23889717955044
23,16054.7975449947,3.4851931108278,6.16776804404475,-0.147348741978035,3.37242287017775,6.28106820320851,4.54419021096915
24,14831.3424704591,5.11646732573423,7.96542998741112,-0.177846682229714,3.93660963998974,6.32517130157974,4.73438494776509
25,9966.51318287254,3.99315338237222,6.25988688132874,-0.151816883860449,3.62918212373127,6.36135283685346,4.77162059893753
26,7407.58984615477,4.67170621308007,6.38215962771474,0.837918123425998,3.40293134766409,6.30826464476724,5.00332622591786
27,5995.78899027616,4.75957507186088,6.27979554738571,1.71844254192188,3.35330549421149,6.35779630170691,5.26777500440003
