Iteration,Obj,KA,Q,V2,V3,CL,error_ADD1
1,483457184.939909,-0.693147180559945,4.60517018598809,2.30258509299405,4.60517018598809,2.99573227355399,0
2,240739233.834624,-0.812779847816311,4.95950358769021,1.76202920853002,5.10804630479838,3.51518739441018,0.212643334438539
3,124104796.719898,-0.474024399867688,5.59405079426309,0.0998346744134155,5.80468345575208,3.92351303025446,0.472779404391324
4,65325231.8961977,-0.889767532754601,4.22583806875344,-3.51037863899649,6.72075036570363,3.94947281012927,0.758539682006444
5,30774578.5054566,1.35910527197855,5.56195845708427,-0.0741772288322138,0.613190557227518,6.76982114153928,1.06188743521445
6,12290903.419318,3.22660891777419,7.92521440184069,-1.5270394773884,-8.80626371860157,7.03949282676069,1.19530814925926
7,21802396.716083,3.79045222084384,7.5951762202607,8.35820968374383,-7.46693002632204,6.87337152937912,1.37863912905533
8,5215333.71932902,3.79045188042733,7.84521066000561,0.870007395367144,-8.48159854890086,6.83745815518125,1.37864031046221
9,4043873.10226691,3.83137119473302,7.84516244610017,-4.09048828341591,-8.48183448205501,6.29169817469093,1.68515939552699
10,1976003.85352118,3.96228984682216,6.76333177871583,-1.93358911003725,-4.11194314552603,6.46847947496013,1.86383360712585
11,1528227.99481248,4.03178344339159,4.51771792826703,2.3182126849227,4.64944259204895,6.57319087344293,2.17107397465634
12,3784921.10942912,1.28568625184181,8.55745654002776,-1.52217852513538,8.53630808626128,6.09528902993847,2.23659432609723
13,1411776.17012975,2.72466446299088,5.28114798242942,0.360995933220257,4.32400723171529,6.59196561798075,2.31823526249033
14,740172.491655287,3.83489027201568,4.68277334538701,1.81513470619586,4.58525588395666,6.72975469179556,2.37818547308584
15,425676.028142137,3.61563275553378,5.003087429602,0.677125623649222,4.44880132015783,6.56850989655903,2.64677554699537
16,223523.467534867,3.86532016825298,5.55055821833945,-1.42196269794795,3.29461135015132,6.32027312610718,2.94339667909575
17,158262.902165831,4.36865212014709,6.13689020411266,2.26265127069508,3.14409083183053,6.31400869517051,3.21867078599988
18,283139.581835294,1.60219115281015,6.32684072955714,-1.83204382213511,3.85629371795264,6.33792018659268,3.40906105656099
19,99076.096907286,3.96714800550623,6.39712444928592,1.1687843847475,3.45205745108169,6.39042659528832,3.40932606295255
20,59053.1013106224,4.69478010855778,6.47690057967236,-1.20025077336576,3.32313554574678,6.21770263349479,3.6447101033951
21,47482.8766437857,4.78847355662663,5.96166628540575,2.24857503102243,3.07682288743731,6.17268755373122,3.90539720758142
22,82022.3217891852,8.6457061272076,5.1602136584875,5.25660253163113,2.44257909534721,6.29255858098134,4.02605536836811
23,28751.0659282598,5.83361299805397,5.95284743453704,2.90227145675627,3.07603389671063,6.34061113162678,4.02617723834509
