Iteration,Obj,KA,Q,V2,V3,CL,error_ADD1
1,6778539236.18565,-3.57587765481442,8.38279810426306,-0.297235576305516,5.35230275561576,2.73722760349653,-1.47865302356298
2,3476637032.32952,-3.45278860616596,7.63754878071439,-0.301365710057214,5.68205790337271,3.19685448807121,-1.14783563684906
3,1770450423.35108,-2.90643115676445,6.00182100657669,-0.307643484349638,6.41829237957939,3.80849818234177,-0.816626392942967
4,855331634.167025,-1.62722056229136,2.80341701538499,-0.313024010117014,8.42104595092739,3.95598911933113,-0.498777733958679
5,572438074.189107,-0.645407665006785,3.35512321120845,-8.12835342115586,8.34709932942796,5.22802736702214,-0.329247504362612
6,387031026.273283,0.785786004965091,10.403045127483,-8.1283167727251,4.85687061079948,5.16132802928344,-0.0253790627869183
7,705575235.141632,2.91883795866505,0.845630358520495,-8.12832339771963,6.85594286288723,5.3171132497391,0.266773960705753
8,180136802.696988,2.11280129871379,8.74936478720524,-8.12832087395979,6.12044634091911,5.41269742453733,0.282129544736962
9,46049710.111152,5.1642493374172,4.87218272860404,-8.12832335129139,6.91648548409415,5.38727144891814,0.429775586898128
10,51152693.7277977,4.17671032268618,6.19383871372393,0.476931812747805,2.57295854716898,7.49213709058539,0.610034947395341
11,43925903.2247718,4.3846698538596,6.85976078889725,-8.12875893434423,6.18232136588464,6.43997136399944,0.640998288389782
12,23419873.7268832,4.93314819150835,5.28173264674491,-8.12842502000665,6.79672717921015,5.6688269138344,0.705221739813311
13,13916173.5242625,4.51621007610731,6.25741524023794,-8.12850102374441,6.20088780034215,5.82106310094005,0.947101165956971
14,7055320.21668604,4.43091567696081,5.86705332890517,-5.89151953584118,5.21687290176975,6.06988696600563,1.1877093190802
15,3517824.41974348,4.44120112636869,5.61567248751547,-1.52345474645987,4.40193412870493,6.1481587265102,1.48722978685629
16,3197734.20849519,4.47440913226904,5.66692021288882,2.34951427662787,4.00397234406163,6.21662388056017,1.80762834194262
17,6185835.49838751,8.26228388477595,5.64798834062311,5.56462474211873,3.47465241495705,6.38661364252978,1.88269519033911
