Iteration,Obj,KA,Q,V2,V3,CL,error_ADD1
1,13572690833.766,-0.180049532828058,1.91641932186392,2.77745284756349,3.09932476734259,0.0979644241759403,-0.34120241455979
2,4815122322.44959,-0.453546962366275,2.13875100838184,3.51789082718418,3.55588911628852,0.439292852367902,-0.391831209932692
3,2111542620.46668,-0.699329401264214,2.5508419365326,5.0292003527284,4.47959550469687,1.15925058660864,-0.729681689560953
4,1019659423.97996,0.209373534001971,1.30444118291493,6.24101937814616,4.27318867613806,1.40071626576289,-0.503121911303277
5,518705635.990569,0.873389334260396,-2.19773223333283,6.7400855858424,5.95640450353948,1.73562291989955,-0.187813631570703
6,264588129.311976,2.09814195452386,-9.22462368719484,7.15596701686627,9.53353590730482,1.51484016710601,0.136286667080128
7,140020949.796054,9.63271651688081,-3.96580092073368,7.73746333392655,7.65947911760202,-1.89603831435963,0.438759697328493
8,70874755.4443452,9.63016162214635,-2.71427813558745,7.20294962609554,7.6588097564591,8.00548081390797,0.767237863659092
9,54673806.8299323,9.62874731020706,-2.71426139315501,-2.78704666985087,7.65880662266502,8.42329971296254,0.926609674215444
10,154628508.808245,2.4726328665807,1.99887991699946,0.483706105733837,5.69153879026185,4.94916481203372,1.2599416070744
11,28071394.490125,7.85630258760209,-1.54689567819984,-1.97693825955781,7.17154869591432,7.56281709784195,1.25994160860287
12,39799342.122112,4.70412561629043,1.09341687740807,-0.367686735664082,6.04303960147577,5.53443080699671,1.5932722155069
13,14413371.0660706,7.09504974589877,-0.909258331202696,-1.58830294285677,6.89901299060865,7.07296044426727,1.59327221730211
14,2609209.3330837,4.63031292280161,-0.829035478471615,-1.52693678873829,6.86222097193011,6.84401125666324,1.92659908661855
15,1242096.13513168,4.2251508265056,3.4362959390776,0.185061590709801,4.94390949214591,6.73090235938453,2.06578390637322
16,1932198.88298163,4.2545425736785,12.3351194236207,-0.699359869997418,0.504203540557216,6.26156343549432,2.37659202448508
17,697040.293376824,4.24109577054272,5.66078788017929,-0.0316590917330531,3.88113576407977,6.57407526843245,2.38253423729694
18,402150.294449164,4.46596318332681,5.98235462461478,2.40573740310452,3.45670709777806,6.48845446514455,2.64979222158752
19,807332.273160185,1.31859841504914,6.36718599078457,-1.42480249193928,3.9018454368279,6.44737552002,2.92021138700224
20,256869.077410315,3.86891795152181,6.24386452888414,1.37742962219807,3.53887632894936,6.47492666912582,2.92052804498488
21,142537.448319049,4.43004127746899,6.35873814714621,-1.02477665638293,3.31121349312935,6.26897731946988,3.15949328887687
22,100366.029828348,4.67254636257648,6.08027189606795,2.24482884582665,3.15746132127581,6.23869465439224,3.43966708284263
23,196970.482374229,1.42217085752371,6.88290380243665,-1.37127799563542,3.9714400885746,6.3437646992951,3.64213914310139
24,61972.4551145525,4.01911863939792,6.38451664793764,1.29352881391798,3.44785036227563,6.35068789447186,3.6421543335709
