Iteration,Obj,KA,Q,V2,V3,CL,error_ADD1
1,260189112.593207,-6.10828022451672,5.92018691431693,-2.02068180627769,7.4636576440423,0.826785119890127,0.146280901760225
2,133446147.319878,-5.44842027066999,5.24689454433966,-2.0207784560589,7.48167516466141,0.823439114020435,0.479337037735868
3,66996930.4622276,-4.18938138262867,3.7520972112001,-2.02097457208454,7.74726801672849,0.815149480179747,0.810688349285841
4,33763970.8755372,-3.59069833824217,2.99009847940163,-2.69145245953222,11.5378478289663,1.18858438621168,1.13232008990001
5,17186632.916401,-1.59657293554672,4.94445512231189,-10.1751761027868,11.4223870524703,1.47294784570127,1.45425211015593
6,1245670540.06028,-0.0413613268482484,5.94605744164891,-10.1718199038208,1.61724395632011,0.891207349847858,1.7686447052368
7,8504807.13175488,-0.191984623177436,5.78858071924812,-10.1746548076833,9.56300711977846,1.38276942383259,1.7691447855535
8,4009079.1809763,1.92928136231976,6.97681383435065,-10.1196615723771,6.41431896651395,4.39797721924367,2.05126762527807
9,4383989.69904929,5.72655031499886,8.38859524174707,-1.04003332187713,6.40234244054672,5.42014333746538,2.1237364639316
10,2207608.51832529,4.30002398986962,7.4316499961238,-10.1196489864823,6.73191115117778,4.95229671178805,2.17196793235631
11,1942331.74826201,4.48166656557305,4.30082425686473,-6.59759832460072,6.07876446263023,6.4469773848698,1.85888539259549
12,945692.853075453,4.04428522660484,6.21035233997794,-10.1196457233806,6.67292421170474,4.94119469561822,2.21586561172957
13,471518.203422176,4.12712200282244,6.15562046770858,-7.68552659975423,6.40112269088095,5.32995652054024,2.51606242139151
14,241166.703036926,4.19065676348943,6.06042061655456,-2.7168228154324,6.0560598383273,5.58508675529412,2.83849231579197
15,494654.587398655,4.24369770734308,6.00567991700877,5.4397148367652,5.669742235865,5.80609042987936,3.1658211931639
16,126504.241717182,4.24376122276318,5.95696086706002,-0.284615025872186,5.64286979325257,5.79228951537804,3.16582274390286
17,77923.1943604922,4.29075452779674,6.0225712697659,1.52241596738653,5.25638327586872,6.02788709450881,3.49081235946136
18,73034.319866713,3.04506080703639,5.2794516541664,-2.20766924034458,4.89839645111382,5.84764515380225,3.75452058075084
19,44138.0490646347,3.97582908803258,5.81412565474294,0.433846345864483,4.86045632322783,6.06843500867691,3.7673739126813
20,26124.3505065997,4.1313247823779,5.4245402887415,-1.87597951731969,4.05452700490886,6.05351714825305,4.06552536600245
21,28739.9308129403,4.27910461674251,5.55563783947822,2.2675516623701,3.69433619194037,6.15524870303,4.35130012020133
22,15246.1956321799,4.27910022496658,5.48842879391185,-0.745037598199372,3.64154480957493,6.12653148446021,4.35130047752808
23,12900.7043034804,4.4003182943438,5.70330510976575,1.7223089297383,3.5360024607452,6.22402357870213,4.65643732839572
24,10995.0601865307,3.29567237215215,5.58915263433332,-0.510824033992696,3.45759564275154,6.22369117407588,4.81028273663322
25,8890.26133692636,4.59695314055606,7.60158044368854,-0.0128466715196005,3.02151305012697,6.38128722161893,5.01977239287335
