Iteration,Obj,KA,Q,V2,V3,CL,FP,error_ADD1,error_PROP1
1,1424.25090203307,0.783839350311032,8.63697001154866,2.54406674784079,2.8174288190958,-2.01686273366865,0.482181634089676,-11.7331753774344,2.73291421051306
2,1212.71597758902,0.627718821183026,8.63706124538007,2.83180029004792,3.19433528227821,-2.00974925286887,-0.0594605121766205,-11.8100814497937,2.06102440796913
3,1229.61615355816,0.111223705385318,8.63867591679313,3.18018516765861,3.68877096743897,-1.99533995398828,-1.66080380635003,-12.0183249747184,1.18952100746188
4,1137.38972329461,0.504908432842532,8.63743045885861,2.92954622316554,3.33332266187014,-2.00632547144407,-0.439355465918721,-11.8616835762438,1.818020223767
5,1013.98116757692,0.183604844135392,8.6386826835963,2.99838827781792,3.43203633351422,-1.99943050218439,-1.35032523595719,-11.9941688085227,1.63143775120536
6,772.976690891703,-0.591923216306992,8.64205931419591,3.04080557641609,3.48653151163069,-1.98722939824755,-3.16256544779259,-12.2917692149854,1.48705485768667
7,14130.0128100453,-0.200444061229845,8.57165071090436,2.5287915399,2.81183395403394,-1.93195632285114,-6.86000673168955,-13.3999101655288,1.01555984046049
8,713.050943528932,-0.829621245607934,8.63496290786443,2.9217798427492,3.3115973303254,-1.9776406951234,-4.08117861162595,-12.5195603870567,1.54043778964386
9,623.343041568799,-0.339805593395352,8.61322519393306,2.71790367130365,3.04492855912663,-1.95442672776878,-4.57591199864882,-13.1532635619541,1.54755429503773
10,531.857391514804,0.83215387964769,8.58331178944149,2.44374257617372,2.70898869376747,-1.89675238748597,-5.68791056488718,-14.235811679936,1.3868718384067
11,1614.5785476072,3.60956774102593,8.55011909159811,1.8678552694839,1.99791880675033,-1.735386735987,-7.5741554796299,-16.0869729337793,0.725882101543099
12,484.878308333446,1.54155933338318,8.57489574852814,2.27327921133469,2.49696502245243,-1.85680540480127,-6.13694458090051,-14.6952934639778,1.29570852598886
13,440.972106452344,2.69565384324059,8.56154870282016,1.72415475935067,1.8202074893096,-1.72218679572735,-6.62378535239124,-15.8559104677069,0.742372100862923
14,359.413212769451,3.00582116122094,8.55085237381954,0.987033079009881,1.0100397369016,-1.32762884840293,-6.61146922269827,-17.2723581227747,0.00628355907477007
15,216382165449.247,3.25635161777357,8.53210519315966,0.285159173095739,0.292232227298645,1.42675483890086,-6.87139515672259,-19.90151213417,-0.595685400335213
16,319.112940402856,3.05823959498235,8.54643860718128,0.694091828975554,0.710346454915838,-0.711352263609725,-6.69804599224317,-17.893403873468,-0.214197706433448
17,3456.84440971897,3.1165782174396,8.53506708426397,0.477399441886382,0.490141404121611,0.411155366107534,-6.63344038471291,-19.504246235141,-0.419160780015696
18,301.927015436715,3.07089626219368,8.54468567919003,0.555435076423471,0.56941843650638,-0.335178836566383,-6.69345928374293,-18.1420659484674,-0.30016220917747
19,281.02467525731,3.09880558967228,8.53768344263185,0.580504852662359,0.594852182850577,-0.306268297417271,-6.59172554310761,-19.1352003811572,-0.280286380814616
20,245.379817414212,3.1519747605024,8.5236518432106,0.598582162358588,0.613196698017683,-0.288297581949544,-6.55272346355483,-21.1338135866024,-0.276651991303098
21,174.662198312442,3.23451941767811,8.49549318763418,0.597007868924292,0.611563819137726,-0.293151054888189,-6.55133843175652,-25.1328529149272,-0.283529551495708
22,34.2103537923025,3.32922227507049,8.43921571670579,0.600344600081095,0.614783570330262,-0.289449597465056,-6.54704444069352,-33.1320909823319,-0.282593308444008
23,-139.545986040175,3.37971866349789,8.36891494893502,0.599036764423206,0.61315513782546,-0.291441745514759,-6.54798328226978,-43.1314748184956,-0.283911671797711
24,-311.303328958478,3.40385787630731,8.29862961207385,0.600337879154482,0.614146050738027,-0.289956615189888,-6.54667101012709,-53.1310529111357,-0.2831941001156
25,-481.062118162073,3.41774012343838,8.22834912258704,0.599713960051924,0.61317968552089,-0.291004007229223,-6.54735258515731,-63.1307458041232,-0.283758525438154
26,-648.821197873295,3.42604754888366,8.15806982986546,0.600430171692976,0.613576222165879,-0.290279581154366,-6.54675473640665,-73.1304626744763,-0.283377828688534
27,-814.58056246631,3.43129004530853,8.08774281768578,0.600185845889374,0.613013898819901,-0.290806661022493,-6.547112349378,-83.1302004026362,-0.283653506298582
28,-978.340017719631,3.43454724421533,8.01746151188087,0.600612908844712,0.613134672913638,-0.290445438796749,-6.54681933254169,-93.1299444681252,-0.283461194702938
29,-1140.09953845958,3.43663278193927,7.94715268589574,0.600554835125429,0.612775496430341,-0.290713961108068,-6.54700350997608,-103.129693455236,-0.283599833272286
30,-1299.85909080254,3.4379164050243,7.87686550164408,0.600830824117898,0.612768013511702,-0.290532990494843,-6.54685690372999,-113.129444114099,-0.283502017017935
31,-1457.6186681127,3.43871916082991,7.80656690605602,0.600854733900719,0.612519882040212,-0.29067281951185,-6.54695256146465,-123.129196003136,-0.283572700873734
32,-1613.37823022468,3.43918261013984,7.73626140680231,0.60104582679538,0.612456268437368,-0.290581796511296,-6.54687775423193,-133.128948217585,-0.283522106561512
33,-1767.13782536685,3.43944371177972,7.66595968784844,0.601101212626162,0.61227058976182,-0.290658858196771,-6.54692905964134,-143.128700830727,-0.283559113052252
34,-1918.89741192786,3.43955824427818,7.59565269690176,0.601240161234115,0.612186358961098,-0.290613417544728,-6.5468898599177,-153.128453478815,-0.283532164757235
35,-2068.65697303636,3.43958598842847,7.52533944317833,0.601301368232723,0.612041328805228,-0.290657857307603,-6.54691780832836,-163.128206204032,-0.283551900803059
36,-2216.41656312845,3.43954759014847,7.45499674227264,0.601402660250072,0.61195456202615,-0.290638168161644,-6.54689757461783,-173.127958725336,-0.283537351948795
37,-2362.17615116045,3.43946899819597,7.38466837519567,0.601455675613493,0.61183954529525,-0.290666520426766,-6.54691337006343,-183.127711400113,-0.283548012214015
38,-2505.93576532379,3.43935671741202,7.31433130064277,0.60152427770854,0.61176107071714,-0.290659943330208,-6.54690283927837,-193.127464003455,-0.283540095799335
39,-2647.69534468069,3.43922128629389,7.24398812734727,0.60156107746319,0.611672249168406,-0.290678866725574,-6.54691138242959,-203.127216585442,-0.283545684868279
40,-2787.4549407151,3.43906389078535,7.17363841898207,0.601599185626459,0.611607159671751,-0.290681447970557,-6.54690686538166,-213.126969112178,-0.283541749374013
41,-2925.21454488008,3.43889001969897,7.10327106590899,0.601613598853899,0.611543761016228,-0.290696768527865,-6.54691168713945,-223.126721528514,-0.283544364627418
42,-3060.9741375016,3.43870024427784,7.03289762826265,0.601617751107912,0.61150077076463,-0.290703922854371,-6.54691000036047,-233.126473895215,-0.283542360449622
43,-3194.73372666417,3.43849058678176,6.96250193155931,0.601604161401285,0.61146269363222,-0.290718306683048,-6.54691304167563,-243.126226109416,-0.283543602908949
44,-3326.49330817326,3.43826067984035,6.89210457929441,0.60157886368536,0.611438865675944,-0.29072962826006,-6.54691322805653,-253.125978306008,-0.283542665561932
45,-3456.25290689672,3.4380147557092,6.82167620706623,0.601531966559982,0.611428842574331,-0.290745122541774,-6.54691570437109,-263.125730283489,-0.283543154341033
46,-3584.01251696733,3.43774786234304,6.75123106283324,0.601467700201066,0.611435335880516,-0.29075870175246,-6.54691638784652,-273.125482141929,-0.28354242286546
47,-3709.77213589826,3.43745868367376,6.68076132440674,0.601381511045644,0.611456388013165,-0.290774809449344,-6.54691843426111,-283.125233828307,-0.283542634248744
48,-3833.53171986141,3.43714716722951,6.61031933157201,0.601270780487368,0.611496743359364,-0.290791858110324,-6.54692050852032,-293.124985704677,-0.283542741001166
49,-3955.29133444765,3.43680628750949,6.53979759466262,0.601140363811753,0.61155488299098,-0.290809487399222,-6.54692181730322,-303.124737013463,-0.283542047075952
50,-4075.05094083498,3.43643861567041,6.46925227986852,0.600982267245942,0.611632091995365,-0.290829441966097,-6.54692425071235,-313.12448815623,-0.283542163986392
51,-4192.81056803711,3.43603994663835,6.39867544532233,0.600796676085065,0.61173200611096,-0.29085008008582,-6.54692628369947,-323.124239070448,-0.283541784221284
52,-4308.57018481445,3.43560696374188,6.32807145989014,0.600579805686683,0.61185553099246,-0.290872460719875,-6.5469287046615,-333.123989786204,-0.283541696527116
53,-4422.32978399599,3.43513697770109,6.25742003017545,0.600329971585928,0.612005464330672,-0.290896443850737,-6.54693129663422,-343.123740163767,-0.283541427207522
54,-4534.0894087681,3.43462655761493,6.18672506406032,0.600043183122597,0.612183736847499,-0.290923513574843,-6.54693471445202,-353.123490215454,-0.283541365785736
55,-4643.84902690034,3.43407096407382,6.11598134052042,0.599717068924806,0.612394360404478,-0.29095090099004,-6.54693744929733,-363.123239917688,-0.283540786191627
56,NaN,3.43346581182635,6.04518251520295,0.599345990904112,0.612638961703091,-0.29098181105308,-6.54694141539905,-373.122989218105,-0.283540768854449
57,-4670.97642728956,3.43391968196618,6.09828163580764,0.599623385401095,0.612454581807914,-0.290959010392753,-6.54693806062157,-365.623177242792,-0.28354058654663
58,-4724.98734775744,3.43361188532127,6.06287485278958,0.599432354388914,0.612581729744358,-0.29097489024303,-6.54694053798975,-370.623051862292,-0.283540868340501
59,NaN,3.43298816953263,5.99388759530361,0.599038409454179,0.612849448620617,-0.291004467508688,-6.5469437936938,-380.622813863173,-0.283540342742727
60,NaN,3.4334559700446,6.04562803734349,0.599334151876958,0.61264894906253,-0.290981430833177,-6.54694065284553,-373.122992362512,-0.283540340269373
61,-4731.53524985399,3.43357290751265,6.05856314869264,0.599407796331241,0.612598527511085,-0.290976051347965,-6.54694015781458,-371.248036987347,-0.283540501602942
62,-4740.34389465196,3.43349225896246,6.04967832747561,0.599356611694991,0.612633221569277,-0.290979952276754,-6.54694066490336,-372.498005406779,-0.283540571392024
63,NaN,3.43320441850436,6.0182551219985,0.599173007563955,0.612758243831889,-0.290994040604936,-6.54694251043515,-373.74761032422,-0.283540545196782
64,NaN,3.43342030170434,6.04182252590809,0.599310773087172,0.612664540785345,-0.29098336623717,-6.54694103156271,-372.810406636139,-0.28354052716626
65,NaN,3.43347426981706,6.04771437704943,0.599345159268104,0.612641058762839,-0.290980768539086,-6.54694071723295,-372.576105714119,-0.283540551248706
