Iteration,Obj,KA,Q,V2,V3,CL,FP,error_ADD1,error_PROP1
1,32007728037.0218,1.15723262277653,0.593132880547169,2.3689291013234,5.12210150087888,5.27369164457363,-6.39398941747953,-10.3312232676552,0.683698416585797
2,16452554976.3356,1.14713623282091,0.245265877085479,1.79453844072623,4.9740343377153,4.69302476037995,-6.40592917021914,-9.99789236110027,0.403320076448726
3,8502842863.42806,1.12889262267664,-0.38905532435865,0.644404760057197,4.80992636489349,3.52962058056994,-6.42945047414384,-9.66456502252191,-0.481210998157791
4,4692600928.79186,1.09972126762004,-1.31905511876344,-1.64155212544921,5.16016083922155,1.20450652081265,-6.46958380669225,-9.33128357212744,-2.54691759512218
5,77093870626.4972,1.05134417227124,-2.96257249344379,-5.99330357428996,5.86894125374286,-3.42006094018011,-6.46617792562312,-8.99908531946293,-7.05905771559416
6,2566527114.85538,1.07066551252412,-1.66696671728255,-2.72454989274132,5.30368589383336,0.0241149739258937,-6.45544090991531,-8.99850706497839,-3.63336375034159
7,4137954207.38215,0.968758156522266,-2.12796196666884,-4.56052527834434,5.34581383202115,-2.21551496077858,-6.4009570144847,-8.66850025664735,-6.33090015569963
8,1384417615.8436,1.00687106896872,-1.58937361359778,-3.0391309093426,5.22332598868168,-0.458381232362312,-6.41731531198554,-8.6671829064212,-4.36852278111418
9,971832257.681105,0.88313479420767,-1.49687802525642,-3.61127915184454,5.023930619691,-1.4453196965851,-6.34224887961034,-8.34088662187051,-5.9568772784255
10,485692408.182592,1.09868333894546,-3.53153385980629,-5.8344135687566,3.91172033719446,-3.61080851169968,-6.18250287927903,-8.04637152972342,-6.86944309958122
11,210772943.199747,7.71658049949482,-1.50357240797219,-3.50663508848736,4.20462433607321,-1.21456063740716,-4.81413086772585,-7.14494490095078,-5.39993695383351
12,4552413247.87997,8.82579198429402,-5.9982868916648,-6.27957797233764,-3.03065742747543,-2.96062657873542,-4.9471443012661,-6.89166238800692,-9.32397647602921
13,466244876.896546,7.72692734353391,-0.931831955168767,-3.50645918235232,3.53994254388873,-2.12278248008697,-4.87672404804994,-6.87215321527233,-7.53956396715201
14,117475515.478622,7.71757071340005,-1.29701367180451,-3.47357680769018,4.00727280784063,-1.46403739799172,-4.79913803371191,-6.88431251110095,-5.82127334032518
15,79120778.1467281,7.72294757580477,-1.17283256004307,-3.55649183400089,3.51743057582635,-2.0845808055074,-4.85131095266079,-6.64404213768957,-6.74577528221085
16,52418558.0957818,7.76261520269473,0.377070313261858,-1.94612839996914,3.78791368479382,-1.07557397618885,-4.8203836185462,-6.39561342358637,-6.43108821034907
17,15925621448874.3,9.29534148341506,-0.64427882332104,-1.97059242009954,1.6521474774422,3.04458752241141,-4.77826472573313,-6.1889702451416,-6.27204708824168
18,72832814.2637175,7.9108347925127,0.107887485845136,-1.94657580455245,3.14526875785118,-0.0848063501125513,-4.79107556496897,-6.17585241197803,-6.27518919427236
19,26399807.267971,7.7700697065996,0.355906258374023,-1.9292811925224,3.62460370283443,-1.07691615151188,-4.78970798690194,-6.18295345726496,-6.27606651038835
20,14734953.238482,7.8157616656305,0.37943490328662,-1.77939397251459,3.40913796688814,-0.638473042347751,-4.75634213618241,-5.93592047587846,-6.02166318533346
21,20500607.1548309,7.89253177629102,0.173922340160701,-1.63133121025541,2.7467410681356,0.319200030401843,-4.71709057448175,-5.68986785933519,-5.74879249362928
22,7583006.23854281,7.81769925787741,0.405507173232874,-1.72271042522245,3.34373393636517,-0.619289993231753,-4.71647306670233,-5.76320976427651,-5.78146431198594
23,4178186.96491658,7.83620328820872,0.451708369775964,-1.53180222685445,3.16125710472043,-0.226264511908544,-4.68529106646374,-5.49485848515922,-5.47988420519471
24,5624605.15801966,7.88872065252736,0.205914467616798,-1.35670720144346,2.40481203776465,0.632252065705748,-4.64236410484887,-5.2432798683315,-5.17284245177329
25,2169159.88563372,7.83767558093645,0.471896484167862,-1.47285407320406,3.10098058292773,-0.186352056771185,-4.65040692893139,-5.35824535119922,-5.21784351561317
26,1215892.13192252,7.84897034398498,0.479593887515318,-1.2866178176017,2.8699592203935,0.187191498925542,-4.61549045975305,-5.11327382829049,-4.89906715105217
27,1460031.21215508,7.93811000188239,0.143922910559805,-1.14520537920851,1.97643263323712,0.871948194838019,-4.56641688569433,-4.88542704339892,-4.58240049507827
28,631137.356844958,7.85040610711997,0.492120618179415,-1.22172195900963,2.79177598970878,0.243453222442602,-4.58551158299559,-5.01636592082591,-4.62755670472189
29,358083.685269455,7.86184780503769,0.449200974486557,-1.04576705916405,2.47681773279416,0.579803450944252,-4.54344886030754,-4.82361276177353,-4.30130736434082
30,194697.641849118,8.95628207844497,0.358511346684816,-0.942482945205983,2.15258272602914,0.780843238500613,-4.51024073122762,-4.49887193232396,-3.99517559009105
31,99768.8646090966,11.410423355853,0.362451987032739,-0.853680961651903,2.04817522724775,0.861691132906103,-4.48231652048568,-4.1644684546731,-3.69643949388997
32,51040.1634874676,16.385392707142,0.397746112340101,-0.747758696099086,2.00305837729187,0.941359771315956,-4.451923781268,-3.80277791135433,-3.38543878313257
33,26116.4232604551,6.40733149551956,0.447238503782019,-0.632815603830455,1.99221479691309,1.0210114755166,-4.41872861697962,-3.43235620240842,-3.06588473774575
34,13224.9760282937,16.3917756952186,0.524857742957616,-0.460656230119376,2.02454076662839,1.14182482524374,-4.33744688608608,-3.06182909220309,-2.72599278489533
35,6859.72077601074,6.40964412683588,0.576294965888949,-0.353242368188831,2.05188651511798,1.20637473617842,-4.31044535907675,-2.69644580694218,-2.39958514780721
36,3595.60473288068,16.3952905200009,0.638914355194781,-0.206053280905929,2.10089019927534,1.30165787208868,-4.24412784798249,-2.33695985171285,-2.05892741409147
37,1998.42037828655,6.41312683539086,0.690802261118457,-0.117904213551155,2.15448807623264,1.34138269673365,-4.23928935079567,-2.00340783476904,-1.73603258891454
38,1202.29066907696,16.4018835756641,0.754325032263299,-0.00148783323989686,2.23099912134113,1.39805810798024,-4.20656448551657,-1.70444099781839,-1.40805066109175
39,829.031946170907,6.40188356317729,0.85279927271421,0.0522708868505472,2.3480883542649,1.37297013287834,-4.27377711497799,-1.50985428704181,-1.11367110774506
40,659.7271271088,16.3905053136952,1.04383674653768,0.115532619204639,2.55529697454704,1.28560200132779,-4.39352637785062,-1.57814490642581,-0.851084478946979
41,2165944.47004483,16.1392367349584,4.11370038142492,-0.086712196715436,4.4288446122295,-1.37877982986986,-7.41234406430113,-9.98219599525016,-1.19958415029602
42,783.08728580723,16.3280494452144,1.75895189146402,0.0540826298805511,3.06808538373227,0.601751678913068,-5.11015138988813,-3.69430447780463,-0.758237689260048
43,578.600406492029,16.3760132481288,1.18046547644882,0.087398543059418,2.69747237578001,1.08615358782325,-4.57204351649747,-2.06986041752276,-0.657926433381618
44,526.786412295728,16.3514134965123,1.27147106352151,0.0941142504925699,2.79892451400533,0.895298103705962,-4.74623972037397,-3.27454502276242,-0.499054289454947
45,471.96309193679,16.3045102675198,1.35155875617284,0.17546005499119,2.80910450623954,0.719464921340059,-5.00023226710215,-5.75087834684953,-0.415332513193292
46,379.508777549068,16.2105728303433,1.44404872436009,0.318793069676621,2.77980542073696,0.470250456695775,-5.30946061017065,-10.731166657225,-0.408397721419029
47,198.785867829795,16.0220310468941,1.40022221813424,0.347546932035157,2.94951706296937,0.391250883341497,-5.26969398398085,-20.7272937324057,-0.36881370401667
48,73.3039723150638,15.8350320589642,1.61297725268515,0.7751086741356,2.47432067609524,-0.295947623090614,-6.12149014548353,-30.6416763352404,-0.513839377606989
49,-138.991177472548,15.6465851578228,1.56409233807287,0.642879178373037,2.68197575236631,-0.192304006918568,-5.86665823412699,-40.6327714002558,-0.451936408238249
50,-159.423913971575,15.4624210350331,1.93963665277898,0.276542905081392,3.98295215392249,0.861494945612091,-4.67730807805998,-50.3967774679892,-0.0824774843059649
51,-190.12717185181,15.6006766604589,1.56777928516805,0.498445409446563,3.04613749734383,0.00516751712578914,-5.51828472016788,-43.0667444558168,-0.352838548447906
52,-279.198155769944,15.5064234899146,1.46699071221241,0.470464719715142,2.97746382348269,-0.0365705056200323,-5.52035926279219,-48.0639261393057,-0.394923456486213
53,-450.079787441382,15.3178759832635,1.453724120093,0.53747136580978,2.90478183434233,-0.142693583691812,-5.62151201786585,-58.060503594807,-0.412389086749271
54,-617.487492540081,15.1296074933763,1.50716762498326,0.382631175539074,3.29062007309187,0.0327794955492702,-5.28407645336976,-68.0422919982442,-0.331489512126284
55,-643.401066381149,14.9444450797896,1.58400153856648,0.981596350066088,2.08995920757184,-0.52888060434549,-6.46946408217731,-77.8597967493274,-0.566225884714343
56,-659.117301219345,15.083334496756,1.50802825222022,0.536611583320868,2.96972335167142,-0.0886577312415367,-5.56892068805326,-70.4957346982564,-0.408677059158445
57,-742.819428228317,14.9891652742624,1.48278213639726,0.448470010766368,3.12814442704716,-0.02471096154862,-5.415888936434,-75.4885673315934,-0.366955026826233
58,-885.884271471633,14.8018264262495,1.4779930143453,0.802186876470263,2.42537243502674,-0.430555753865538,-6.12134876784711,-85.4214628325057,-0.510963574703617
59,-933.235365272511,14.6181349897882,2.24490231294251,0.705800244792893,3.67918794679515,0.835771356881793,-5.05383310735672,-95.1616294533579,-0.0835542984622712
60,-1167.64218944725,14.4338288331369,1.23691517744982,-0.118294875132796,2.34990724156948,0.347596074410103,-5.31283043671677,-104.934546056554,-0.915329638851402
61,4376313695152.12,14.3044983636261,-0.751145422562192,-1.73279853461893,5.47126920045018,3.81361592913671,-0.484450997843826,-111.79380797112,0.227193643753146
62,-939.655123838667,14.4021020917217,0.838911219720878,-0.27838174459451,3.24106590410118,1.26646354582288,-4.14527562705799,-106.617190473156,-0.433665450512183
63,-1215.51825378961,14.4268876488959,1.15970602609932,-0.0469592761596634,2.57406319978972,0.59325363970254,-5.08858181870134,-105.302660966958,-0.626994367407918
64,-1245.18123781428,14.4041214619456,1.1541348824835,0.0439738318971129,2.75965925194358,0.690817262493566,-4.96945383619975,-106.509993114765,-0.432379672813257
65,-1284.04878418514,14.3581481429248,1.3933384866996,0.249900094193557,2.72419647811029,0.458194039890183,-5.35506477030298,-108.948002360867,-0.414874944502272
66,-1366.7928355878,14.263945906554,1.36498171696939,0.291501352770356,2.88310715455678,0.422283473717912,-5.27532732964771,-113.94331061764,-0.366879479209062
67,-1457.2972517809,14.0771142590278,1.64126918603022,0.772692224991697,2.44707776330031,-0.288095991885575,-6.1595202538374,-123.850724603022,-0.521168818478783
68,-1664.36584134025,13.8886275063958,1.48189542158486,0.63025308801,2.5034489481596,-0.345156534750447,-6.00783644039418,-133.845188849019,-0.52633265057995
69,1712.16589605738,13.7150157847844,2.53642046776333,0.263796718201294,4.79089288024738,1.72493393620417,-4.01659309859239,-143.05076113023,0.178389500770109
70,-1705.27006417093,13.8454084001768,1.66929977011013,0.507610271663301,3.15644209387148,0.0757319823287195,-5.46170664211606,-136.136818084779,-0.315142801682681
71,-1790.2349064477,13.7515128607417,1.47836509256769,0.489113731151368,2.83483521200417,-0.0517289797115575,-5.61641925958198,-141.116275141979,-0.440760087708272
72,-1927.88641666925,13.5644205905993,1.53255408547269,0.184036727146078,3.62106909465744,0.432731036590994,-4.88077974263657,-151.037767224627,-0.243434593427919
73,552.011295164082,13.3892108107566,2.14306655161541,1.17703812737629,1.39076497775297,-0.673954431551471,-7.28031105915221,-160.332681058876,-0.751707537380145
74,-1969.07836326519,13.5208670529965,1.56962829215599,0.384224137554086,2.96576361908065,0.143184723486286,-5.44662163187955,-153.348318249526,-0.429359911814956
75,-2050.84756332596,13.4267493995585,1.45755771096762,0.325464808570788,3.06835706296514,0.26383447738829,-5.28562089766837,-158.340327238869,-0.368846427815164
76,-2160.22493120547,13.2398516719123,1.59038715938952,0.765747060162043,2.41029225998363,-0.300304006836285,-6.11805716550617,-168.254357899972,-0.514864154984038
77,-2330.88582568576,13.051898569708,1.69290940709123,0.647672704375237,2.86548578040264,0.0518159240660306,-5.69384226819571,-178.224592052607,-0.361556185268764
78,-2486.27053143831,12.8636831422925,1.5580055036458,0.410781804608703,3.11144668636396,0.234501974428013,-5.3521654696789,-188.208541494893,-0.341603591483067
79,-2622.66823009199,12.6761091631618,1.51229931792196,0.638099904267289,2.54596709541353,-0.196178635432788,-5.90959266925721,-198.162026984097,-0.493446892573276
80,986.8115109801,12.5007558438384,2.32798298901955,0.0978925270453274,4.71810750205217,1.70059111595863,-3.96759052233336,-207.463738454361,0.141322303919472
81,-2658.25874215144,12.6324498232314,1.63387181484173,0.469284973999783,3.17128095124171,0.181459255183167,-5.38668970802135,-200.477917087779,-0.308090325264625
82,-2733.88915989628,12.5388810808619,1.48106249340331,0.513359340388649,2.77118607551888,-0.0417335846702361,-5.65628833210705,-205.444151692743,-0.449126400419192
83,-2788.1512429541,12.3537435278939,1.6081312986709,0.0541395917788001,3.9277838244148,0.741304005058592,-4.56292957858197,-215.268021070303,-0.159448980082331
84,-2969.33182063221,12.167687202506,1.0068991629811,-0.297102388797551,2.73769212888783,0.705587391024981,-4.86168105562343,-225.156354209141,-0.604954639422284
85,-2607.51670855354,11.9834219980977,1.99150180335978,0.305309635788198,2.37965236432304,0.0628092309671632,-6.22363500084216,-234.966257723755,-0.689519684777325
86,-3024.02201394374,12.1217276117139,1.25501529112577,-0.0877883449544156,2.61391196822149,0.565053376348709,-5.19802016143611,-227.603085824462,-0.516283660752563
87,-3096.84499089295,12.0285371962629,1.05180831926061,-0.127075620288243,2.85815494704921,0.860603847011063,-4.75418544549637,-232.559600191866,-0.322762576399196
88,27616.4085703094,11.8610736729145,3.02148509660001,0.779950856433016,1.57641771811285,-0.717378144447325,-8.12113132789427,-241.473354200011,-0.910456525412902
89,-3098.9844321715,11.9867004805354,1.50362916241649,0.102061125737581,2.50901300711068,0.422598762177455,-5.58813265109123,-234.786541668072,-0.474812365655189
90,-3111.15049993963,12.0181398393388,1.13972431288702,-0.0515646810930174,2.7605743269923,0.715102159234952,-4.95089064800011,-233.113059286767,-0.359963116019529
91,-3129.46718171246,11.995490151737,1.26221517505563,0.0858529602201402,2.70134696744677,0.574777995307774,-5.17926423884935,-234.31819812363,-0.379622929359679
