Iteration,Obj,KA,Q,V2,V3,CL,FP,Tlag1,error_ADD1,error_PROP1
1,277986.090284399,4.94437059545465,1.19839400013458,0.882577740860424,2.65253478821086,10.3953172832928,-0.574182488893457,5.44966203435445,3.1028263525806,5.07839208164582
2,143166.345889136,4.69274649213903,1.28171625295789,0.989718745760878,2.62612630091018,9.71556633648713,-0.826020508381512,5.0535696805897,3.43608576243733,4.72581460580171
3,73977.1365513049,4.16650068249142,1.45599271133871,1.21379308942439,2.57088842546434,8.29391880973421,-1.35270439288445,4.22518344999849,3.76927516857302,3.98843336063085
4,38484.076743881,3.10285805310998,1.80863219078747,1.66667680123605,2.45906729991693,5.42012940587508,-2.41696805848489,2.55090539073688,4.10232822941478,2.49793266898397
5,20295.7118927721,9.37606545431238,1.61563475986944,-0.0515124582822595,2.5877569666188,8.97811257084738,-4.45471524614935,2.36942045427757,4.43501453249993,0.333789935816321
6,10564.3469602267,2.54344135384899,2.21998852828314,2.01948471322891,2.33687467112528,2.29925486499746,-3.97728273819043,0.460893865343242,4.76728529624736,0.396845553760801
7,6239.79810115892,2.55376315900068,2.44479212685743,2.79705649342229,3.02754183430277,5.97026382074014,-4.37091242960005,-7.43667303974583,5.09769547330823,-4.3734510397213
8,1314.49308377388,1.69933943953224,1.93872279283937,2.29818760240694,2.89227569091188,1.2642646385411,-3.97352140246735,-0.00414554704410719,5.42700005528818,0.217317196083309
9,1068633787272.22,1.69116661909337,1.97631666397733,1.53815414687438,3.2253559308901,1.87414176475929,-4.04618675125629,0.497559872759734,-4.50340405327518,-0.0432969210963622
10,918.79028303158,1.69738303662122,1.92819567553509,2.03803022311924,2.97095007846157,1.39889031374079,-3.99087178781666,0.222725567328421,2.95594460373759,0.219104224868774
11,1856500975.97603,1.59704531162591,2.40669886685063,1.81305258826376,3.47887031562647,2.75576489192405,-5.78271314526893,0.748854972199808,-1.30319527146331,-0.772601635694095
12,2964586.38403767,1.67268914090899,2.04293194542586,1.93673613146706,3.09524452826471,1.72990341929947,-4.42690743156531,0.419302410011928,1.89429095445879,-0.0208301657221247
13,594579.490436115,1.69134855090202,1.95511358297264,1.98498720677827,3.00098506926531,1.47839669092775,-4.09600854726914,0.312311073932588,2.69818232944392,0.182530420652937
14,398548.83366025,1.69600601034767,1.93396523507421,2.0150125772701,2.97768068766562,1.41653232759198,-4.01444667896352,0.2592138333486,2.89857017625563,0.220831639113891
15,915.566099224288,1.69706816910981,1.92946001425208,2.03112114006011,2.97247067921795,1.40284950965982,-3.99620246038412,0.233489151653541,2.94306131541958,0.221053380962713
16,385194.203386574,1.69640549387151,1.93240198032988,2.01848683244748,2.97571647128859,1.41146798817354,-4.00762066279964,0.253160014149716,2.91565138696293,0.222982934737265
