Iteration,Obj,KA,Q,V2,V3,CL,FP,Tlag1,error_ADD1,error_PROP1
1,953.445760853342,-0.398355979093229,-1.56110537284335,1.84764854024766,6.64638432328208,-3.46029867422412,-10.9829112566755,-1.76676830080649,-5.62189178131456,6.24810836541423
2,882.144095867708,0.351774484541159,-1.38475567891646,2.11525445290757,6.64509868500159,-3.43245189707664,-10.8368687848249,-1.78939598120655,-5.91871269360724,5.77495723864598
3,844.152814243411,1.88085454490535,-1.05807716501875,2.66718322565198,6.64270789331543,-3.38749451553203,-10.5825216135313,-1.82793267546209,-6.48308460786713,4.84552519971217
4,717.484165538001,2.30485161426836,-0.683567338176725,3.02528554723609,6.63809303990118,-3.34560855520809,-9.27402032513506,-1.88006423604429,-7.55933372705734,4.02287576137665
5,576.003226898074,2.88527093686522,0.141569801444393,3.72636280074318,6.6296064085131,-3.27697208768775,-6.70367683488411,-1.98326084553826,-9.70250032547061,2.21304388784283
6,4519521.19818882,3.29998030031003,2.40682723189783,0.572440954143994,6.61285563772627,-3.16926350524769,-6.87288563024587,-1.93811579824461,-16.0679750630937,-0.648334999913625
7,499.906619803783,2.99349113669617,0.700733801284091,2.88589654035667,6.62541792887114,-3.25029585621333,-6.69377338771328,-1.97176841621574,-11.2908115259054,1.54554951373614
8,64012.3338022167,3.00044465781681,0.503380615415121,0.739863542996365,6.62044631060193,-3.23948601532365,-6.8211573187398,-1.66905589266133,-14.0673781761218,-0.335467260862903
9,492.623186167766,3.00430980945898,0.965223963695893,2.25176680716949,6.62770647276515,-3.24199632218727,-6.71181284983063,-1.92487942071228,-11.8769409691502,1.11933179057483
10,482.918391551341,2.9975538835577,0.79951434571077,2.69767278094366,6.62640679369006,-3.24773878988786,-6.66863919229155,-1.96417825281858,-11.4069336478168,1.48972384075816
11,466.693996326081,3.00419871495461,0.88399782144123,2.38399480810234,6.62701845115332,-3.24456084035245,-6.64727618216578,-1.93037642592804,-11.7230910351994,1.28269821935966
12,439.03157777052,3.02089404099656,0.50966642773506,2.04480597089676,6.61389429611293,-3.2470237805159,-6.59877086687692,-1.76670408119238,-12.4754788574558,0.896510363630462
13,380.009723422617,3.06846477016926,-0.308939983075844,1.31342413687026,6.58650861739541,-3.26037005703102,-6.63817396464904,-1.39581779848454,-13.7930653151896,-0.0608923641147684
14,308.498413088595,3.25564276189,-0.764300458324123,0.950766034991016,6.53134005045999,-3.26818703414329,-6.87152275390481,-1.14699199615565,-17.7123298003588,-0.442966460553381
15,165.076929998734,3.32239532899723,-0.470467534407226,1.14837011972795,6.46115184578515,-3.20988069547419,-6.69116357537029,-1.231061418808,-25.6991237779234,-0.256211178918138
16,-10.5063836121433,3.41832708276266,-0.629909142834566,1.0446662421526,6.33204885996378,-3.18069199183261,-6.79635604172133,-1.07981678894787,-35.693998325026,-0.331339244629337
17,-183.902380855743,3.44808751436232,-0.523272207695128,1.11841142288324,6.21717274610235,-3.13331864484495,-6.72590846100382,-1.05852577597847,-45.6918507554452,-0.265048046694479
18,-355.190652115641,3.4768936227053,-0.581644859127303,1.08325270330456,6.07267535382813,-3.10215746821875,-6.76039123154953,-0.949530100556177,-55.6897393740553,-0.302745146148487
19,-524.482425591824,3.49218119012098,-0.513105135912423,1.13387729046958,5.92440921641581,-3.06341933364528,-6.71078688410166,-0.896501050372743,-65.6878615058845,-0.271838427054232
20,-691.771610312301,3.50715159965116,-0.532317956790264,1.12522891014357,5.74047741146043,-3.03671607968568,-6.71813431920443,-0.787896489617584,-75.685482655684,-0.293371325851222
21,-857.081403395067,3.51658496353545,-0.477976124003304,1.16580405749894,5.53198430542168,-3.00929429801233,-6.67753255292753,-0.700366647386544,-85.6825555529585,-0.276552338541101
22,-1020.42355216127,3.52602948949405,-0.466422318795948,1.1764018153866,5.25963032912388,-2.99483987567318,-6.66532242731569,-0.565759388021621,-95.6778976846662,-0.288465527617262
23,-1181.86885545746,3.53323006512789,-0.401053307243471,1.22055194286255,4.90126501335077,-2.99011049132838,-6.61960320409051,-0.415331196919477,-105.669917838333,-0.278868773839308
24,-1341.68276555717,3.54159320574624,-0.326012213976373,1.26179975311306,4.3347583820715,-3.01355973098346,-6.5736563719571,-0.17917803146029,-115.650559386936,-0.284512552548258
25,-1501.83539390252,3.55321100338626,-0.0759419202251315,1.36686102827469,3.18251868882778,-3.10009416939255,-6.45247047021476,0.241553149727424,-125.570185986922,-0.276334538301847
26,2.01629070503587e+124,3.59797422731014,3.12136468295338,1.78456393378141,-1.4192557546015,-3.3844485017457,-5.68780362053594,1.23255316969306,-133.741763639375,-0.320090886329647
27,8.89982440355139e+118,3.56345156990711,0.88243894970229,1.43504001297652,2.11929577158618,-3.15441903161391,-6.25156589622186,0.416579014269438,-127.60023925633,-0.311629393472055
28,4.06840288751115e+117,3.55540013063368,0.243839060403187,1.32677493308043,2.96859288712418,-3.10446603174149,-6.42516504391292,0.264143012838805,-126.057556192286,-0.323075349144607
29,-1506.91742468626,3.55364911459695,0.0276176202554077,1.32030950089159,3.15722276215558,-3.09722357722958,-6.47263708184208,0.246319150227998,-125.666836331703,-0.309552411398094
30,2.90623725395383e+117,3.55491792703619,0.196963622714032,1.30836191863626,3.02509100234702,-3.10135555829431,-6.43123442972486,0.255075031721691,-125.889360538834,-0.316629399991284
31,-1508.99054458685,3.55390076396472,0.0755176643331341,1.30247149582721,3.13105588537978,-3.0973745068464,-6.46358919766825,0.248648647815212,-125.718810747138,-0.313733890404008
