Iteration,Obj,KA,Q,V2,V3,CL,FP,Tlag1,error_ADD1,error_PROP1
1,11225354517226.3,7.75840838964336,0.944310966379893,-2.00720987937183,-3.66047567101271,0.375307585407194,-4.39971303983211,-2.39593348150684,-5.65545225998111,0.896707369346181
2,27059642282.1847,7.75935785918907,0.937903053972789,-1.84657189824665,-3.6177082902844,0.331936611939451,-4.64826694869983,-1.54621589458525,-5.32217038752085,0.621811832196946
3,13842901781.6791,7.75895695908848,0.941601677672979,-1.9238825435273,-3.63780031274347,0.263225418493981,-4.52555652336741,-1.25012431102795,-4.98883638639164,-1.32113558743864
4,6313751845.52484,7.75575971871699,0.966366445138635,-2.42974628339917,-3.77548125263724,-0.184803717292722,-3.52442658133381,-0.760476485463569,-4.65562379190349,-5.08554064346858
5,218552314050.552,7.74222933925738,1.07767490399771,-4.42459582082578,-4.5061453120225,-1.92107353722032,0.740096604857036,-0.125743646924836,-4.33059239276888,-11.2308486610765
6,3060923418.0994,7.75490130827678,0.974259883402723,-2.57061694778856,-3.82714097786918,-0.309358582738818,-3.25387458611911,-0.475131400446434,-4.32678670693906,-7.00885958292063
7,1189028777.62768,7.74489001249581,1.05488805755814,-3.99866869488748,-4.3871736159013,-1.56880181159187,-0.0922749278221011,-0.436103120409585,-4.02900736047668,-8.41182969363785
8,13455916487.1592,7.75584777611107,1.01899613890906,-4.31033668158036,-4.52892075389796,2.22208696513296,-3.86591553409906,2.72074311626845,-2.29219025440785,-3.69081819738732
9,168785476311.798,7.74717919434514,1.04930565217002,-4.14149216641128,-4.47324870691553,-0.667746990586225,-0.880624631957093,0.378263046551071,-3.58048662522464,-7.11784438430205
10,577978177.679828,7.74526710345574,1.05455235847458,-4.0446210203453,-4.41770616111688,-1.391279862569,-0.222137726441483,-0.241087862716211,-3.93898891325365,-8.02138990038872
11,117618978.873312,7.74609268980099,1.05574310324046,-4.19901071657298,-4.52644994885925,-0.953917655986669,-0.451456262692708,0.205634623198915,-3.6967093035364,-7.34153445153334
12,108312942274.964,7.75020502003821,1.05772468011925,-4.60922998188439,-4.82677060702222,0.346241914909756,-1.10046372612206,1.04149365226311,-3.33499312611607,-6.44689356721755
13,131477625627.467,7.74683179425872,1.05606306749785,-4.27167549779123,-4.57958881816808,-0.722503226215361,-0.568101711120981,0.361645223723334,-3.45556962805706,-7.03780925999522
14,89896044.5169349,7.74615587876026,1.05567742708252,-4.20263039467508,-4.52894222780818,-0.93947515911471,-0.46142877096659,0.230498638933892,-3.61148493232063,-7.25541692250985
15,131068592985.91,7.74639209738385,1.05566813915609,-4.22275837427063,-4.54348310877524,-0.871631001993774,-0.498073450988239,0.281660809648001,-3.45398146076756,-7.08655959267248
16,77267906.0301778,7.74617784406043,1.05558023801497,-4.2018638998373,-4.52820268570578,-0.93861500217439,-0.46483615342787,0.247340468861966,-3.56980041815875,-7.21215597529974
17,137799358328.745,7.74626948456872,1.0558028950179,-4.21076583463885,-4.53504134216305,-0.913209689364494,-0.479050709316055,0.278401114699593,-3.47902437302057,-7.13835629541102
18,158845623031.096,7.74618684742372,1.05550337544469,-4.20075974525087,-4.5272610550567,-0.940028250534004,-0.466232686904072,0.263771211736798,-3.55009455233443,-7.19448643513952
19,164392344045.255,7.74617875796166,1.05552694547178,-4.20051831435777,-4.5271277882752,-0.941246372851578,-0.46497791096401,0.253362933564533,-3.56725146468642,-7.20926549803585
20,76724815.8670643,7.74617801652364,1.05556570632316,-4.20148558823256,-4.52790127358894,-0.939362801024687,-0.464862904634977,0.2488881009152,-3.56930716815806,-7.21153780230745
21,164706431863.633,7.74617840454922,1.05553742087102,-4.20076067293833,-4.527323167819,-0.940789801491428,-0.464923157340195,0.251955929628613,-3.56820481130629,-7.21022191628806
22,76466599.1513716,7.74617810384479,1.05555829479732,-4.20129327621267,-4.52774814721495,-0.939742736039425,-0.464876463883103,0.24965276169813,-3.56905658016651,-7.2112197569403
23,164813650235.202,7.74617828803749,1.05554363498306,-4.20091617207684,-4.52744774310395,-0.940486336897718,-0.464905081079202,0.251176798734474,-3.56852956668965,-7.21056566299516
24,164946021403.463,7.74617814788075,1.05555453811136,-4.20119623735253,-4.5276709056131,-0.939934369402298,-0.464883305553995,0.250032102534641,-3.56892997860463,-7.21105750997084
25,76434867.9322809,7.74617811473407,1.05555735019181,-4.20126885267108,-4.52772870991149,-0.939790984390416,-0.46487815570249,0.249747493022429,-3.56902523893227,-7.21117927375548
26,76312866.1999398,7.74617813665804,1.05555546297052,-4.20122011703469,-4.52768992195691,-0.939887238955046,-0.46488156216847,0.24993686188764,-3.56896215753554,-7.21109800235788
27,164952605150.102,7.74617814081667,1.05555510294005,-4.20121081889528,-4.52768253085736,-0.939905582167329,-0.464882208411713,0.250424260263901,-3.56895018228756,-7.21108251394608
28,164955650404.009,7.74617813769771,1.05555537292076,-4.20121779136894,-4.52768807328353,-0.939891827060416,-0.464881723731551,0.250058711333106,-3.56895916354672,-7.21109412955186
29,76160603.1376636,7.74617813691796,1.05555544045544,-4.20121953554753,-4.52768945973237,-0.939888386125364,-0.464881602559383,0.249967324239711,-3.56896140902728,-7.21109703411242
30,164956255184.806,7.74617813706866,1.0555554274128,-4.20121919779084,-4.52768919198287,-0.939889050619136,-0.464881625977356,0.250028350143986,-3.56896097508733,-7.21109647468216
31,75899587.0004033,7.74617813695563,1.05555543719473,-4.20121945110687,-4.52768939279382,-0.939888552251837,-0.46488160841388,0.249982580715724,-3.56896130054206,-7.21109689425403
32,164956344661.336,7.74617813697808,1.05555543525293,-4.20121940058506,-4.52768935293232,-0.939888651177682,-0.464881611901762,0.250013097884585,-3.56896123591324,-7.21109681143611
33,75485180.9035287,7.74617813696124,1.05555543670928,-4.20121943847638,-4.52768938282842,-0.939888576983365,-0.464881609285851,0.249990210007939,-3.56896128438485,-7.21109687354953
34,164956358779.846,7.74617813696499,1.05555543638467,-4.20121942997034,-4.52768937616514,-0.939888593519753,-0.464881609869016,0.250005468774213,-3.56896127357926,-7.21109685983693
35,74921416.0388273,7.74617813696218,1.05555543662813,-4.20121943634987,-4.5276893811626,-0.939888581117464,-0.464881609431642,0.249994024699508,-3.56896128168345,-7.21109687012138
36,164956361575.476,7.74617813696294,1.05555543656245,-4.20121943461342,-4.52768937981439,-0.939888584463331,-0.46488160954965,0.250001654092183,-3.56896127949689,-7.21109686738357
