Iteration,Obj,KA,Q,V2,V3,CL,FP,Tlag1,error_ADD1,error_PROP1
1,10495.0862063218,8.98865090148409,6.20562331264836,0.981782498557369,7.0761889081865,0.0522178646763198,-3.24655170913023,-1.52097481738063,0.956079099758981,2.64293960159314
2,5690.16283987593,8.98619364014916,6.20559427974336,0.981548172509107,6.77314472028577,0.0540365068025905,-3.97448460915799,-1.51948328920654,0.341793115882071,2.67325484206691
3,3220.5664115447,8.96866170627741,6.20009457056233,0.981962715152832,5.84190142253412,0.082313113312143,-3.84126055748792,-1.51451810616394,-1.31958281028924,2.07852250252001
4,2038.53153755578,8.94752769306813,6.19784055290795,0.969430092390527,3.70660733313169,0.2268726153155,-5.0796738794668,-1.49951283554087,-3.90975555602612,0.296348536902271
5,9225255845793194,8.90607525035814,6.1832539022153,0.749968483103461,0.178409291896847,4.42002606724551,-5.96531616615107,-1.47704912165309,-9.01121004317113,-2.37005799071893
6,1552.18738233761,8.9402762073039,6.19967441793157,0.880338323742468,2.29765725591504,0.688649648483224,-5.42292704396518,-1.45809855507164,-4.80245710627262,-0.640227207691487
7,940.960439335257,8.90805734704621,6.18584973697531,0.785169536300057,1.8726525414891,0.480933147536541,-5.6141615822223,-1.30113710999536,-8.76525771545212,-0.670920928345573
8,534.208906789127,8.84313040208611,6.15288217429461,0.712231789754441,1.61688952322144,0.332447664845658,-5.78643529027227,-1.16000450716332,-16.7555174086929,-0.575767995528336
9,232.950991431653,8.76194269133545,6.11095392659463,0.633183027461978,1.3825526965801,0.160938148967367,-5.98472394005202,-0.999076356921653,-26.7469483190941,-0.490642760450099
10,2.56120938086281,8.68075746014091,6.06879119643779,0.541065472265514,1.15587811919637,-0.0190785316803486,-6.19061508596995,-0.83144378348046,-36.7381860264413,-0.427067808685636
11,-192.561989334526,8.5995598548062,6.02634422483786,0.445740346731307,0.953748539985195,-0.18062299156904,-6.37485604367361,-0.675791675898108,-46.7309344756915,-0.378368162268065
12,-370.701472975351,8.51833878841103,5.98360175711684,0.366820704939492,0.80133802460189,-0.300663860389535,-6.51469598712553,-0.550293574778157,-56.7264437698362,-0.340294717739777
13,-541.291568191457,8.4370929747713,5.94059211379735,0.325417772816417,0.719344433928478,-0.360661939784542,-6.59207806374013,-0.470672966904424,-66.7247574846634,-0.310092175213608
14,-708.524973038936,8.35583669025441,5.8974223079334,0.319962839603627,0.694979184872778,-0.373088236770124,-6.61639557697855,-0.429958364580929,-76.7241302974774,-0.291362329878281
15,-873.582600992943,8.27457832304327,5.8541919995422,0.326799756425302,0.689404269637771,-0.372786131618024,-6.62030389916881,-0.402160993416514,-86.7236616948945,-0.285791503020737
16,-1036.62765243567,8.19331964948041,5.81094942676397,0.337065750218537,0.689091782855969,-0.368441541869129,-6.61723535400495,-0.378361412108498,-96.723202878712,-0.284055244729377
17,-1197.66849110074,8.11206285485124,5.76770984695636,0.34737383656413,0.689046959668008,-0.364230487234545,-6.61318276782246,-0.35479415517258,-106.722523548772,-0.283902408493477
18,-1356.71248120579,8.03080457316856,5.72447100915141,0.358010627515864,0.689670819583202,-0.359334441626726,-6.60839275303242,-0.331720348663082,-116.722039465477,-0.283682691863585
19,-1513.75684005691,7.94954623704123,5.68123936221217,0.368318275259401,0.690026169811947,-0.354821863574454,-6.60381847183474,-0.308402875695001,-126.721579985017,-0.283771028862984
20,-1668.80115712065,7.86828808338478,5.63800419185797,0.378706542616541,0.690686574350662,-0.349990196320791,-6.59900323942076,-0.285278281471378,-136.721117958733,-0.283686525682085
21,-1821.84553577149,7.78703011150386,5.59477698560003,0.388845561679639,0.691195212557678,-0.345390654705096,-6.59434928569646,-0.261993310907206,-146.720659596389,-0.28374522918593
22,-1972.88989335479,7.7057723015839,5.55154675820646,0.39898279252209,0.691891804736799,-0.340612295702357,-6.58956616765789,-0.238808527293336,-156.720199579272,-0.283698902969077
23,-2121.9342603046,7.62451434585397,5.50828099095968,0.408936058769433,0.692519763420586,-0.3359647401593,-6.5848744292738,-0.215519358559269,-166.719741226525,-0.283732252527434
24,-2268.97861177558,7.54325678108971,5.46507221667947,0.418832359263033,0.69327633523745,-0.331218943242323,-6.58011197793812,-0.192291339761096,-176.719282174172,-0.283706366969495
25,-2414.02298423014,7.46199978590002,5.42186310533452,0.428578757958464,0.694013931632424,-0.326546979735166,-6.57540095455202,-0.169002822339118,-186.718824157896,-0.283724941889778
26,-2557.06734712618,7.38074313151523,5.37865832447078,0.438254341869652,0.69484336371021,-0.321817094303081,-6.57064748696758,-0.14573846884264,-196.71836561969,-0.283709697164616
27,-2698.11171616185,7.29948690222362,5.3354577018606,0.44779758375164,0.695682038489789,-0.317130599535835,-6.56592388278613,-0.122436300890698,-206.717907704771,-0.283720325905776
28,-2837.15607693244,7.21823100491249,5.29225929348373,0.457256956112661,0.696594280368099,-0.31241043615865,-6.56117517346405,-0.0991447344657068,-216.717449509717,-0.283711205424968
29,-2974.20044112293,7.13697556819861,5.249067706574,0.466596149353636,0.697532511354593,-0.30771546667545,-6.55644359083079,-0.0758266346113332,-226.716991716209,-0.283717164687769
30,-3109.24480379191,7.0557206565456,5.20587969712103,0.475845246026568,0.698533831429146,-0.303001128649404,-6.55169693145616,-0.0525098373195039,-236.716533802632,-0.283711663390721
31,-3242.28915826773,6.97446704125558,5.16271180824351,0.484983878037369,0.699568126151223,-0.298302817315824,-6.54696093291868,-0.029176953035361,-246.716076228524,-0.283715094365255
32,-3373.33352026468,6.89321385286403,5.11954388996909,0.494027749422947,0.700659318979417,-0.293594238343948,-6.54221699630071,-0.00584820282915233,-256.715618636944,-0.283711522751803
33,-3502.37786137717,6.81196138420715,5.07639761612252,0.502952364462947,0.701777876133657,-0.288908306684986,-6.53749245119471,0.0174251109229244,-266.715161493349,-0.283712868228969
34,-3629.42222271893,6.73070817378763,5.03323244081861,0.511740408356798,0.702904012976145,-0.284261183427355,-6.53280773138545,0.0404733713462095,-276.714704924578,-0.283709086585398
35,-3754.46658651285,6.6494557499504,4.9900594002937,0.520488501651592,0.704154150818984,-0.27955011832868,-6.52805360991664,0.0639392882020328,-286.714247323793,-0.283714290129316
36,-3877.51093989643,6.56820386699968,4.94688854585415,0.529098496296627,0.705400231299721,-0.274882128784871,-6.52334846968468,0.0870738712850051,-296.713790557761,-0.283706507259117
37,-3998.55530133004,6.48695307175699,4.90373377977366,0.537667255285171,0.706770629565946,-0.270156589863782,-6.51857586995523,0.110679128446375,-306.713332922674,-0.283715786273476
