Iteration,Obj,KA,Q,V2,V3,CL,FP,Tlag1,error_ADD1,error_PROP1
1,119147771803.371,0.668329267881756,0.739838522338937,-2.17962712116978,2.05328945408214,4.24286150948944,-0.819843336374518,8.13482235402951,-3.38266665586157,-4.20478741144553
2,61172473436.2944,0.918572402745377,0.75685005575327,-2.18140952624793,2.06583514059362,4.78847375384201,-1.39323034486264,8.13482118321566,-3.04933333015793,-3.75829897794452
3,31407069069.4859,0.344957523681091,0.854855079485504,-2.18495113877793,2.05296747802294,6.05541519216056,-2.74176707597444,8.13480962210446,-2.71599997711892,-3.40279958519151
4,16125927167.5228,0.486292172748069,0.854008722599592,-2.18443855176708,2.05134828271873,4.76698585886145,-1.45138156537268,8.13474447713869,-2.38266691833272,-6.94451739875532
5,8279640012.10693,-2.57232034377993,0.905269941053168,-2.1860017436894,2.03878591343005,5.74243593650928,-2.46396710973517,8.13474009810659,-2.04938102659461,-14.1939442505975
6,4250924283.57774,4.72418294295312,-4.46284049946848,-1.70519964304096,5.24220563206951,7.76043915847022,-2.76069530981482,7.28393214923691,-1.71604903236747,-12.6285143954921
7,2182495018.32123,3.04005490479883,-0.807845160416989,0.460225655154818,3.65389720574621,4.31633662752999,-3.3826603392322,3.45645106694427,-1.38271570384813,-5.58619539423574
8,1120532407.108,-1.53404027743967,3.0345386876168,-3.10084722828886,1.76524941021252,8.80355924502031,-7.32722628093668,3.4040813948726,-1.04938277479461,-9.08716668568103
9,575939723.97952,2.03509694461238,2.7586495949262,-1.93434517366292,3.04625617052438,1.56449925105711,-3.04770487513958,6.42971370144352,-0.716049466401539,-7.03798075621236
10,295796387.110751,2.46036120573168,3.0125830627281,-2.02751445340005,5.42420765348937,4.3974146263948,-1.42912915163139,5.21558337224223,-0.383430300445222,-16.0857091710795
11,151866335.15257,2.22698168799445,5.24334211902825,-0.797554720097271,5.91221478436897,6.06986869160117,-0.373364721084208,1.85608616493328,-0.0501023960120126,-7.25769415261811
12,77971130.1949727,2.09144423563512,4.96406263178625,0.0783911220168615,5.21178386585893,5.21299685345451,-1.54191956700269,2.67617787089154,0.283227526240984,-17.0447344924703
13,39727775.1995884,1.84664379939219,4.81250189491737,1.17462128833332,4.88413530784544,4.37403101223262,-2.59385416959635,-0.321940293304777,0.616559543926302,-7.68039362027584
14,26529333.9730577,1.95427062721129,9.78897784942446,1.18908571163043,-0.921337328968128,-1.53599576220167,-2.87664279941804,2.21240011701321,0.913399487975193,-7.6797027691821
15,15355838.81854,2.12790790635582,9.78897304287145,6.62123280767952,-0.263025980564708,-0.329326053222268,-0.204820572279751,1.6296480624729,1.09569824408555,-15.493839675915
16,7883730.35804083,2.40719522490971,6.17658729021549,6.76296446191905,0.977224537265078,4.74840633611877,-0.326776339363817,0.932008278880564,1.42901145603622,-7.82198593346562
17,95153.8032928979,2.22184552797567,2.30196724811642,5.6338384289257,2.31370419994829,4.1847283728341,-1.56546708892997,-0.919975415561268,1.76232830753643,0.348984350515189
