ID,GUT,CENT,PERI,INPUT1,INPUT2,KA,FP,Q,V2,V3,CL,Tlag1,Tlag2,USUBJID
1,0,0,0,0,0,0.206606512341019,0.00421506144506586,0.0311492111497668,0.279056729053638,0.0501285166486758,1.83821759329966,0,0,SJ1
2,0,0,0,0,0,0.206606512341019,0.00421506144506586,0.0311492111497668,0.279056729053638,0.0501285166486758,1.83821759329966,0,0,SJ2
3,0,0,0,0,0,0.206606512341019,0.00421506144506586,0.0311492111497668,0.279056729053638,0.0501285166486758,1.83821759329966,0,0,SJ3
4,0,0,0,0,0,0.206606512341019,0.00421506144506586,0.0311492111497668,0.279056729053638,0.0501285166486758,1.83821759329966,0,0,SJ4
5,0,0,0,0,0,0.206606512341019,0.00421506144506586,0.0311492111497668,0.279056729053638,0.0501285166486758,1.83821759329966,0,0,SJ5
6,0,0,0,0,0,0.206606512341019,0.00421506144506586,0.0311492111497668,0.279056729053638,0.0501285166486758,1.83821759329966,0,0,SJ6
7,0,0,0,0,0,0.206606512341019,0.00421506144506586,0.0311492111497668,0.279056729053638,0.0501285166486758,1.83821759329966,0,0,SJ7
8,0,0,0,0,0,0.206606512341019,0.00421506144506586,0.0311492111497668,0.279056729053638,0.0501285166486758,1.83821759329966,0,0,SJ8
9,0,0,0,0,0,0.206606512341019,0.00421506144506586,0.0311492111497668,0.279056729053638,0.0501285166486758,1.83821759329966,0,0,SJ9
10,0,0,0,0,0,0.206606512341019,0.00421506144506586,0.0311492111497668,0.279056729053638,0.0501285166486758,1.83821759329966,0,0,SJ10
11,0,0,0,0,0,0.206606512341019,0.00421506144506586,0.0311492111497668,0.279056729053638,0.0501285166486758,1.83821759329966,0,0,SJ11
12,0,0,0,0,0,0.206606512341019,0.00421506144506586,0.0311492111497668,0.279056729053638,0.0501285166486758,1.83821759329966,0,0,SJ12
