TABLE NO.  1
 ID          TIME        AMT         CMT         DV          MDV         IPRED       CWRES       IWRES       ROUTE       DOSE        DV          PRED        RES         WRES
  3.4000E+01  0.0000E+00  2.7340E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.4000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.4000E+01  3.3000E-02  0.0000E+00  1.0000E+00  2.1440E+01  0.0000E+00  7.2623E+00  1.3769E+00  1.3769E+00  2.0000E+00  1.0000E+01  2.1440E+01  7.2623E+00  1.4178E+01  1.3769E+00
  3.5000E+01  0.0000E+00  2.7740E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.5000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.5000E+01  3.3000E-02  0.0000E+00  1.0000E+00  1.6600E+01  0.0000E+00  7.3686E+00  8.8360E-01  8.8360E-01  2.0000E+00  1.0000E+01  1.6600E+01  7.3686E+00  9.2314E+00  8.8360E-01
  3.6000E+01  0.0000E+00  2.7080E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.6000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.6000E+01  3.3000E-02  0.0000E+00  1.0000E+00  2.2370E+01  0.0000E+00  7.1932E+00  1.4881E+00  1.4881E+00  2.0000E+00  1.0000E+01  2.2370E+01  7.1932E+00  1.5177E+01  1.4881E+00
  3.7000E+01  0.0000E+00  2.7300E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.7000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.7000E+01  8.3000E-02  0.0000E+00  1.0000E+00  2.5680E+01  0.0000E+00  1.0438E+01  1.0299E+00  1.0299E+00  2.0000E+00  1.0000E+01  2.5680E+01  1.0438E+01  1.5242E+01  1.0299E+00
  3.8000E+01  0.0000E+00  2.9290E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.8000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.8000E+01  8.3000E-02  0.0000E+00  1.0000E+00  9.5200E+00  0.0000E+00  1.1199E+01 -1.0572E-01 -1.0572E-01  2.0000E+00  1.0000E+01  9.5200E+00  1.1199E+01 -1.6786E+00 -1.0572E-01
  3.9000E+01  0.0000E+00  2.6590E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.9000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.9000E+01  8.3000E-02  0.0000E+00  1.0000E+00  4.6710E+01  0.0000E+00  1.0166E+01  2.5352E+00  2.5352E+00  2.0000E+00  1.0000E+01  4.6710E+01  1.0166E+01  3.6544E+01  2.5352E+00
  4.0000E+01  0.0000E+00  2.6870E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.0000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.0000E+01  2.5000E-01  0.0000E+00  1.0000E+00  4.4580E+01  0.0000E+00  1.2113E+01  1.8905E+00  1.8905E+00  2.0000E+00  1.0000E+01  4.4580E+01  1.2113E+01  3.2467E+01  1.8905E+00
  4.1000E+01  0.0000E+00  2.7380E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.1000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.1000E+01  2.5000E-01  0.0000E+00  1.0000E+00  3.0570E+01  0.0000E+00  1.2343E+01  1.0416E+00  1.0416E+00  2.0000E+00  1.0000E+01  3.0570E+01  1.2343E+01  1.8227E+01  1.0416E+00
  4.2000E+01  0.0000E+00  2.7710E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.2000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.2000E+01  2.5000E-01  0.0000E+00  1.0000E+00  5.0100E+00  0.0000E+00  1.2491E+01 -4.2242E-01 -4.2242E-01  2.0000E+00  1.0000E+01  5.0100E+00  1.2491E+01 -7.4814E+00 -4.2242E-01
  4.3000E+01  0.0000E+00  2.8320E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.3000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.3000E+01  5.0000E-01  0.0000E+00  1.0000E+00  2.1490E+01  0.0000E+00  1.4595E+01  3.3321E-01  3.3321E-01  2.0000E+00  1.0000E+01  2.1490E+01  1.4595E+01  6.8952E+00  3.3321E-01
  4.4000E+01  0.0000E+00  2.9510E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.4000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.4000E+01  5.0000E-01  0.0000E+00  1.0000E+00  4.7160E+01  0.0000E+00  1.5208E+01  1.4818E+00  1.4818E+00  2.0000E+00  1.0000E+01  4.7160E+01  1.5208E+01  3.1952E+01  1.4818E+00
  4.5000E+01  0.0000E+00  3.0100E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.5000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.5000E+01  5.0000E-01  0.0000E+00  1.0000E+00  4.6160E+01  0.0000E+00  1.5512E+01  1.3935E+00  1.3935E+00  2.0000E+00  1.0000E+01  4.6160E+01  1.5512E+01  3.0648E+01  1.3935E+00
  4.6000E+01  0.0000E+00  2.9830E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.6000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.6000E+01  7.5000E-01  0.0000E+00  1.0000E+00  7.6970E+01  0.0000E+00  1.7204E+01  2.4502E+00  2.4502E+00  2.0000E+00  1.0000E+01  7.6970E+01  1.7204E+01  5.9766E+01  2.4502E+00
  4.7000E+01  0.0000E+00  2.9610E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.7000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.7000E+01  7.5000E-01  0.0000E+00  1.0000E+00  1.9560E+01  0.0000E+00  1.7077E+01  1.0256E-01  1.0256E-01  2.0000E+00  1.0000E+01  1.9560E+01  1.7077E+01  2.4831E+00  1.0256E-01
  4.8000E+01  0.0000E+00  2.8730E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.8000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.8000E+01  7.5000E-01  0.0000E+00  1.0000E+00  1.5360E+01  0.0000E+00  1.6569E+01 -5.1476E-02 -5.1476E-02  2.0000E+00  1.0000E+01  1.5360E+01  1.6569E+01 -1.2093E+00 -5.1476E-02
  4.9000E+01  0.0000E+00  2.7290E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.9000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.9000E+01  1.0000E+00  0.0000E+00  1.0000E+00  7.4600E+00  0.0000E+00  1.7333E+01 -4.0174E-01 -4.0174E-01  2.0000E+00  1.0000E+01  7.4600E+00  1.7333E+01 -9.8730E+00 -4.0174E-01
  5.0000E+01  0.0000E+00  2.8710E+05  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  5.0000E+01  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
