TABLE NO.  1
 ID          TIME        AMT         CMT         DV          MDV         IPRED       CWRES       IWRES       ROUTE       DOSE        DV          PRED        RES         WRES
  1.0000E+00  0.0000E+00  2.7680E+05  2.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0000E+00  3.3000E-02  0.0000E+00  2.0000E+00  7.3336E+03  0.0000E+00  1.1752E+03  2.6891E+00  2.6891E+00  1.0000E+00  1.0000E+01  7.3336E+03  1.1752E+03  6.1584E+03  2.6891E+00
  2.0000E+00  0.0000E+00  2.6980E+05  2.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.0000E+00  3.3000E-02  0.0000E+00  2.0000E+00  4.6639E+03  0.0000E+00  1.1455E+03  1.5762E+00  1.5762E+00  1.0000E+00  1.0000E+01  4.6639E+03  1.1455E+03  3.5184E+03  1.5762E+00
  3.0000E+00  0.0000E+00  2.9570E+05  2.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.0000E+00  3.3000E-02  0.0000E+00  2.0000E+00  3.7945E+03  0.0000E+00  1.2554E+03  1.0378E+00  1.0378E+00  1.0000E+00  1.0000E+01  3.7945E+03  1.2554E+03  2.5391E+03  1.0378E+00
  4.0000E+00  0.0000E+00  2.9840E+05  2.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.0000E+00  8.3000E-02  0.0000E+00  2.0000E+00  1.1915E+03  0.0000E+00  1.2456E+03 -2.2284E-02 -2.2284E-02  1.0000E+00  1.0000E+01  1.1915E+03  1.2456E+03 -5.4092E+01 -2.2284E-02
  5.0000E+00  0.0000E+00  2.7970E+05  2.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  5.0000E+00  8.3000E-02  0.0000E+00  2.0000E+00  1.1788E+03  0.0000E+00  1.1675E+03  4.9563E-03  4.9563E-03  1.0000E+00  1.0000E+01  1.1788E+03  1.1675E+03  1.1277E+01  4.9563E-03
  6.0000E+00  0.0000E+00  3.0520E+05  2.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  6.0000E+00  8.3000E-02  0.0000E+00  2.0000E+00  1.2588E+03  0.0000E+00  1.2740E+03 -6.1170E-03 -6.1170E-03  1.0000E+00  1.0000E+01  1.2588E+03  1.2740E+03 -1.5186E+01 -6.1170E-03
  7.0000E+00  0.0000E+00  2.8200E+05  2.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.0000E+00  2.5000E-01  0.0000E+00  2.0000E+00  8.7932E+02  0.0000E+00  1.1123E+03 -1.0750E-01 -1.0750E-01  1.0000E+00  1.0000E+01  8.7932E+02  1.1123E+03 -2.3301E+02 -1.0750E-01
  8.0000E+00  0.0000E+00  2.7560E+05  2.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.0000E+00  2.5000E-01  0.0000E+00  2.0000E+00  5.2594E+02  0.0000E+00  1.0871E+03 -2.6489E-01 -2.6489E-01  1.0000E+00  1.0000E+01  5.2594E+02  1.0871E+03 -5.6115E+02 -2.6489E-01
  9.0000E+00  0.0000E+00  2.8240E+05  2.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.0000E+00  2.5000E-01  0.0000E+00  2.0000E+00  5.4645E+02  0.0000E+00  1.1139E+03 -2.6142E-01 -2.6142E-01  1.0000E+00  1.0000E+01  5.4645E+02  1.1139E+03 -5.6746E+02 -2.6142E-01
  1.0000E+01  0.0000E+00  2.8360E+05  2.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0000E+01  5.0000E-01  0.0000E+00  2.0000E+00  1.2562E+03  0.0000E+00  1.0277E+03  1.1409E-01  1.1409E-01  1.0000E+00  1.0000E+01  1.2562E+03  1.0277E+03  2.2850E+02  1.1409E-01
  1.1000E+01  0.0000E+00  3.0380E+05  2.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  1.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
