"","DOSE","SEX","CMAX","AUCLST","AUCIFO","TMAX","LAMZHL","CLO","VZO","AUCdose"
"1",10,"M",5263.99368066667,828.725335206767,829.42270540045,0.033,0.895621940003341,14.1598313564087,21.6940364604014,82.8725335206767
"2",10,"both",5263.99368066667,828.725335206767,829.42270540045,0.033,0.895621940003341,14.1598313564087,21.6940364604014,82.8725335206767
