"CMAX","AUCLST","TMAX","LAMZHL","CLO","VZO","STAT","ID","DOSE","SEX","MULTIPLE","ROUTE","FORMULATION","Ktp"
3017.74341529214,8948.51469009018,1,2.52980941889291,0.988475928068458,3.62794326613131,"mean",,,,,,,10.7979258144166
675.551742947575,1426.29897503679,0,0.352815272849521,0.104941089597979,0.775784027117543,"sd",,,,,,,10.7979258144166
2609.36890005762,8219.99715214657,1,2.92965890612109,1.03704690048165,4.38318696702625,,"79",10,"M","1","IV","1",10.7979258144166
2646.35022772407,8033.60364474004,1,2.39747836898177,1.06033240858368,3.66750970761519,,"80",10,"M","1","IV","1",10.7979258144166
3797.51111809472,10591.9432733839,1,2.26229098157589,0.868048475140047,2.83313312375249,,"81",10,"M","1","IV","1",10.7979258144166
