Iteration,Obj,Q,V2,V3,CL,error_ADD1,error_PROP1
1,19571058.6791783,-2.3880114449894,-4.60451401999262,8.07906089827529,0.881525963906913,-11.6292216825009,1.96051974210553
2,10668605.1899135,-2.04521324013512,-4.73342489834417,7.90380634838874,0.679760338642446,-11.6291580213641,1.06920169365664
3,7217634.15228904,-1.43588306480756,-4.9475942606075,7.58687015426141,0.306686200961516,-11.6290859681253,-0.759244464664696
4,16307371.2581039,-0.291606943541493,-5.27617096761593,6.94253733053128,-0.516293202250401,-11.6290529686215,-4.4321465350932
5,4286024.30857518,-1.08791148536451,-5.04444009728406,7.39130674703987,0.060274571517884,-11.6290784846134,-1.63706730044475
6,3976499.6664963,-0.476479232136562,-5.1664964631918,7.00390509656225,-0.455317258766857,-11.6290681439514,-3.42461810221173
7,2359813.13516847,-0.875300876382929,-5.08252888548613,7.25749396280036,-0.113205435093099,-11.629076356811,-2.03120534635948
8,1523776.58989092,-0.533773726057831,-5.11530721634453,7.01097424633738,-0.438381241593931,-11.6290711916799,-2.87723933553954
9,1179794.66448088,-1.02357745483865,-5.94752787591642,6.66576744849074,-1.8175415548973,-11.628959767051,-3.90010304119326
10,664289.329233037,0.295845402628479,-4.74060155915444,6.88272952314073,-0.989800365550778,-11.6288769959341,-3.63510490041537
11,1907000.62391852,2.8209670520642,-7.34075774353497,7.43774249565191,0.0290887989328323,-11.6288431017098,-2.40353109120644
12,1614590.36123903,0.935776480576518,-5.35541929411178,6.91740238248208,-0.790379112128705,-11.6288687091936,-3.22095960622727
13,330524.733438147,0.411183704358573,-4.79806689093344,6.76980709018738,-1.01992921539654,-11.6288758858318,-3.45556218032017
14,761231.263911893,0.731106187167346,-5.11313237838066,6.73612435225283,-0.958693792058751,-11.6288735931148,-3.24699794633004
15,225186.903015074,0.444847458074603,-4.79981202520534,6.68725189435124,-1.05135036219507,-11.6288758584235,-3.3737938651459
16,119284.517564026,0.565272465640138,-4.88822775049113,6.59460979406573,-1.0656534328327,-11.6288751231845,-3.1966122055462
17,61877.7917422744,0.820788192976311,-4.63135708239138,6.63533308071131,-0.959733407350854,-11.6287800691293,-2.87126358109104
18,33080.8518875681,1.45042956124463,-3.98733189670969,6.74810189821155,-0.710483194244138,-11.6283379645235,-2.53371265152759
19,19387.7842462695,2.76414501959557,-2.60129331595149,6.93820103839018,-0.266459757104743,-11.6265220737477,-2.18766229537353
20,13022.396228674,5.36448865751324,0.309925220459273,7.10742617713211,0.520875157330608,-11.6186394595319,-1.84939475068465
21,146540.987509528,10.1252578793874,6.22517494053829,7.00361648772379,3.03101677010472,-11.5774308812441,-1.6716098179983
22,7391.09598580885,6.53631201030332,1.78885414241453,6.99327252209982,1.14224681244485,-11.6084072693093,-1.64849700382497
23,10200.4022635695,6.54097371741646,1.84530570857852,6.91396973366516,5.13062229085781,-11.5672394819151,-1.3627132237861
24,4187.69798837088,6.54540096939725,1.84364151548821,6.91009203582757,2.1052763192344,-11.598446462824,-1.39855362816013
25,2917.30260686929,6.5791826247156,1.9382270805613,6.85908807815675,4.07575627554453,-11.5881330607272,-1.07542319619797
26,65582626229.5533,6.36293056018817,1.92901237482684,6.60980551910543,7.98279631425531,-11.5822374419875,-0.284213889385439
27,2092.25556958979,6.51352155544554,1.96492824911066,6.68895892040069,5.0046548439174,-11.5866960284073,-0.754212404694595
28,67163256224.3328,6.26780099536328,2.13109989770014,5.87772380863603,6.78008240256365,-11.5851415318095,-0.435213117744828
29,1480.88035549329,6.45793620810835,2.04963414179764,6.36675865703523,5.34241046364214,-11.58634927789,-0.606417979458705
30,1124.79151911225,6.54947855416233,2.18793736150072,6.30199259830052,5.23233274958432,-10.6178157585245,-0.471896535568377
31,957.655317988742,6.77573614838132,2.51407553604269,6.32813995130681,5.21421705020101,-8.66920328812073,-0.268607753319515
32,880.596312729391,7.12719678660472,3.10116850205272,6.42143621601317,5.26533693637247,-6.90769148201535,-0.0635175769859111
33,833.525762122153,7.3557919218095,3.86293554373423,6.63925953922069,5.47243821231427,-6.90623356620578,0.117235681881148
34,814.122734071739,7.1009624614383,3.82132758865726,6.73023397522958,5.58116642987638,-6.90662973761143,0.204210701262434
35,808.271989101246,6.87866524217832,3.68790156075455,6.66236906898043,5.54632719892404,-6.90688820108948,0.227074358446777
36,807.013720425404,6.74136412691925,3.62405053894902,6.62120451734092,5.5312122210903,-6.90689768893877,0.241284837832181
37,806.866208678738,6.69126715736523,3.61939576547528,6.5969371446045,5.51624758219976,-6.9068904764613,0.23183624624142
38,806.852420024895,6.68361165141629,3.63220312464918,6.59190727282716,5.51268606058718,-6.90687784781957,0.226275314779894
39,806.850610397841,6.68263140314342,3.63956930669955,6.59164481977509,5.51278914701848,-6.9068737315825,0.225456994682073
40,806.85053215818,6.68267908945849,3.64282420360964,6.59164672634874,5.51282457744891,-6.90687349944006,0.225077273587262
41,806.850579967124,6.68274256402465,3.64419277709245,6.59172594805758,5.51291764429704,-6.90687359682547,0.225026580305658
42,806.850579967124,6.68274256402465,3.64419277709245,6.59172594805758,5.51291764429704,-6.90687359682547,0.225026580305658
43,806.850579967124,6.68274256402465,3.64419277709245,6.59172594805758,5.51291764429704,-6.90687359682547,0.225026580305658
44,806.850579967124,6.68274256402465,3.64419277709245,6.59172594805758,5.51291764429704,-6.90687359682547,0.225026580305658
45,806.850579967124,6.68274256402465,3.64419277709245,6.59172594805758,5.51291764429704,-6.90687359682547,0.225026580305658
46,806.850579967124,6.68274256402465,3.64419277709245,6.59172594805758,5.51291764429704,-6.90687359682547,0.225026580305658
47,806.850543349533,6.68256259982864,3.64378704350628,6.59162110295501,5.51282587587952,-6.906873499798,0.224965985888442
48,806.850427957534,6.68254176431398,3.64301879637843,6.59161986110365,5.51280937495198,-6.90687349946803,0.225033373182341
49,806.850549168302,6.68241961729247,3.64347703457115,6.59156038608689,5.51277600998199,-6.90687349963491,0.224939214040758
50,806.850420026291,6.68248018160949,3.64311949383434,6.59160226450723,5.5128014359581,-6.90687349949197,0.225008958304854
51,806.850427352765,6.68239702334982,3.64333884478018,6.59156357036096,5.51277988228169,-6.90687349955781,0.224957843608019
52,806.850445508157,6.6824511991402,3.64317065107387,6.59159284980693,5.51279693940014,-6.90687349950485,0.224996333411569
53,806.850418910814,6.68247242975817,3.64313203014682,6.5916003206578,5.51280028777887,-6.90687349949497,0.225005720489527
54,806.850416665255,6.68245759416813,3.64315741835496,6.59159569713365,5.5127981551581,-6.90687349950137,0.224999337568327
55,806.850451821924,6.68243042797855,3.64320938244042,6.59158544595474,5.51279336050663,-6.90687349951507,0.224986730156405
56,806.850445507111,6.68245029239511,3.64317016330529,6.59159333162956,5.51279705852257,-6.90687349950461,0.224996130891441
57,806.850416469162,6.68245573353017,3.64316058838233,6.59159514207355,5.51279787413706,-6.90687349950217,0.224998528987123
58,806.850415774516,6.68245205699055,3.6431669480131,6.59159398000865,5.51279732663189,-6.90687349950378,0.224996917882819
59,806.850444922756,6.68244487080488,3.64317974415448,6.59159152799303,5.51279622724842,-6.90687349950707,0.224993719895915
60,806.850445507499,6.68245022624112,3.64317013100511,6.59159339421049,5.51279705209006,-6.90687349950459,0.224996111470481
