TABLE NO.  1
 ID          TIME        AMT         DV          MDV         IPRED       CWRES       IWRES       BQL         ROUTE       DV          PRED        RES         WRES
  1.0000E+00  0.0000E+00  2.9000E+04  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  9.5870E-01  0.0000E+00  0.0000E+00
  1.0000E+00  0.0000E+00  2.9000E+04  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  9.5870E-01  0.0000E+00  0.0000E+00
  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  9.5870E-01  0.0000E+00  0.0000E+00
  1.0000E+00  2.5000E-01  0.0000E+00  7.3000E-01  0.0000E+00  3.9782E+00  0.0000E+00 -6.3210E-01  0.0000E+00  1.0000E+00  7.3000E-01  2.4859E-01  0.0000E+00  0.0000E+00
  1.0000E+00  5.0000E-01  0.0000E+00  2.7500E+00  0.0000E+00  3.9524E+00  0.0000E+00 -2.3549E-01  0.0000E+00  1.0000E+00  2.7500E+00  7.8160E+00  0.0000E+00  0.0000E+00
  1.0000E+00  1.0000E+00  0.0000E+00  7.2700E+00  0.0000E+00  3.9013E+00  0.0000E+00  6.6831E-01  0.0000E+00  1.0000E+00  7.2700E+00  7.7149E+00  0.0000E+00  0.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  6.4500E+00  0.0000E+00  3.8011E+00  0.0000E+00  5.3918E-01  0.0000E+00  1.0000E+00  6.4500E+00  7.5168E+00  0.0000E+00  0.0000E+00
  1.0000E+00  3.0000E+00  0.0000E+00  6.8500E+00  0.0000E+00  3.7034E+00  0.0000E+00  6.5712E-01  0.0000E+00  1.0000E+00  6.8500E+00  7.3237E+00  0.0000E+00  0.0000E+00
  1.0000E+00  4.0000E+00  0.0000E+00  4.2300E+00  0.0000E+00  3.6083E+00  0.0000E+00  1.3321E-01  0.0000E+00  1.0000E+00  4.2300E+00  7.1355E+00  0.0000E+00  0.0000E+00
  1.0000E+00  6.0000E+00  0.0000E+00  6.0300E+00  0.0000E+00  3.4253E+00  0.0000E+00  5.8740E-01  0.0000E+00  1.0000E+00  6.0300E+00  6.7737E+00  0.0000E+00  0.0000E+00
