"ID","TIME","AMT","DV","MDV","CMT","ADDL","II","SPECIES","SEX","MULTIPLE","DOSE","ROUTE","FORMULATION","TAD","BLQ","LIV","CMT2"
1,0,1e+05,.,1,1,27,24,3,1,2,100,1,1,0,0,0,1
1,0.5,.,2.386,0,3,.,.,3,1,1,100,1,1,0.5,0,0,3
1,1,.,1.116,0,3,.,.,3,1,1,100,1,1,1,0,0,3
1,2,.,.,1,3,.,.,3,1,1,100,1,1,2,1,0,3
1,4,.,.,1,3,.,.,3,1,1,100,1,1,4,1,0,3
1,8,.,.,1,3,.,.,3,1,1,100,1,1,8,1,0,3
1,24,.,.,1,3,.,.,3,1,1,100,1,1,24,1,0,3
1,648.5,.,5.204,0,3,.,.,3,1,2,100,1,1,0.5,0,0,3
1,649,.,2.237,0,3,.,.,3,1,2,100,1,1,1,0,0,3
1,650,.,1.283,0,3,.,.,3,1,2,100,1,1,2,0,0,3
1,652,.,.,1,3,.,.,3,1,2,100,1,1,4,1,0,3
1,656,.,1.667,0,3,.,.,3,1,2,100,1,1,8,0,0,3
1,672,.,.,1,3,.,.,3,1,2,100,1,1,24,1,0,3
2,0,1e+05,.,1,1,27,24,3,1,2,100,1,1,0,0,0,1
2,0.5,.,1.711,0,3,.,.,3,1,1,100,1,1,0.5,0,0,3
2,1,.,.,1,3,.,.,3,1,1,100,1,1,1,1,0,3
2,2,.,1.639,0,3,.,.,3,1,1,100,1,1,2,0,0,3
2,4,.,1.646,0,3,.,.,3,1,1,100,1,1,4,0,0,3
2,8,.,.,1,3,.,.,3,1,1,100,1,1,8,1,0,3
2,24,.,1.14,0,3,.,.,3,1,1,100,1,1,24,0,0,3
2,648.5,.,2.724,0,3,.,.,3,1,2,100,1,1,0.5,0,0,3
2,649,.,1.569,0,3,.,.,3,1,2,100,1,1,1,0,0,3
2,650,.,1.067,0,3,.,.,3,1,2,100,1,1,2,0,0,3
2,652,.,.,1,3,.,.,3,1,2,100,1,1,4,1,0,3
2,656,.,1.913,0,3,.,.,3,1,2,100,1,1,8,0,0,3
2,672,.,.,1,3,.,.,3,1,2,100,1,1,24,1,0,3
3,0,1e+05,.,1,1,27,24,3,1,2,100,1,1,0,0,0,1
3,0.5,.,2.613,0,3,.,.,3,1,1,100,1,1,0.5,0,0,3
3,1,.,6.972,0,3,.,.,3,1,1,100,1,1,1,0,0,3
3,2,.,1.719,0,3,.,.,3,1,1,100,1,1,2,0,0,3
3,4,.,.,1,3,.,.,3,1,1,100,1,1,4,1,0,3
3,8,.,.,1,3,.,.,3,1,1,100,1,1,8,1,0,3
3,24,.,.,1,3,.,.,3,1,1,100,1,1,24,1,0,3
3,648.5,.,4.95,0,3,.,.,3,1,2,100,1,1,0.5,0,0,3
3,649,.,2.515,0,3,.,.,3,1,2,100,1,1,1,0,0,3
3,650,.,1.839,0,3,.,.,3,1,2,100,1,1,2,0,0,3
3,652,.,.,1,3,.,.,3,1,2,100,1,1,4,1,0,3
3,656,.,5.579,0,3,.,.,3,1,2,100,1,1,8,0,0,3
3,672,.,.,1,3,.,.,3,1,2,100,1,1,24,1,0,3
4,0,3e+05,.,1,1,27,24,3,1,2,300,1,1,0,0,0,1
4,0.5,.,3.787,0,3,.,.,3,1,1,300,1,1,0.5,0,0,3
4,1,.,2.052,0,3,.,.,3,1,1,300,1,1,1,0,0,3
4,2,.,2.549,0,3,.,.,3,1,1,300,1,1,2,0,0,3
4,4,.,2.634,0,3,.,.,3,1,1,300,1,1,4,0,0,3
4,8,.,3.966,0,3,.,.,3,1,1,300,1,1,8,0,0,3
4,24,.,.,1,3,.,.,3,1,1,300,1,1,24,1,0,3
4,648.5,.,5.097,0,3,.,.,3,1,2,300,1,1,0.5,0,0,3
4,649,.,3.737,0,3,.,.,3,1,2,300,1,1,1,0,0,3
4,650,.,3.683,0,3,.,.,3,1,2,300,1,1,2,0,0,3
4,652,.,1.929,0,3,.,.,3,1,2,300,1,1,4,0,0,3
4,656,.,6.106,0,3,.,.,3,1,2,300,1,1,8,0,0,3
4,672,.,1.521,0,3,.,.,3,1,2,300,1,1,24,0,0,3
5,0,3e+05,.,1,1,27,24,3,1,2,300,1,1,0,0,0,1
5,0.5,.,4.36,0,3,.,.,3,1,1,300,1,1,0.5,0,0,3
5,1,.,2.023,0,3,.,.,3,1,1,300,1,1,1,0,0,3
5,2,.,1.106,0,3,.,.,3,1,1,300,1,1,2,0,0,3
5,4,.,14.19,0,3,.,.,3,1,1,300,1,1,4,0,0,3
5,8,.,2.869,0,3,.,.,3,1,1,300,1,1,8,0,0,3
5,24,.,5.058,0,3,.,.,3,1,1,300,1,1,24,0,0,3
5,648.5,.,11.39,0,3,.,.,3,1,2,300,1,1,0.5,0,0,3
5,649,.,8.454,0,3,.,.,3,1,2,300,1,1,1,0,0,3
5,650,.,10.68,0,3,.,.,3,1,2,300,1,1,2,0,0,3
5,652,.,4.044,0,3,.,.,3,1,2,300,1,1,4,0,0,3
5,656,.,12.05,0,3,.,.,3,1,2,300,1,1,8,0,0,3
5,672,.,11.69,0,3,.,.,3,1,2,300,1,1,24,0,0,3
6,0,3e+05,.,1,1,27,24,3,1,2,300,1,1,0,0,0,1
6,0.5,.,1.944,0,3,.,.,3,1,1,300,1,1,0.5,0,0,3
6,1,.,.,1,3,.,.,3,1,1,300,1,1,1,1,0,3
6,2,.,.,1,3,.,.,3,1,1,300,1,1,2,1,0,3
6,4,.,.,1,3,.,.,3,1,1,300,1,1,4,1,0,3
6,8,.,.,1,3,.,.,3,1,1,300,1,1,8,1,0,3
6,24,.,1.097,0,3,.,.,3,1,1,300,1,1,24,0,0,3
6,648.5,.,6.054,0,3,.,.,3,1,2,300,1,1,0.5,0,0,3
6,649,.,4.021,0,3,.,.,3,1,2,300,1,1,1,0,0,3
6,650,.,2.311,0,3,.,.,3,1,2,300,1,1,2,0,0,3
6,652,.,1.959,0,3,.,.,3,1,2,300,1,1,4,0,0,3
6,656,.,5.181,0,3,.,.,3,1,2,300,1,1,8,0,0,3
6,672,.,3.438,0,3,.,.,3,1,2,300,1,1,24,0,0,3
7,0,1e+06,.,1,1,27,24,3,1,2,1000,1,1,0,0,0,1
7,0.5,.,8.392,0,3,.,.,3,1,1,1000,1,1,0.5,0,0,3
7,1,.,6.699,0,3,.,.,3,1,1,1000,1,1,1,0,0,3
7,2,.,9.237,0,3,.,.,3,1,1,1000,1,1,2,0,0,3
7,4,.,4.155,0,3,.,.,3,1,1,1000,1,1,4,0,0,3
7,8,.,5.825,0,3,.,.,3,1,1,1000,1,1,8,0,0,3
7,24,.,2.221,0,3,.,.,3,1,1,1000,1,1,24,0,0,3
7,648.5,.,3.653,0,3,.,.,3,1,2,1000,1,1,0.5,0,0,3
7,649,.,2.63,0,3,.,.,3,1,2,1000,1,1,1,0,0,3
7,650,.,5.29,0,3,.,.,3,1,2,1000,1,1,2,0,0,3
7,652,.,2.44,0,3,.,.,3,1,2,1000,1,1,4,0,0,3
7,656,.,6.416,0,3,.,.,3,1,2,1000,1,1,8,0,0,3
7,672,.,1.683,0,3,.,.,3,1,2,1000,1,1,24,0,0,3
8,0,1e+06,.,1,1,27,24,3,1,2,1000,1,1,0,0,0,1
8,0.5,.,8.468,0,3,.,.,3,1,1,1000,1,1,0.5,0,0,3
8,1,.,5.902,0,3,.,.,3,1,1,1000,1,1,1,0,0,3
8,2,.,3.807,0,3,.,.,3,1,1,1000,1,1,2,0,0,3
8,4,.,3.194,0,3,.,.,3,1,1,1000,1,1,4,0,0,3
8,8,.,3.757,0,3,.,.,3,1,1,1000,1,1,8,0,0,3
8,24,.,.,1,3,.,.,3,1,1,1000,1,1,24,1,0,3
8,648.5,.,7.66,0,3,.,.,3,1,2,1000,1,1,0.5,0,0,3
8,649,.,3.757,0,3,.,.,3,1,2,1000,1,1,1,0,0,3
8,650,.,3.534,0,3,.,.,3,1,2,1000,1,1,2,0,0,3
8,652,.,2.411,0,3,.,.,3,1,2,1000,1,1,4,0,0,3
8,656,.,5.937,0,3,.,.,3,1,2,1000,1,1,8,0,0,3
8,672,.,2.269,0,3,.,.,3,1,2,1000,1,1,24,0,0,3
9,0,1e+06,.,1,1,27,24,3,1,2,1000,1,1,0,0,0,1
9,0.5,.,8.495,0,3,.,.,3,1,1,1000,1,1,0.5,0,0,3
9,1,.,8.51,0,3,.,.,3,1,1,1000,1,1,1,0,0,3
9,2,.,7.183,0,3,.,.,3,1,1,1000,1,1,2,0,0,3
9,4,.,3.305,0,3,.,.,3,1,1,1000,1,1,4,0,0,3
9,8,.,4.946,0,3,.,.,3,1,1,1000,1,1,8,0,0,3
9,24,.,1.309,0,3,.,.,3,1,1,1000,1,1,24,0,0,3
9,648.5,.,4.486,0,3,.,.,3,1,2,1000,1,1,0.5,0,0,3
9,649,.,5.109,0,3,.,.,3,1,2,1000,1,1,1,0,0,3
9,650,.,6.166,0,3,.,.,3,1,2,1000,1,1,2,0,0,3
9,652,.,2.033,0,3,.,.,3,1,2,1000,1,1,4,0,0,3
9,656,.,3.287,0,3,.,.,3,1,2,1000,1,1,8,0,0,3
9,672,.,4.764,0,3,.,.,3,1,2,1000,1,1,24,0,0,3
10,0,1e+06,.,1,1,27,24,3,1,2,1000,1,1,0,0,0,1
10,0.5,.,5.665,0,3,.,.,3,1,1,1000,1,1,0.5,0,0,3
10,1,.,6.575,0,3,.,.,3,1,1,1000,1,1,1,0,0,3
10,2,.,11.52,0,3,.,.,3,1,1,1000,1,1,2,0,0,3
10,4,.,4.25,0,3,.,.,3,1,1,1000,1,1,4,0,0,3
10,8,.,5.17,0,3,.,.,3,1,1,1000,1,1,8,0,0,3
10,24,.,5.219,0,3,.,.,3,1,1,1000,1,1,24,0,0,3
10,648.5,.,8.146,0,3,.,.,3,1,2,1000,1,1,0.5,0,0,3
10,649,.,6.761,0,3,.,.,3,1,2,1000,1,1,1,0,0,3
10,650,.,8.108,0,3,.,.,3,1,2,1000,1,1,2,0,0,3
10,652,.,3.442,0,3,.,.,3,1,2,1000,1,1,4,0,0,3
10,656,.,7.662,0,3,.,.,3,1,2,1000,1,1,8,0,0,3
10,672,.,1.372,0,3,.,.,3,1,2,1000,1,1,24,0,0,3
11,0,1e+06,.,1,1,27,24,3,1,2,1000,1,1,0,0,0,1
11,0.5,.,9.698,0,3,.,.,3,1,1,1000,1,1,0.5,0,0,3
11,1,.,5.936,0,3,.,.,3,1,1,1000,1,1,1,0,0,3
11,2,.,1.954,0,3,.,.,3,1,1,1000,1,1,2,0,0,3
11,4,.,1.867,0,3,.,.,3,1,1,1000,1,1,4,0,0,3
11,8,.,1.747,0,3,.,.,3,1,1,1000,1,1,8,0,0,3
11,24,.,.,1,3,.,.,3,1,1,1000,1,1,24,1,0,3
11,648.5,.,8.171,0,3,.,.,3,1,2,1000,1,1,0.5,0,0,3
11,649,.,6.522,0,3,.,.,3,1,2,1000,1,1,1,0,0,3
11,650,.,7.504,0,3,.,.,3,1,2,1000,1,1,2,0,0,3
11,652,.,5.988,0,3,.,.,3,1,2,1000,1,1,4,0,0,3
11,656,.,5.585,0,3,.,.,3,1,2,1000,1,1,8,0,0,3
11,672,.,1.25,0,3,.,.,3,1,2,1000,1,1,24,0,0,3
12,0,1e+05,.,1,1,27,24,3,2,2,100,1,1,0,0,0,1
12,0.5,.,2.324,0,3,.,.,3,2,1,100,1,1,0.5,0,0,3
12,1,.,1.796,0,3,.,.,3,2,1,100,1,1,1,0,0,3
12,2,.,1.833,0,3,.,.,3,2,1,100,1,1,2,0,0,3
12,4,.,.,1,3,.,.,3,2,1,100,1,1,4,1,0,3
12,8,.,.,1,3,.,.,3,2,1,100,1,1,8,1,0,3
12,24,.,.,1,3,.,.,3,2,1,100,1,1,24,1,0,3
12,648.5,.,3.078,0,3,.,.,3,2,2,100,1,1,0.5,0,0,3
12,649,.,2.11,0,3,.,.,3,2,2,100,1,1,1,0,0,3
12,650,.,1.646,0,3,.,.,3,2,2,100,1,1,2,0,0,3
12,652,.,.,1,3,.,.,3,2,2,100,1,1,4,1,0,3
12,656,.,.,1,3,.,.,3,2,2,100,1,1,8,1,0,3
12,672,.,.,1,3,.,.,3,2,2,100,1,1,24,1,0,3
13,0,1e+05,.,1,1,27,24,3,2,2,100,1,1,0,0,0,1
13,0.5,.,3.484,0,3,.,.,3,2,1,100,1,1,0.5,0,0,3
13,1,.,2.983,0,3,.,.,3,2,1,100,1,1,1,0,0,3
13,2,.,1.138,0,3,.,.,3,2,1,100,1,1,2,0,0,3
13,4,.,.,1,3,.,.,3,2,1,100,1,1,4,1,0,3
13,8,.,.,1,3,.,.,3,2,1,100,1,1,8,1,0,3
13,24,.,.,1,3,.,.,3,2,1,100,1,1,24,1,0,3
13,648.5,.,5.236,0,3,.,.,3,2,2,100,1,1,0.5,0,0,3
13,649,.,3.554,0,3,.,.,3,2,2,100,1,1,1,0,0,3
13,650,.,3.153,0,3,.,.,3,2,2,100,1,1,2,0,0,3
13,652,.,.,1,3,.,.,3,2,2,100,1,1,4,1,0,3
13,656,.,3.255,0,3,.,.,3,2,2,100,1,1,8,0,0,3
13,672,.,.,1,3,.,.,3,2,2,100,1,1,24,1,0,3
14,0,1e+05,.,1,1,27,24,3,2,2,100,1,1,0,0,0,1
14,0.5,.,3.647,0,3,.,.,3,2,1,100,1,1,0.5,0,0,3
14,1,.,1.056,0,3,.,.,3,2,1,100,1,1,1,0,0,3
14,2,.,.,1,3,.,.,3,2,1,100,1,1,2,1,0,3
14,4,.,5.217,0,3,.,.,3,2,1,100,1,1,4,0,0,3
14,8,.,1.546,0,3,.,.,3,2,1,100,1,1,8,0,0,3
14,24,.,.,1,3,.,.,3,2,1,100,1,1,24,1,0,3
14,648.5,.,2.203,0,3,.,.,3,2,2,100,1,1,0.5,0,0,3
14,649,.,1.588,0,3,.,.,3,2,2,100,1,1,1,0,0,3
14,650,.,.,1,3,.,.,3,2,2,100,1,1,2,1,0,3
14,652,.,1.029,0,3,.,.,3,2,2,100,1,1,4,0,0,3
14,656,.,2.519,0,3,.,.,3,2,2,100,1,1,8,0,0,3
14,672,.,.,1,3,.,.,3,2,2,100,1,1,24,1,0,3
15,0,3e+05,.,1,1,27,24,3,2,2,300,1,1,0,0,0,1
15,0.5,.,2.438,0,3,.,.,3,2,1,300,1,1,0.5,0,0,3
15,1,.,1.074,0,3,.,.,3,2,1,300,1,1,1,0,0,3
15,2,.,1.154,0,3,.,.,3,2,1,300,1,1,2,0,0,3
15,4,.,.,1,3,.,.,3,2,1,300,1,1,4,1,0,3
15,8,.,1.125,0,3,.,.,3,2,1,300,1,1,8,0,0,3
15,24,.,.,1,3,.,.,3,2,1,300,1,1,24,1,0,3
15,648.5,.,5.843,0,3,.,.,3,2,2,300,1,1,0.5,0,0,3
15,649,.,2.966,0,3,.,.,3,2,2,300,1,1,1,0,0,3
15,650,.,2.704,0,3,.,.,3,2,2,300,1,1,2,0,0,3
15,652,.,1.523,0,3,.,.,3,2,2,300,1,1,4,0,0,3
15,656,.,1.678,0,3,.,.,3,2,2,300,1,1,8,0,0,3
15,672,.,.,1,3,.,.,3,2,2,300,1,1,24,1,0,3
16,0,3e+05,.,1,1,27,24,3,2,2,300,1,1,0,0,0,1
16,0.5,.,1.743,0,3,.,.,3,2,1,300,1,1,0.5,0,0,3
16,1,.,.,1,3,.,.,3,2,1,300,1,1,1,1,0,3
16,2,.,.,1,3,.,.,3,2,1,300,1,1,2,1,0,3
16,4,.,.,1,3,.,.,3,2,1,300,1,1,4,1,0,3
16,8,.,.,1,3,.,.,3,2,1,300,1,1,8,1,0,3
16,24,.,.,1,3,.,.,3,2,1,300,1,1,24,1,0,3
16,648.5,.,6.045,0,3,.,.,3,2,2,300,1,1,0.5,0,0,3
16,649,.,2.647,0,3,.,.,3,2,2,300,1,1,1,0,0,3
16,650,.,1.213,0,3,.,.,3,2,2,300,1,1,2,0,0,3
16,652,.,.,1,3,.,.,3,2,2,300,1,1,4,1,0,3
16,656,.,1.549,0,3,.,.,3,2,2,300,1,1,8,0,0,3
16,672,.,.,1,3,.,.,3,2,2,300,1,1,24,1,0,3
17,0,3e+05,.,1,1,27,24,3,2,2,300,1,1,0,0,0,1
17,0.5,.,3.957,0,3,.,.,3,2,1,300,1,1,0.5,0,0,3
17,1,.,1.595,0,3,.,.,3,2,1,300,1,1,1,0,0,3
17,2,.,.,1,3,.,.,3,2,1,300,1,1,2,1,0,3
17,4,.,3.176,0,3,.,.,3,2,1,300,1,1,4,0,0,3
17,8,.,2.782,0,3,.,.,3,2,1,300,1,1,8,0,0,3
17,24,.,1.002,0,3,.,.,3,2,1,300,1,1,24,0,0,3
17,648.5,.,9.651,0,3,.,.,3,2,2,300,1,1,0.5,0,0,3
17,649,.,4.694,0,3,.,.,3,2,2,300,1,1,1,0,0,3
17,650,.,4.383,0,3,.,.,3,2,2,300,1,1,2,0,0,3
17,652,.,4.763,0,3,.,.,3,2,2,300,1,1,4,0,0,3
17,656,.,4.998,0,3,.,.,3,2,2,300,1,1,8,0,0,3
17,672,.,1.233,0,3,.,.,3,2,2,300,1,1,24,0,0,3
18,0,1e+06,.,1,1,27,24,3,2,2,1000,1,1,0,0,0,1
18,0.5,.,48.63,0,3,.,.,3,2,1,1000,1,1,0.5,0,0,3
18,1,.,52.69,0,3,.,.,3,2,1,1000,1,1,1,0,0,3
18,2,.,7.674,0,3,.,.,3,2,1,1000,1,1,2,0,0,3
18,4,.,2.32,0,3,.,.,3,2,1,1000,1,1,4,0,0,3
18,8,.,2.7,0,3,.,.,3,2,1,1000,1,1,8,0,0,3
18,24,.,1.489,0,3,.,.,3,2,1,1000,1,1,24,0,0,3
18,648.5,.,38.02,0,3,.,.,3,2,2,1000,1,1,0.5,0,0,3
18,649,.,24.83,0,3,.,.,3,2,2,1000,1,1,1,0,0,3
18,650,.,4.46,0,3,.,.,3,2,2,1000,1,1,2,0,0,3
18,652,.,2.717,0,3,.,.,3,2,2,1000,1,1,4,0,0,3
18,656,.,7.598,0,3,.,.,3,2,2,1000,1,1,8,0,0,3
18,672,.,2.975,0,3,.,.,3,2,2,1000,1,1,24,0,0,3
19,0,1e+06,.,1,1,27,24,3,2,2,1000,1,1,0,0,0,1
19,0.5,.,4.084,0,3,.,.,3,2,1,1000,1,1,0.5,0,0,3
19,1,.,5.338,0,3,.,.,3,2,1,1000,1,1,1,0,0,3
