"","DOSE","SEX","CMAX","AUCLST","AUCIFO","TMAX","LAMZHL","CLFO","VZFO","AUCdose"
"1",10,"M",17.3266666666667,78.47375,NA,1.33333333333333,NA,NA,NA,7.847375
"2",10,"both",17.3266666666667,78.47375,NA,1.33333333333333,NA,NA,NA,7.847375
"3",12.5,"M",8.11,46.4925,NA,8,NA,NA,NA,3.7194
"4",12.5,"both",8.11,46.4925,NA,8,NA,NA,NA,3.7194
"5",30,"M",57.8571428571429,289.128214285714,597.018618102491,2.64285714285714,7.08460943958509,50.2496891895084,513.59860120995,9.63760714285714
"6",30,"both",57.8571428571429,289.128214285714,597.018618102491,2.64285714285714,7.08460943958509,50.2496891895084,513.59860120995,9.63760714285714
"7",100,"M",177.033333333333,1155.73083333333,756.013734019416,4.33333333333333,4.79975500379695,132.272729317153,915.933458595346,11.5573083333333
"8",100,"both",177.033333333333,1155.73083333333,756.013734019416,4.33333333333333,4.79975500379695,132.272729317153,915.933458595346,11.5573083333333
