"","DOSE","SEX","CMAX","AUCLST","AUCIFO","TMAX","LAMZHL","CLO","VZO","AUCdose"
"1",2.5,"M",2513.33333333333,1425.27833333333,1435.79763157275,0.017,3.53185635178118,1.75416123130645,8.70425746512198,570.111333333333
"2",2.5,"both",2513.33333333333,1425.27833333333,1435.79763157275,0.017,3.53185635178118,1.75416123130645,8.70425746512198,570.111333333333
