ID,GUT,CENT,PERI,INPUT1,INPUT2,KA,FP,Q,V2,V3,CL,Tlag1,Tlag2,USUBJID
1,0,0,0,0,0,0.207461792420663,0.0132393922252347,0.285366272478252,0.784525927442864,0.443110815080494,5.80633122703711,0.24995665580096,0,SJ1
2,0,0,0,0,0,0.207461792420663,0.0132393922252347,0.285366272478252,0.784525927442864,0.443110815080494,5.80633122703711,0.24995665580096,0,SJ2
3,0,0,0,0,0,0.207461792420663,0.0132393922252347,0.285366272478252,0.784525927442864,0.443110815080494,5.80633122703711,0.24995665580096,0,SJ3
4,0,0,0,0,0,0.207461792420663,0.0132393922252347,0.285366272478252,0.784525927442864,0.443110815080494,5.80633122703711,0.24995665580096,0,SJ4
5,0,0,0,0,0,0.207461792420663,0.0132393922252347,0.285366272478252,0.784525927442864,0.443110815080494,5.80633122703711,0.24995665580096,0,SJ5
6,0,0,0,0,0,0.207461792420663,0.0132393922252347,0.285366272478252,0.784525927442864,0.443110815080494,5.80633122703711,0.24995665580096,0,SJ6
7,0,0,0,0,0,0.207461792420663,0.0132393922252347,0.285366272478252,0.784525927442864,0.443110815080494,5.80633122703711,0.24995665580096,0,SJ7
8,0,0,0,0,0,0.207461792420663,0.0132393922252347,0.285366272478252,0.784525927442864,0.443110815080494,5.80633122703711,0.24995665580096,0,SJ8
9,0,0,0,0,0,0.207461792420663,0.0132393922252347,0.285366272478252,0.784525927442864,0.443110815080494,5.80633122703711,0.24995665580096,0,SJ9
10,0,0,0,0,0,0.207461792420663,0.0132393922252347,0.285366272478252,0.784525927442864,0.443110815080494,5.80633122703711,0.24995665580096,0,SJ10
11,0,0,0,0,0,0.207461792420663,0.0132393922252347,0.285366272478252,0.784525927442864,0.443110815080494,5.80633122703711,0.24995665580096,0,SJ11
12,0,0,0,0,0,0.207461792420663,0.0132393922252347,0.285366272478252,0.784525927442864,0.443110815080494,5.80633122703711,0.24995665580096,0,SJ12
