"","DOSE","SEX","CMAX","AUCLST","TMAX","LAMZHL","CLFO","VZFO","AUCdose","BIO"
"1",5,"M",3.77056666666667,9.1698875,0.416666666666667,6.6017557841336,329.908912781844,2980.94245473381,1.8339775,0.877458339609525
"2",5,"both",3.77056666666667,9.1698875,0.416666666666667,6.6017557841336,329.908912781844,2980.94245473381,1.8339775,0.877458339609525
"3",10,"M",7.195,16.8135916666667,0.5,5.31522982995125,393.970739331954,2703.88891067485,1.68135916666667,0.804438780012616
"4",10,"both",7.195,16.8135916666667,0.5,5.31522982995125,393.970739331954,2703.88891067485,1.68135916666667,0.804438780012616
"5",25,"M",8.69383333333333,24.2143458333333,0.416666666666667,5.88303730417756,648.878901263927,5071.50402879772,0.968573833333333,0.463409822413797
"6",25,"both",8.69383333333333,24.2143458333333,0.416666666666667,5.88303730417756,648.878901263927,5071.50402879772,0.968573833333333,0.463409822413797
