"","ID","DOSE","SEX","MULTIPLE","ROUTE","FORMULATION","CMAX","AUCLST","AUCIFO","TMAX","LAMZHL","CLFO","VZFO"
"1","4",5,"M","1","PO","1",2.8427,7.708275,16.9975730761622,0.5,10.6797989233251,294.159641355631,4532.3214306343
"2","5",5,"M","1","PO","1",5.4614,11.7332625,20.8555731381768,0.25,5.1021575881903,239.7440706555,1764.72192865365
"3","6",5,"M","1","PO","1",3.0076,8.068125,10.9691694169304,0.5,4.02331084088535,455.823026334402,2645.78400491347
"4","7",10,"M","1","PO","1",7.8091,15.359175,19.380770051097,0.25,2.97593388600585,515.975370103212,2215.27062548841
"5","8",10,"M","1","PO","1",8.926,14.9867,24.5088082833051,0.25,4.94287613986325,408.016574466079,2909.59185460137
"6","9",10,"M","1","PO","1",4.8499,20.0949,38.7716710561219,1,8.02687946398466,257.920273426571,2986.80425193478
"7","10",25,"M","1","PO","1",8.7963,30.60865,NA,0.5,NA,NA,NA
"8","11",25,"M","1","PO","1",9.6901,20.2852,30.1386974502912,0.5,4.88899354067572,829.498356431407,5850.72293494462
"9","12",25,"M","1","PO","1",7.5951,21.7491875,33.5708647488661,0.25,4.66903832167589,744.693357976262,5016.25329194853
