"","DOSE","SEX","CMAX","AUCLST","AUCIFO","TMAX","LAMZHL","CLO","VZO","AUCdose"
"1",10,"M",6118.70333333333,2090.10207916667,2091.66660499646,0.25,1.61342636678721,5.73097001148332,13.7235647608077,209.010207916667
"2",10,"both",6118.70333333333,2090.10207916667,2091.66660499646,0.25,1.61342636678721,5.73097001148332,13.7235647608077,209.010207916667
