ID,GUT,CENT,PERI,INPUT1,INPUT2,KA,FP,Q,V2,V3,CL,Tlag1,Tlag2,USUBJID
1,0,0,0,0,0,3,1,0.0526440651946871,0.438644694712613,0.0864358244971872,2.53145222324858,0,0,SJ1
2,0,0,0,0,0,3,1,0.0526440651946871,0.438644694712613,0.0864358244971872,2.53145222324858,0,0,SJ2
3,0,0,0,0,0,3,1,0.0526440651946871,0.438644694712613,0.0864358244971872,2.53145222324858,0,0,SJ3
