ID,ETA_GUT,ETA_CENT,ETA_PERI,ETA_INPUT1,ETA_INPUT2,ETA_KA,ETA_FP,ETA_Q,ETA_V2,ETA_V3,ETA_CL,ETA_Tlag1,ETA_Tlag2,USUBJID
1,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ2
3,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ3
