"ID","TIME","AMT","DV","MDV","CMT","ADDL","II","SPECIES","DOSE","ROUTE","FORMULATION","TAD","BQL","WT","LVW"
127,0,280000,.,1,3,.,.,1,10,2,1,24,0,28,1.4
127,0,.,0,0,3,.,.,1,10,2,1,24,0,28,1.4
127,24,.,3.9,0,3,.,.,1,10,2,1,24,0,28,1.4
128,0,280000,.,1,3,.,.,1,10,2,1,24,0,28,1.4
128,0,.,0,0,3,.,.,1,10,2,1,24,0,28,1.4
128,24,.,0.4,0,3,.,.,1,10,2,1,24,0,28,1.4
129,0,280000,.,1,3,.,.,1,10,2,1,24,0,28,1.4
129,0,.,0,0,3,.,.,1,10,2,1,24,0,28,1.4
129,24,.,1.4,0,3,.,.,1,10,2,1,24,0,28,1.4
130,0,7e+05,.,1,3,.,.,1,25,2,1,0,0,28,1.4
130,0,.,0,0,3,.,.,1,25,2,1,0,0,28,1.4
130,0,.,0,0,3,.,.,1,25,2,1,0,0,28,1.4
131,0,7e+05,.,1,3,.,.,1,25,2,1,0,0,28,1.4
131,0,.,0,0,3,.,.,1,25,2,1,0,0,28,1.4
131,0,.,0,0,3,.,.,1,25,2,1,0,0,28,1.4
132,0,7e+05,.,1,3,.,.,1,25,2,1,0,0,28,1.4
132,0,.,0,0,3,.,.,1,25,2,1,0,0,28,1.4
132,0,.,0,0,3,.,.,1,25,2,1,0,0,28,1.4
133,0,7e+05,.,1,3,.,.,1,25,2,1,0.25,0,28,1.4
133,0,.,0,0,3,.,.,1,25,2,1,0.25,0,28,1.4
133,0.25,.,79.8,0,3,.,.,1,25,2,1,0.25,0,28,1.4
134,0,7e+05,.,1,3,.,.,1,25,2,1,0.25,0,28,1.4
134,0,.,0,0,3,.,.,1,25,2,1,0.25,0,28,1.4
134,0.25,.,68.5,0,3,.,.,1,25,2,1,0.25,0,28,1.4
135,0,7e+05,.,1,3,.,.,1,25,2,1,0.25,0,28,1.4
135,0,.,0,0,3,.,.,1,25,2,1,0.25,0,28,1.4
135,0.25,.,68.2,0,3,.,.,1,25,2,1,0.25,0,28,1.4
136,0,7e+05,.,1,3,.,.,1,25,2,1,0.5,0,28,1.4
136,0,.,0,0,3,.,.,1,25,2,1,0.5,0,28,1.4
136,0.5,.,51,0,3,.,.,1,25,2,1,0.5,0,28,1.4
137,0,7e+05,.,1,3,.,.,1,25,2,1,0.5,0,28,1.4
137,0,.,0,0,3,.,.,1,25,2,1,0.5,0,28,1.4
137,0.5,.,33.7,0,3,.,.,1,25,2,1,0.5,0,28,1.4
138,0,7e+05,.,1,3,.,.,1,25,2,1,0.5,0,28,1.4
138,0,.,0,0,3,.,.,1,25,2,1,0.5,0,28,1.4
138,0.5,.,4.6,0,3,.,.,1,25,2,1,0.5,0,28,1.4
139,0,7e+05,.,1,3,.,.,1,25,2,1,1,0,28,1.4
139,0,.,0,0,3,.,.,1,25,2,1,1,0,28,1.4
139,1,.,114.8,0,3,.,.,1,25,2,1,1,0,28,1.4
140,0,7e+05,.,1,3,.,.,1,25,2,1,1,0,28,1.4
140,0,.,0,0,3,.,.,1,25,2,1,1,0,28,1.4
140,1,.,17.8,0,3,.,.,1,25,2,1,1,0,28,1.4
141,0,7e+05,.,1,3,.,.,1,25,2,1,1,0,28,1.4
141,0,.,0,0,3,.,.,1,25,2,1,1,0,28,1.4
141,1,.,32.7,0,3,.,.,1,25,2,1,1,0,28,1.4
142,0,7e+05,.,1,3,.,.,1,25,2,1,2,0,28,1.4
142,0,.,0,0,3,.,.,1,25,2,1,2,0,28,1.4
142,2,.,3.6,0,3,.,.,1,25,2,1,2,0,28,1.4
143,0,7e+05,.,1,3,.,.,1,25,2,1,2,0,28,1.4
143,0,.,0,0,3,.,.,1,25,2,1,2,0,28,1.4
143,2,.,72.6,0,3,.,.,1,25,2,1,2,0,28,1.4
144,0,7e+05,.,1,3,.,.,1,25,2,1,2,0,28,1.4
144,0,.,0,0,3,.,.,1,25,2,1,2,0,28,1.4
144,2,.,2.2,0,3,.,.,1,25,2,1,2,0,28,1.4
145,0,7e+05,.,1,3,.,.,1,25,2,1,4,0,28,1.4
145,0,.,0,0,3,.,.,1,25,2,1,4,0,28,1.4
145,4,.,2.5,0,3,.,.,1,25,2,1,4,0,28,1.4
146,0,7e+05,.,1,3,.,.,1,25,2,1,4,0,28,1.4
146,0,.,0,0,3,.,.,1,25,2,1,4,0,28,1.4
146,4,.,14.4,0,3,.,.,1,25,2,1,4,0,28,1.4
147,0,7e+05,.,1,3,.,.,1,25,2,1,4,0,28,1.4
147,0,.,0,0,3,.,.,1,25,2,1,4,0,28,1.4
147,4,.,2.3,0,3,.,.,1,25,2,1,4,0,28,1.4
148,0,7e+05,.,1,3,.,.,1,25,2,1,6,0,28,1.4
148,0,.,0,0,3,.,.,1,25,2,1,6,0,28,1.4
148,6,.,1.1,0,3,.,.,1,25,2,1,6,0,28,1.4
149,0,7e+05,.,1,3,.,.,1,25,2,1,6,0,28,1.4
149,0,.,0,0,3,.,.,1,25,2,1,6,0,28,1.4
149,6,.,4.8,0,3,.,.,1,25,2,1,6,0,28,1.4
150,0,7e+05,.,1,3,.,.,1,25,2,1,6,0,28,1.4
150,0,.,0,0,3,.,.,1,25,2,1,6,0,28,1.4
150,6,.,5.9,0,3,.,.,1,25,2,1,6,0,28,1.4
151,0,7e+05,.,1,3,.,.,1,25,2,1,8,0,28,1.4
151,0,.,0,0,3,.,.,1,25,2,1,8,0,28,1.4
151,8,.,0.7,0,3,.,.,1,25,2,1,8,0,28,1.4
152,0,7e+05,.,1,3,.,.,1,25,2,1,8,0,28,1.4
152,0,.,0,0,3,.,.,1,25,2,1,8,0,28,1.4
152,8,.,0.7,0,3,.,.,1,25,2,1,8,0,28,1.4
153,0,7e+05,.,1,3,.,.,1,25,2,1,8,0,28,1.4
153,0,.,0,0,3,.,.,1,25,2,1,8,0,28,1.4
153,8,.,1.3,0,3,.,.,1,25,2,1,8,0,28,1.4
154,0,7e+05,.,1,3,.,.,1,25,2,1,12,0,28,1.4
154,0,.,0,0,3,.,.,1,25,2,1,12,0,28,1.4
154,12,.,0.3,0,3,.,.,1,25,2,1,12,0,28,1.4
155,0,7e+05,.,1,3,.,.,1,25,2,1,12,0,28,1.4
155,0,.,0,0,3,.,.,1,25,2,1,12,0,28,1.4
155,12,.,9.9,0,3,.,.,1,25,2,1,12,0,28,1.4
156,0,7e+05,.,1,3,.,.,1,25,2,1,12,0,28,1.4
156,0,.,0,0,3,.,.,1,25,2,1,12,0,28,1.4
156,12,.,201.9,0,3,.,.,1,25,2,1,12,0,28,1.4
157,0,7e+05,.,1,3,.,.,1,25,2,1,24,0,28,1.4
157,0,.,0,0,3,.,.,1,25,2,1,24,0,28,1.4
157,24,.,1.5,0,3,.,.,1,25,2,1,24,0,28,1.4
158,0,7e+05,.,1,3,.,.,1,25,2,1,24,0,28,1.4
158,0,.,0,0,3,.,.,1,25,2,1,24,0,28,1.4
158,24,.,0.8,0,3,.,.,1,25,2,1,24,0,28,1.4
159,0,7e+05,.,1,3,.,.,1,25,2,1,24,0,28,1.4
159,0,.,0,0,3,.,.,1,25,2,1,24,0,28,1.4
159,24,.,1.7,0,3,.,.,1,25,2,1,24,0,28,1.4
160,0,1400000,.,1,1,.,.,1,50,2,1,0.25,0,28,1.4
160,0,1400000,.,1,1,.,.,1,50,2,1,0.25,0,28,1.4
160,0,.,0,0,2,.,.,1,50,2,1,0.25,0,28,1.4
160,0,.,0,0,3,.,.,1,50,2,1,0.25,0,28,1.4
160,0.25,.,1892.2,0,2,.,.,1,50,2,1,0.25,0,28,1.4
160,0.25,.,56.8,0,3,.,.,1,50,2,1,0.25,0,28,1.4
161,0,1400000,.,1,1,.,.,1,50,2,1,0.5,0,28,1.4
161,0,1400000,.,1,1,.,.,1,50,2,1,0.5,0,28,1.4
161,0,.,0,0,2,.,.,1,50,2,1,0.5,0,28,1.4
161,0,.,0,0,3,.,.,1,50,2,1,0.5,0,28,1.4
161,0.5,.,1779.7,0,2,.,.,1,50,2,1,0.5,0,28,1.4
161,0.5,.,30.3,0,3,.,.,1,50,2,1,0.5,0,28,1.4
162,0,1400000,.,1,1,.,.,1,50,2,1,1,0,28,1.4
162,0,1400000,.,1,1,.,.,1,50,2,1,1,0,28,1.4
162,0,.,0,0,2,.,.,1,50,2,1,1,0,28,1.4
162,0,.,0,0,3,.,.,1,50,2,1,1,0,28,1.4
162,1,.,528.1,0,2,.,.,1,50,2,1,1,0,28,1.4
162,1,.,30.9,0,3,.,.,1,50,2,1,1,0,28,1.4
163,0,1400000,.,1,1,.,.,1,50,2,1,2,0,28,1.4
163,0,1400000,.,1,1,.,.,1,50,2,1,2,0,28,1.4
163,0,.,0,0,2,.,.,1,50,2,1,2,0,28,1.4
163,0,.,0,0,3,.,.,1,50,2,1,2,0,28,1.4
163,2,.,3704.5,0,2,.,.,1,50,2,1,2,0,28,1.4
163,2,.,15.8,0,3,.,.,1,50,2,1,2,0,28,1.4
164,0,1400000,.,1,1,.,.,1,50,2,1,4,0,28,1.4
164,0,1400000,.,1,1,.,.,1,50,2,1,4,0,28,1.4
164,0,.,0,0,2,.,.,1,50,2,1,4,0,28,1.4
164,0,.,0,0,3,.,.,1,50,2,1,4,0,28,1.4
164,4,.,7677.6,0,2,.,.,1,50,2,1,4,0,28,1.4
164,4,.,398,0,3,.,.,1,50,2,1,4,0,28,1.4
165,0,1400000,.,1,1,.,.,1,50,2,1,6,0,28,1.4
165,0,1400000,.,1,1,.,.,1,50,2,1,6,0,28,1.4
165,0,.,0,0,2,.,.,1,50,2,1,6,0,28,1.4
165,0,.,0,0,3,.,.,1,50,2,1,6,0,28,1.4
165,6,.,864.8,0,2,.,.,1,50,2,1,6,0,28,1.4
165,6,.,29.6,0,3,.,.,1,50,2,1,6,0,28,1.4
166,0,1400000,.,1,1,.,.,1,50,2,1,8,0,28,1.4
166,0,1400000,.,1,1,.,.,1,50,2,1,8,0,28,1.4
166,0,.,0,0,2,.,.,1,50,2,1,8,0,28,1.4
166,0,.,0,0,3,.,.,1,50,2,1,8,0,28,1.4
166,8,.,327.8,0,2,.,.,1,50,2,1,8,0,28,1.4
166,8,.,14.6,0,3,.,.,1,50,2,1,8,0,28,1.4
167,0,1400000,.,1,1,.,.,1,50,2,1,10,0,28,1.4
167,0,1400000,.,1,1,.,.,1,50,2,1,10,0,28,1.4
167,0,.,0,0,2,.,.,1,50,2,1,10,0,28,1.4
167,0,.,0,0,3,.,.,1,50,2,1,10,0,28,1.4
167,10,.,292.7,0,2,.,.,1,50,2,1,10,0,28,1.4
167,10,.,13.9,0,3,.,.,1,50,2,1,10,0,28,1.4
168,0,1400000,.,1,1,.,.,1,50,2,1,12,0,28,1.4
168,0,1400000,.,1,1,.,.,1,50,2,1,12,0,28,1.4
168,0,.,0,0,2,.,.,1,50,2,1,12,0,28,1.4
168,0,.,0,0,3,.,.,1,50,2,1,12,0,28,1.4
168,12,.,302.2,0,2,.,.,1,50,2,1,12,0,28,1.4
168,12,.,1.1,0,3,.,.,1,50,2,1,12,0,28,1.4
169,0,1400000,.,1,1,.,.,1,50,2,1,14,0,28,1.4
169,0,1400000,.,1,1,.,.,1,50,2,1,14,0,28,1.4
169,0,.,0,0,2,.,.,1,50,2,1,14,0,28,1.4
169,0,.,0,0,3,.,.,1,50,2,1,14,0,28,1.4
169,14,.,144.8,0,2,.,.,1,50,2,1,14,0,28,1.4
169,14,.,8.9,0,3,.,.,1,50,2,1,14,0,28,1.4
170,0,1400000,.,1,1,.,.,1,50,2,1,16,0,28,1.4
170,0,1400000,.,1,1,.,.,1,50,2,1,16,0,28,1.4
170,0,.,0,0,2,.,.,1,50,2,1,16,0,28,1.4
170,0,.,0,0,3,.,.,1,50,2,1,16,0,28,1.4
170,16,.,765.9,0,2,.,.,1,50,2,1,16,0,28,1.4
170,16,.,3.2,0,3,.,.,1,50,2,1,16,0,28,1.4
171,0,1400000,.,1,1,.,.,1,50,2,1,20,0,28,1.4
171,0,1400000,.,1,1,.,.,1,50,2,1,20,0,28,1.4
171,0,.,0,0,2,.,.,1,50,2,1,20,0,28,1.4
171,0,.,0,0,3,.,.,1,50,2,1,20,0,28,1.4
171,20,.,261.4,0,2,.,.,1,50,2,1,20,0,28,1.4
171,20,.,0.6,0,3,.,.,1,50,2,1,20,0,28,1.4
172,0,1400000,.,1,1,.,.,1,50,2,1,24,0,28,1.4
172,0,1400000,.,1,1,.,.,1,50,2,1,24,0,28,1.4
172,0,.,0,0,2,.,.,1,50,2,1,24,0,28,1.4
172,0,.,0,0,3,.,.,1,50,2,1,24,0,28,1.4
172,24,.,209.1,0,2,.,.,1,50,2,1,24,0,28,1.4
172,24,.,5.2,0,3,.,.,1,50,2,1,24,0,28,1.4
173,0,1400000,.,1,1,.,.,1,50,2,1,28,0,28,1.4
173,0,1400000,.,1,1,.,.,1,50,2,1,28,0,28,1.4
173,0,.,0,0,2,.,.,1,50,2,1,28,0,28,1.4
173,0,.,0,0,3,.,.,1,50,2,1,28,0,28,1.4
173,28,.,203.2,0,2,.,.,1,50,2,1,28,0,28,1.4
173,28,.,2.6,0,3,.,.,1,50,2,1,28,0,28,1.4
174,0,1400000,.,1,1,.,.,1,50,2,1,0.25,0,28,1.4
174,0,1400000,.,1,1,.,.,1,50,2,1,0.25,0,28,1.4
174,0,.,0,0,2,.,.,1,50,2,1,0.25,0,28,1.4
174,0,.,0,0,3,.,.,1,50,2,1,0.25,0,28,1.4
174,0.25,.,2801.8,0,2,.,.,1,50,2,1,0.25,0,28,1.4
174,0.25,.,42.4,0,3,.,.,1,50,2,1,0.25,0,28,1.4
175,0,1400000,.,1,1,.,.,1,50,2,1,0.5,0,28,1.4
175,0,1400000,.,1,1,.,.,1,50,2,1,0.5,0,28,1.4
175,0,.,0,0,2,.,.,1,50,2,1,0.5,0,28,1.4
175,0,.,0,0,3,.,.,1,50,2,1,0.5,0,28,1.4
175,0.5,.,722.5,0,2,.,.,1,50,2,1,0.5,0,28,1.4
175,0.5,.,252.4,0,3,.,.,1,50,2,1,0.5,0,28,1.4
176,0,1400000,.,1,1,.,.,1,50,2,1,1,0,28,1.4
176,0,1400000,.,1,1,.,.,1,50,2,1,1,0,28,1.4
176,0,.,0,0,2,.,.,1,50,2,1,1,0,28,1.4
176,0,.,0,0,3,.,.,1,50,2,1,1,0,28,1.4
176,1,.,491.9,0,2,.,.,1,50,2,1,1,0,28,1.4
176,1,.,166.7,0,3,.,.,1,50,2,1,1,0,28,1.4
177,0,1400000,.,1,1,.,.,1,50,2,1,2,0,28,1.4
177,0,1400000,.,1,1,.,.,1,50,2,1,2,0,28,1.4
177,0,.,0,0,2,.,.,1,50,2,1,2,0,28,1.4
177,0,.,0,0,3,.,.,1,50,2,1,2,0,28,1.4
177,2,.,570.7,0,2,.,.,1,50,2,1,2,0,28,1.4
177,2,.,170.9,0,3,.,.,1,50,2,1,2,0,28,1.4
178,0,1400000,.,1,1,.,.,1,50,2,1,4,0,28,1.4
178,0,1400000,.,1,1,.,.,1,50,2,1,4,0,28,1.4
178,0,.,0,0,2,.,.,1,50,2,1,4,0,28,1.4
178,0,.,0,0,3,.,.,1,50,2,1,4,0,28,1.4
178,4,.,730,0,2,.,.,1,50,2,1,4,0,28,1.4
178,4,.,324.6,0,3,.,.,1,50,2,1,4,0,28,1.4
179,0,1400000,.,1,1,.,.,1,50,2,1,6,0,28,1.4
179,0,1400000,.,1,1,.,.,1,50,2,1,6,0,28,1.4
179,0,.,0,0,2,.,.,1,50,2,1,6,0,28,1.4
179,0,.,0,0,3,.,.,1,50,2,1,6,0,28,1.4
179,6,.,319.4,0,2,.,.,1,50,2,1,6,0,28,1.4
179,6,.,18.4,0,3,.,.,1,50,2,1,6,0,28,1.4
180,0,1400000,.,1,1,.,.,1,50,2,1,8,0,28,1.4
180,0,1400000,.,1,1,.,.,1,50,2,1,8,0,28,1.4
180,0,.,0,0,2,.,.,1,50,2,1,8,0,28,1.4
180,0,.,0,0,3,.,.,1,50,2,1,8,0,28,1.4
180,8,.,296.6,0,2,.,.,1,50,2,1,8,0,28,1.4
180,8,.,1.3,0,3,.,.,1,50,2,1,8,0,28,1.4
181,0,1400000,.,1,1,.,.,1,50,2,1,10,0,28,1.4
181,0,1400000,.,1,1,.,.,1,50,2,1,10,0,28,1.4
181,0,.,0,0,2,.,.,1,50,2,1,10,0,28,1.4
181,0,.,0,0,3,.,.,1,50,2,1,10,0,28,1.4
181,10,.,1378.2,0,2,.,.,1,50,2,1,10,0,28,1.4
181,10,.,3.2,0,3,.,.,1,50,2,1,10,0,28,1.4
182,0,1400000,.,1,1,.,.,1,50,2,1,12,0,28,1.4
182,0,1400000,.,1,1,.,.,1,50,2,1,12,0,28,1.4
182,0,.,0,0,2,.,.,1,50,2,1,12,0,28,1.4
182,0,.,0,0,3,.,.,1,50,2,1,12,0,28,1.4
182,12,.,170.6,0,2,.,.,1,50,2,1,12,0,28,1.4
182,12,.,0.7,0,3,.,.,1,50,2,1,12,0,28,1.4
183,0,1400000,.,1,1,.,.,1,50,2,1,14,0,28,1.4
183,0,1400000,.,1,1,.,.,1,50,2,1,14,0,28,1.4
183,0,.,0,0,2,.,.,1,50,2,1,14,0,28,1.4
183,0,.,0,0,3,.,.,1,50,2,1,14,0,28,1.4
183,14,.,37.1,0,2,.,.,1,50,2,1,14,0,28,1.4
183,14,.,1.7,0,3,.,.,1,50,2,1,14,0,28,1.4
184,0,1400000,.,1,1,.,.,1,50,2,1,16,0,28,1.4
184,0,1400000,.,1,1,.,.,1,50,2,1,16,0,28,1.4
184,0,.,0,0,2,.,.,1,50,2,1,16,0,28,1.4
184,0,.,0,0,3,.,.,1,50,2,1,16,0,28,1.4
184,16,.,100.9,0,2,.,.,1,50,2,1,16,0,28,1.4
184,16,.,1.7,0,3,.,.,1,50,2,1,16,0,28,1.4
185,0,1400000,.,1,1,.,.,1,50,2,1,20,0,28,1.4
185,0,1400000,.,1,1,.,.,1,50,2,1,20,0,28,1.4
185,0,.,0,0,2,.,.,1,50,2,1,20,0,28,1.4
185,0,.,0,0,3,.,.,1,50,2,1,20,0,28,1.4
185,20,.,114.3,0,2,.,.,1,50,2,1,20,0,28,1.4
185,20,.,0.4,0,3,.,.,1,50,2,1,20,0,28,1.4
186,0,1400000,.,1,1,.,.,1,50,2,1,24,0,28,1.4
186,0,1400000,.,1,1,.,.,1,50,2,1,24,0,28,1.4
186,0,.,0,0,2,.,.,1,50,2,1,24,0,28,1.4
186,0,.,0,0,3,.,.,1,50,2,1,24,0,28,1.4
186,24,.,173.5,0,2,.,.,1,50,2,1,24,0,28,1.4
186,24,.,1.6,0,3,.,.,1,50,2,1,24,0,28,1.4
187,0,1400000,.,1,1,.,.,1,50,2,1,28,0,28,1.4
187,0,1400000,.,1,1,.,.,1,50,2,1,28,0,28,1.4
187,0,.,0,0,2,.,.,1,50,2,1,28,0,28,1.4
187,0,.,0,0,3,.,.,1,50,2,1,28,0,28,1.4
187,28,.,38.7,0,2,.,.,1,50,2,1,28,0,28,1.4
187,28,.,1.1,0,3,.,.,1,50,2,1,28,0,28,1.4
188,0,1400000,.,1,1,.,.,1,50,2,1,0.25,0,28,1.4
188,0,.,0,0,2,.,.,1,50,2,1,0.25,0,28,1.4
188,0,.,0,0,3,.,.,1,50,2,1,0.25,0,28,1.4
188,0.25,.,756.3,0,2,.,.,1,50,2,1,0.25,0,28,1.4
188,0.25,.,51.2,0,3,.,.,1,50,2,1,0.25,0,28,1.4
189,0,1400000,.,1,1,.,.,1,50,2,1,0.5,0,28,1.4
189,0,.,0,0,2,.,.,1,50,2,1,0.5,0,28,1.4
189,0,.,0,0,3,.,.,1,50,2,1,0.5,0,28,1.4
189,0.5,.,605.5,0,2,.,.,1,50,2,1,0.5,0,28,1.4
189,0.5,.,53.3,0,3,.,.,1,50,2,1,0.5,0,28,1.4
190,0,1400000,.,1,1,.,.,1,50,2,1,1,0,28,1.4
190,0,.,0,0,2,.,.,1,50,2,1,1,0,28,1.4
190,0,.,0,0,3,.,.,1,50,2,1,1,0,28,1.4
190,1,.,93.2,0,2,.,.,1,50,2,1,1,0,28,1.4
190,1,.,62,0,3,.,.,1,50,2,1,1,0,28,1.4
191,0,1400000,.,1,1,.,.,1,50,2,1,2,0,28,1.4
191,0,.,0,0,2,.,.,1,50,2,1,2,0,28,1.4
191,0,.,0,0,3,.,.,1,50,2,1,2,0,28,1.4
191,2,.,419,0,2,.,.,1,50,2,1,2,0,28,1.4
191,2,.,188.6,0,3,.,.,1,50,2,1,2,0,28,1.4
192,0,1400000,.,1,1,.,.,1,50,2,1,4,0,28,1.4
192,0,.,0,0,2,.,.,1,50,2,1,4,0,28,1.4
192,0,.,0,0,3,.,.,1,50,2,1,4,0,28,1.4
192,4,.,2177.9,0,2,.,.,1,50,2,1,4,0,28,1.4
192,4,.,124.1,0,3,.,.,1,50,2,1,4,0,28,1.4
193,0,1400000,.,1,1,.,.,1,50,2,1,6,0,28,1.4
193,0,.,0,0,2,.,.,1,50,2,1,6,0,28,1.4
193,0,.,0,0,3,.,.,1,50,2,1,6,0,28,1.4
193,6,.,157.1,0,2,.,.,1,50,2,1,6,0,28,1.4
193,6,.,2.5,0,3,.,.,1,50,2,1,6,0,28,1.4
194,0,1400000,.,1,1,.,.,1,50,2,1,8,0,28,1.4
194,0,.,0,0,2,.,.,1,50,2,1,8,0,28,1.4
194,0,.,0,0,3,.,.,1,50,2,1,8,0,28,1.4
194,8,.,119.3,0,2,.,.,1,50,2,1,8,0,28,1.4
194,8,.,6.9,0,3,.,.,1,50,2,1,8,0,28,1.4
195,0,1400000,.,1,1,.,.,1,50,2,1,10,0,28,1.4
195,0,.,0,0,2,.,.,1,50,2,1,10,0,28,1.4
195,0,.,0,0,3,.,.,1,50,2,1,10,0,28,1.4
195,10,.,1038.2,0,2,.,.,1,50,2,1,10,0,28,1.4
195,10,.,15.8,0,3,.,.,1,50,2,1,10,0,28,1.4
196,0,1400000,.,1,1,.,.,1,50,2,1,12,0,28,1.4
196,0,.,0,0,2,.,.,1,50,2,1,12,0,28,1.4
196,0,.,0,0,3,.,.,1,50,2,1,12,0,28,1.4
196,12,.,90.9,0,2,.,.,1,50,2,1,12,0,28,1.4
196,12,.,2.2,0,3,.,.,1,50,2,1,12,0,28,1.4
197,0,1400000,.,1,1,.,.,1,50,2,1,14,0,28,1.4
197,0,.,0,0,2,.,.,1,50,2,1,14,0,28,1.4
197,0,.,0,0,3,.,.,1,50,2,1,14,0,28,1.4
197,14,.,120.4,0,2,.,.,1,50,2,1,14,0,28,1.4
197,14,.,1.1,0,3,.,.,1,50,2,1,14,0,28,1.4
198,0,1400000,.,1,1,.,.,1,50,2,1,16,0,28,1.4
198,0,.,0,0,2,.,.,1,50,2,1,16,0,28,1.4
198,0,.,0,0,3,.,.,1,50,2,1,16,0,28,1.4
198,16,.,893.1,0,2,.,.,1,50,2,1,16,0,28,1.4
198,16,.,41.5,0,3,.,.,1,50,2,1,16,0,28,1.4
199,0,1400000,.,1,1,.,.,1,50,2,1,20,0,28,1.4
199,0,.,0,0,2,.,.,1,50,2,1,20,0,28,1.4
199,0,.,0,0,3,.,.,1,50,2,1,20,0,28,1.4
199,20,.,83,0,2,.,.,1,50,2,1,20,0,28,1.4
199,20,.,7.2,0,3,.,.,1,50,2,1,20,0,28,1.4
200,0,1400000,.,1,1,.,.,1,50,2,1,24,0,28,1.4
200,0,.,0,0,2,.,.,1,50,2,1,24,0,28,1.4
200,0,.,0,0,3,.,.,1,50,2,1,24,0,28,1.4
200,24,.,73.1,0,2,.,.,1,50,2,1,24,0,28,1.4
200,24,.,0.5,0,3,.,.,1,50,2,1,24,0,28,1.4
201,0,1400000,.,1,1,.,.,1,50,2,1,28,0,28,1.4
201,0,.,0,0,2,.,.,1,50,2,1,28,0,28,1.4
201,0,.,0,0,3,.,.,1,50,2,1,28,0,28,1.4
201,28,.,149.9,0,2,.,.,1,50,2,1,28,0,28,1.4
201,28,.,5.6,0,3,.,.,1,50,2,1,28,0,28,1.4
202,0,1400000,.,1,1,.,.,1,50,2,1,0.25,0,28,1.4
202,0,.,0,0,2,.,.,1,50,2,1,0.25,0,28,1.4
202,0,.,0,0,3,.,.,1,50,2,1,0.25,0,28,1.4
202,0.25,.,1845.9,0,2,.,.,1,50,2,1,0.25,0,28,1.4
202,0.25,.,67.7,0,3,.,.,1,50,2,1,0.25,0,28,1.4
203,0,1400000,.,1,1,.,.,1,50,2,1,0.5,0,28,1.4
203,0,.,0,0,2,.,.,1,50,2,1,0.5,0,28,1.4
203,0,.,0,0,3,.,.,1,50,2,1,0.5,0,28,1.4
203,0.5,.,1238.8,0,2,.,.,1,50,2,1,0.5,0,28,1.4
203,0.5,.,42.6,0,3,.,.,1,50,2,1,0.5,0,28,1.4
204,0,1400000,.,1,1,.,.,1,50,2,1,1,0,28,1.4
204,0,.,0,0,2,.,.,1,50,2,1,1,0,28,1.4
204,0,.,0,0,3,.,.,1,50,2,1,1,0,28,1.4
204,1,.,201.4,0,2,.,.,1,50,2,1,1,0,28,1.4
204,1,.,39.9,0,3,.,.,1,50,2,1,1,0,28,1.4
205,0,1400000,.,1,1,.,.,1,50,2,1,2,0,28,1.4
205,0,.,0,0,2,.,.,1,50,2,1,2,0,28,1.4
205,0,.,0,0,3,.,.,1,50,2,1,2,0,28,1.4
205,2,.,1166.9,0,2,.,.,1,50,2,1,2,0,28,1.4
205,2,.,248.6,0,3,.,.,1,50,2,1,2,0,28,1.4
206,0,1400000,.,1,1,.,.,1,50,2,1,4,0,28,1.4
206,0,.,0,0,2,.,.,1,50,2,1,4,0,28,1.4
206,0,.,0,0,3,.,.,1,50,2,1,4,0,28,1.4
206,4,.,140.6,0,2,.,.,1,50,2,1,4,0,28,1.4
206,4,.,22.1,0,3,.,.,1,50,2,1,4,0,28,1.4
207,0,1400000,.,1,1,.,.,1,50,2,1,6,0,28,1.4
207,0,.,0,0,2,.,.,1,50,2,1,6,0,28,1.4
207,0,.,0,0,3,.,.,1,50,2,1,6,0,28,1.4
207,6,.,242.6,0,2,.,.,1,50,2,1,6,0,28,1.4
207,6,.,59.1,0,3,.,.,1,50,2,1,6,0,28,1.4
208,0,1400000,.,1,1,.,.,1,50,2,1,8,0,28,1.4
208,0,.,0,0,2,.,.,1,50,2,1,8,0,28,1.4
208,0,.,0,0,3,.,.,1,50,2,1,8,0,28,1.4
208,8,.,167.2,0,2,.,.,1,50,2,1,8,0,28,1.4
208,8,.,8.7,0,3,.,.,1,50,2,1,8,0,28,1.4
209,0,1400000,.,1,1,.,.,1,50,2,1,10,0,28,1.4
209,0,.,0,0,2,.,.,1,50,2,1,10,0,28,1.4
209,0,.,0,0,3,.,.,1,50,2,1,10,0,28,1.4
209,10,.,466.9,0,2,.,.,1,50,2,1,10,0,28,1.4
209,10,.,3.4,0,3,.,.,1,50,2,1,10,0,28,1.4
210,0,1400000,.,1,1,.,.,1,50,2,1,12,0,28,1.4
210,0,.,0,0,2,.,.,1,50,2,1,12,0,28,1.4
210,0,.,0,0,3,.,.,1,50,2,1,12,0,28,1.4
210,12,.,644.1,0,2,.,.,1,50,2,1,12,0,28,1.4
210,12,.,1.5,0,3,.,.,1,50,2,1,12,0,28,1.4
211,0,1400000,.,1,1,.,.,1,50,2,1,14,0,28,1.4
211,0,.,0,0,2,.,.,1,50,2,1,14,0,28,1.4
211,0,.,0,0,3,.,.,1,50,2,1,14,0,28,1.4
211,14,.,54,0,2,.,.,1,50,2,1,14,0,28,1.4
211,14,.,1,0,3,.,.,1,50,2,1,14,0,28,1.4
212,0,1400000,.,1,1,.,.,1,50,2,1,16,0,28,1.4
212,0,.,0,0,2,.,.,1,50,2,1,16,0,28,1.4
