ID,TIME,AMT,DV,MDV,CMT,ADDL,II,SPECIES,DOSE,ROUTE,FORMULATION,TAD,BQL,WT,LVW,CMT2,RATE
141,0,.,0,0,3,.,.,1,25,2,1,1,0,28,1.4,1,.
141,1,.,32.7,0,3,.,.,1,25,2,1,1,0,28,1.4,1,.
142,0,7.00E+05,.,1,1,.,.,1,25,2,1,2,0,28,1.4,1,-2
142,0,.,0,0,3,.,.,1,25,2,1,2,0,28,1.4,1,.
142,2,.,3.6,0,3,.,.,1,25,2,1,2,0,28,1.4,1,.
143,0,7.00E+05,.,1,1,.,.,1,25,2,1,2,0,28,1.4,1,-2
143,0,.,0,0,3,.,.,1,25,2,1,2,0,28,1.4,1,.
143,2,.,72.6,0,3,.,.,1,25,2,1,2,0,28,1.4,1,.
144,0,7.00E+05,.,1,1,.,.,1,25,2,1,2,0,28,1.4,1,-2
144,0,.,0,0,3,.,.,1,25,2,1,2,0,28,1.4,1,.
144,2,.,2.2,0,3,.,.,1,25,2,1,2,0,28,1.4,1,.
145,0,7.00E+05,.,1,1,.,.,1,25,2,1,4,0,28,1.4,1,-2
145,0,.,0,0,3,.,.,1,25,2,1,4,0,28,1.4,1,.
145,4,.,2.5,0,3,.,.,1,25,2,1,4,0,28,1.4,1,.
146,0,7.00E+05,.,1,1,.,.,1,25,2,1,4,0,28,1.4,1,-2
146,0,.,0,0,3,.,.,1,25,2,1,4,0,28,1.4,1,.
146,4,.,14.4,0,3,.,.,1,25,2,1,4,0,28,1.4,1,.
147,0,7.00E+05,.,1,1,.,.,1,25,2,1,4,0,28,1.4,1,-2
147,0,.,0,0,3,.,.,1,25,2,1,4,0,28,1.4,1,.
147,4,.,2.3,0,3,.,.,1,25,2,1,4,0,28,1.4,1,.
148,0,7.00E+05,.,1,1,.,.,1,25,2,1,6,0,28,1.4,1,-2
148,0,.,0,0,3,.,.,1,25,2,1,6,0,28,1.4,1,.
148,6,.,1.1,0,3,.,.,1,25,2,1,6,0,28,1.4,1,.
149,0,7.00E+05,.,1,1,.,.,1,25,2,1,6,0,28,1.4,1,-2
149,0,.,0,0,3,.,.,1,25,2,1,6,0,28,1.4,1,.
149,6,.,4.8,0,3,.,.,1,25,2,1,6,0,28,1.4,1,.
150,0,7.00E+05,.,1,1,.,.,1,25,2,1,6,0,28,1.4,1,-2
150,0,.,0,0,3,.,.,1,25,2,1,6,0,28,1.4,1,.
150,6,.,5.9,0,3,.,.,1,25,2,1,6,0,28,1.4,1,.
151,0,7.00E+05,.,1,1,.,.,1,25,2,1,8,0,28,1.4,1,-2
151,0,.,0,0,3,.,.,1,25,2,1,8,0,28,1.4,1,.
151,8,.,0.7,0,3,.,.,1,25,2,1,8,0,28,1.4,1,.
152,0,7.00E+05,.,1,1,.,.,1,25,2,1,8,0,28,1.4,1,-2
152,0,.,0,0,3,.,.,1,25,2,1,8,0,28,1.4,1,.
152,8,.,0.7,0,3,.,.,1,25,2,1,8,0,28,1.4,1,.
153,0,7.00E+05,.,1,1,.,.,1,25,2,1,8,0,28,1.4,1,-2
153,0,.,0,0,3,.,.,1,25,2,1,8,0,28,1.4,1,.
153,8,.,1.3,0,3,.,.,1,25,2,1,8,0,28,1.4,1,.
154,0,7.00E+05,.,1,1,.,.,1,25,2,1,12,0,28,1.4,1,-2
154,0,.,0,0,3,.,.,1,25,2,1,12,0,28,1.4,1,.
154,12,.,0.3,0,3,.,.,1,25,2,1,12,0,28,1.4,1,.
155,0,7.00E+05,.,1,1,.,.,1,25,2,1,12,0,28,1.4,1,-2
155,0,.,0,0,3,.,.,1,25,2,1,12,0,28,1.4,1,.
155,12,.,9.9,0,3,.,.,1,25,2,1,12,0,28,1.4,1,.
156,0,7.00E+05,.,1,1,.,.,1,25,2,1,12,0,28,1.4,1,-2
156,0,.,0,0,3,.,.,1,25,2,1,12,0,28,1.4,1,.
156,12,.,201.9,0,3,.,.,1,25,2,1,12,0,28,1.4,1,.
157,0,7.00E+05,.,1,1,.,.,1,25,2,1,24,0,28,1.4,1,-2
157,0,.,0,0,3,.,.,1,25,2,1,24,0,28,1.4,1,.
157,24,.,1.5,0,3,.,.,1,25,2,1,24,0,28,1.4,1,.
158,0,7.00E+05,.,1,1,.,.,1,25,2,1,24,0,28,1.4,1,-2
158,0,.,0,0,3,.,.,1,25,2,1,24,0,28,1.4,1,.
158,24,.,0.8,0,3,.,.,1,25,2,1,24,0,28,1.4,1,.
159,0,7.00E+05,.,1,1,.,.,1,25,2,1,24,0,28,1.4,1,-2
159,0,.,0,0,3,.,.,1,25,2,1,24,0,28,1.4,1,.
159,24,.,1.7,0,3,.,.,1,25,2,1,24,0,28,1.4,1,.
160,0,1400000,.,1,1,.,.,1,50,2,1,0.25,0,28,1.4,1,-2
160,0,.,0,0,3,.,.,1,50,2,1,0.25,0,28,1.4,1,.
160,0.25,.,56.8,0,3,.,.,1,50,2,1,0.25,0,28,1.4,1,.
161,0,1400000,.,1,1,.,.,1,50,2,1,0.5,0,28,1.4,1,-2
161,0,.,0,0,3,.,.,1,50,2,1,0.5,0,28,1.4,1,.
161,0.5,.,30.3,0,3,.,.,1,50,2,1,0.5,0,28,1.4,1,.
162,0,1400000,.,1,1,.,.,1,50,2,1,1,0,28,1.4,1,-2
162,0,.,0,0,3,.,.,1,50,2,1,1,0,28,1.4,1,.
162,1,.,30.9,0,3,.,.,1,50,2,1,1,0,28,1.4,1,.
163,0,1400000,.,1,1,.,.,1,50,2,1,2,0,28,1.4,1,-2
163,0,.,0,0,3,.,.,1,50,2,1,2,0,28,1.4,1,.
163,2,.,15.8,0,3,.,.,1,50,2,1,2,0,28,1.4,1,.
164,0,1400000,.,1,1,.,.,1,50,2,1,4,0,28,1.4,1,-2
164,0,.,0,0,3,.,.,1,50,2,1,4,0,28,1.4,1,.
164,4,.,398,0,3,.,.,1,50,2,1,4,0,28,1.4,1,.
165,0,1400000,.,1,1,.,.,1,50,2,1,6,0,28,1.4,1,-2
165,0,.,0,0,3,.,.,1,50,2,1,6,0,28,1.4,1,.
165,6,.,29.6,0,3,.,.,1,50,2,1,6,0,28,1.4,1,.
166,0,1400000,.,1,1,.,.,1,50,2,1,8,0,28,1.4,1,-2
166,0,.,0,0,3,.,.,1,50,2,1,8,0,28,1.4,1,.
166,8,.,14.6,0,3,.,.,1,50,2,1,8,0,28,1.4,1,.
167,0,1400000,.,1,1,.,.,1,50,2,1,10,0,28,1.4,1,-2
167,0,.,0,0,3,.,.,1,50,2,1,10,0,28,1.4,1,.
167,10,.,13.9,0,3,.,.,1,50,2,1,10,0,28,1.4,1,.
168,0,1400000,.,1,1,.,.,1,50,2,1,12,0,28,1.4,1,-2
168,0,.,0,0,3,.,.,1,50,2,1,12,0,28,1.4,1,.
168,12,.,1.1,0,3,.,.,1,50,2,1,12,0,28,1.4,1,.
169,0,1400000,.,1,1,.,.,1,50,2,1,14,0,28,1.4,1,-2
169,0,.,0,0,3,.,.,1,50,2,1,14,0,28,1.4,1,.
169,14,.,8.9,0,3,.,.,1,50,2,1,14,0,28,1.4,1,.
170,0,1400000,.,1,1,.,.,1,50,2,1,16,0,28,1.4,1,-2
170,0,.,0,0,3,.,.,1,50,2,1,16,0,28,1.4,1,.
170,16,.,3.2,0,3,.,.,1,50,2,1,16,0,28,1.4,1,.
171,0,1400000,.,1,1,.,.,1,50,2,1,20,0,28,1.4,1,-2
171,0,.,0,0,3,.,.,1,50,2,1,20,0,28,1.4,1,.
171,20,.,0.6,0,3,.,.,1,50,2,1,20,0,28,1.4,1,.
172,0,1400000,.,1,1,.,.,1,50,2,1,24,0,28,1.4,1,-2
172,0,.,0,0,3,.,.,1,50,2,1,24,0,28,1.4,1,.
172,24,.,5.2,0,3,.,.,1,50,2,1,24,0,28,1.4,1,.
173,0,1400000,.,1,1,.,.,1,50,2,1,28,0,28,1.4,1,-2
173,0,.,0,0,3,.,.,1,50,2,1,28,0,28,1.4,1,.
173,28,.,2.6,0,3,.,.,1,50,2,1,28,0,28,1.4,1,.
174,0,1400000,.,1,1,.,.,1,50,2,1,0.25,0,28,1.4,1,-2
174,0,.,0,0,3,.,.,1,50,2,1,0.25,0,28,1.4,1,.
174,0.25,.,42.4,0,3,.,.,1,50,2,1,0.25,0,28,1.4,1,.
175,0,1400000,.,1,1,.,.,1,50,2,1,0.5,0,28,1.4,1,-2
175,0,.,0,0,3,.,.,1,50,2,1,0.5,0,28,1.4,1,.
175,0.5,.,252.4,0,3,.,.,1,50,2,1,0.5,0,28,1.4,1,.
176,0,1400000,.,1,1,.,.,1,50,2,1,1,0,28,1.4,1,-2
176,0,.,0,0,3,.,.,1,50,2,1,1,0,28,1.4,1,.
176,1,.,166.7,0,3,.,.,1,50,2,1,1,0,28,1.4,1,.
177,0,1400000,.,1,1,.,.,1,50,2,1,2,0,28,1.4,1,-2
177,0,.,0,0,3,.,.,1,50,2,1,2,0,28,1.4,1,.
177,2,.,170.9,0,3,.,.,1,50,2,1,2,0,28,1.4,1,.
178,0,1400000,.,1,1,.,.,1,50,2,1,4,0,28,1.4,1,-2
178,0,.,0,0,3,.,.,1,50,2,1,4,0,28,1.4,1,.
178,4,.,324.6,0,3,.,.,1,50,2,1,4,0,28,1.4,1,.
179,0,1400000,.,1,1,.,.,1,50,2,1,6,0,28,1.4,1,-2
179,0,.,0,0,3,.,.,1,50,2,1,6,0,28,1.4,1,.
179,6,.,18.4,0,3,.,.,1,50,2,1,6,0,28,1.4,1,.
180,0,1400000,.,1,1,.,.,1,50,2,1,8,0,28,1.4,1,-2
180,0,.,0,0,3,.,.,1,50,2,1,8,0,28,1.4,1,.
180,8,.,1.3,0,3,.,.,1,50,2,1,8,0,28,1.4,1,.
181,0,1400000,.,1,1,.,.,1,50,2,1,10,0,28,1.4,1,-2
181,0,.,0,0,3,.,.,1,50,2,1,10,0,28,1.4,1,.
181,10,.,3.2,0,3,.,.,1,50,2,1,10,0,28,1.4,1,.
182,0,1400000,.,1,1,.,.,1,50,2,1,12,0,28,1.4,1,-2
182,0,.,0,0,3,.,.,1,50,2,1,12,0,28,1.4,1,.
182,12,.,0.7,0,3,.,.,1,50,2,1,12,0,28,1.4,1,.
183,0,1400000,.,1,1,.,.,1,50,2,1,14,0,28,1.4,1,-2
183,0,.,0,0,3,.,.,1,50,2,1,14,0,28,1.4,1,.
183,14,.,1.7,0,3,.,.,1,50,2,1,14,0,28,1.4,1,.
184,0,1400000,.,1,1,.,.,1,50,2,1,16,0,28,1.4,1,-2
184,0,.,0,0,3,.,.,1,50,2,1,16,0,28,1.4,1,.
184,16,.,1.7,0,3,.,.,1,50,2,1,16,0,28,1.4,1,.
185,0,1400000,.,1,1,.,.,1,50,2,1,20,0,28,1.4,1,-2
185,0,.,0,0,3,.,.,1,50,2,1,20,0,28,1.4,1,.
185,20,.,0.4,0,3,.,.,1,50,2,1,20,0,28,1.4,1,.
186,0,1400000,.,1,1,.,.,1,50,2,1,24,0,28,1.4,1,-2
186,0,.,0,0,3,.,.,1,50,2,1,24,0,28,1.4,1,.
186,24,.,1.6,0,3,.,.,1,50,2,1,24,0,28,1.4,1,.
187,0,1400000,.,1,1,.,.,1,50,2,1,28,0,28,1.4,1,-2
187,0,.,0,0,3,.,.,1,50,2,1,28,0,28,1.4,1,.
187,28,.,1.1,0,3,.,.,1,50,2,1,28,0,28,1.4,1,.
188,0,1400000,.,1,1,.,.,1,50,2,1,0.25,0,28,1.4,1,-2
188,0,.,0,0,3,.,.,1,50,2,1,0.25,0,28,1.4,1,.
188,0.25,.,51.2,0,3,.,.,1,50,2,1,0.25,0,28,1.4,1,.
189,0,1400000,.,1,1,.,.,1,50,2,1,0.5,0,28,1.4,1,-2
189,0,.,0,0,3,.,.,1,50,2,1,0.5,0,28,1.4,1,.
189,0.5,.,53.3,0,3,.,.,1,50,2,1,0.5,0,28,1.4,1,.
190,0,1400000,.,1,1,.,.,1,50,2,1,1,0,28,1.4,1,-2
190,0,.,0,0,3,.,.,1,50,2,1,1,0,28,1.4,1,.
190,1,.,62,0,3,.,.,1,50,2,1,1,0,28,1.4,1,.
191,0,1400000,.,1,1,.,.,1,50,2,1,2,0,28,1.4,1,-2
191,0,.,0,0,3,.,.,1,50,2,1,2,0,28,1.4,1,.
191,2,.,188.6,0,3,.,.,1,50,2,1,2,0,28,1.4,1,.
192,0,1400000,.,1,1,.,.,1,50,2,1,4,0,28,1.4,1,-2
192,0,.,0,0,3,.,.,1,50,2,1,4,0,28,1.4,1,.
192,4,.,124.1,0,3,.,.,1,50,2,1,4,0,28,1.4,1,.
193,0,1400000,.,1,1,.,.,1,50,2,1,6,0,28,1.4,1,-2
193,0,.,0,0,3,.,.,1,50,2,1,6,0,28,1.4,1,.
193,6,.,2.5,0,3,.,.,1,50,2,1,6,0,28,1.4,1,.
194,0,1400000,.,1,1,.,.,1,50,2,1,8,0,28,1.4,1,-2
194,0,.,0,0,3,.,.,1,50,2,1,8,0,28,1.4,1,.
194,8,.,6.9,0,3,.,.,1,50,2,1,8,0,28,1.4,1,.
195,0,1400000,.,1,1,.,.,1,50,2,1,10,0,28,1.4,1,-2
195,0,.,0,0,3,.,.,1,50,2,1,10,0,28,1.4,1,.
195,10,.,15.8,0,3,.,.,1,50,2,1,10,0,28,1.4,1,.
196,0,1400000,.,1,1,.,.,1,50,2,1,12,0,28,1.4,1,-2
196,0,.,0,0,3,.,.,1,50,2,1,12,0,28,1.4,1,.
196,12,.,2.2,0,3,.,.,1,50,2,1,12,0,28,1.4,1,.
197,0,1400000,.,1,1,.,.,1,50,2,1,14,0,28,1.4,1,-2
197,0,.,0,0,3,.,.,1,50,2,1,14,0,28,1.4,1,.
197,14,.,1.1,0,3,.,.,1,50,2,1,14,0,28,1.4,1,.
198,0,1400000,.,1,1,.,.,1,50,2,1,16,0,28,1.4,1,-2
198,0,.,0,0,3,.,.,1,50,2,1,16,0,28,1.4,1,.
198,16,.,41.5,0,3,.,.,1,50,2,1,16,0,28,1.4,1,.
199,0,1400000,.,1,1,.,.,1,50,2,1,20,0,28,1.4,1,-2
199,0,.,0,0,3,.,.,1,50,2,1,20,0,28,1.4,1,.
199,20,.,7.2,0,3,.,.,1,50,2,1,20,0,28,1.4,1,.
200,0,1400000,.,1,1,.,.,1,50,2,1,24,0,28,1.4,1,-2
200,0,.,0,0,3,.,.,1,50,2,1,24,0,28,1.4,1,.
200,24,.,0.5,0,3,.,.,1,50,2,1,24,0,28,1.4,1,.
201,0,1400000,.,1,1,.,.,1,50,2,1,28,0,28,1.4,1,-2
201,0,.,0,0,3,.,.,1,50,2,1,28,0,28,1.4,1,.
201,28,.,5.6,0,3,.,.,1,50,2,1,28,0,28,1.4,1,.
202,0,1400000,.,1,1,.,.,1,50,2,1,0.25,0,28,1.4,1,-2
202,0,.,0,0,3,.,.,1,50,2,1,0.25,0,28,1.4,1,.
202,0.25,.,67.7,0,3,.,.,1,50,2,1,0.25,0,28,1.4,1,.
203,0,1400000,.,1,1,.,.,1,50,2,1,0.5,0,28,1.4,1,-2
203,0,.,0,0,3,.,.,1,50,2,1,0.5,0,28,1.4,1,.
203,0.5,.,42.6,0,3,.,.,1,50,2,1,0.5,0,28,1.4,1,.
204,0,1400000,.,1,1,.,.,1,50,2,1,1,0,28,1.4,1,-2
204,0,.,0,0,3,.,.,1,50,2,1,1,0,28,1.4,1,.
204,1,.,39.9,0,3,.,.,1,50,2,1,1,0,28,1.4,1,.
205,0,1400000,.,1,1,.,.,1,50,2,1,2,0,28,1.4,1,-2
205,0,.,0,0,3,.,.,1,50,2,1,2,0,28,1.4,1,.
205,2,.,248.6,0,3,.,.,1,50,2,1,2,0,28,1.4,1,.
206,0,1400000,.,1,1,.,.,1,50,2,1,4,0,28,1.4,1,-2
206,0,.,0,0,3,.,.,1,50,2,1,4,0,28,1.4,1,.
206,4,.,22.1,0,3,.,.,1,50,2,1,4,0,28,1.4,1,.
207,0,1400000,.,1,1,.,.,1,50,2,1,6,0,28,1.4,1,-2
207,0,.,0,0,3,.,.,1,50,2,1,6,0,28,1.4,1,.
207,6,.,59.1,0,3,.,.,1,50,2,1,6,0,28,1.4,1,.
208,0,1400000,.,1,1,.,.,1,50,2,1,8,0,28,1.4,1,-2
208,0,.,0,0,3,.,.,1,50,2,1,8,0,28,1.4,1,.
208,8,.,8.7,0,3,.,.,1,50,2,1,8,0,28,1.4,1,.
209,0,1400000,.,1,1,.,.,1,50,2,1,10,0,28,1.4,1,-2
209,0,.,0,0,3,.,.,1,50,2,1,10,0,28,1.4,1,.
209,10,.,3.4,0,3,.,.,1,50,2,1,10,0,28,1.4,1,.
210,0,1400000,.,1,1,.,.,1,50,2,1,12,0,28,1.4,1,-2
210,0,.,0,0,3,.,.,1,50,2,1,12,0,28,1.4,1,.
210,12,.,1.5,0,3,.,.,1,50,2,1,12,0,28,1.4,1,.
211,0,1400000,.,1,1,.,.,1,50,2,1,14,0,28,1.4,1,-2
211,0,.,0,0,3,.,.,1,50,2,1,14,0,28,1.4,1,.
211,14,.,1,0,3,.,.,1,50,2,1,14,0,28,1.4,1,.
212,0,1400000,.,1,1,.,.,1,50,2,1,16,0,28,1.4,1,-2
212,0,.,0,0,3,.,.,1,50,2,1,16,0,28,1.4,1,.
212,16,.,42.8,0,3,.,.,1,50,2,1,16,0,28,1.4,1,.
213,0,1400000,.,1,1,.,.,1,50,2,1,20,0,28,1.4,1,-2
213,0,.,0,0,3,.,.,1,50,2,1,20,0,28,1.4,1,.
213,20,.,0.8,0,3,.,.,1,50,2,1,20,0,28,1.4,1,.
214,0,1400000,.,1,1,.,.,1,50,2,1,24,0,28,1.4,1,-2
214,0,.,0,0,3,.,.,1,50,2,1,24,0,28,1.4,1,.
214,24,.,0.8,0,3,.,.,1,50,2,1,24,0,28,1.4,1,.
215,0,1400000,.,1,1,.,.,1,50,2,1,28,0,28,1.4,1,-2
215,0,.,0,0,3,.,.,1,50,2,1,28,0,28,1.4,1,.
215,28,.,0.4,0,3,.,.,1,50,2,1,28,0,28,1.4,1,.
