TABLE NO.  1
 ID          TIME        AMT         DV          MDV         IPRED       CWRES       IWRES       BQL         DV          PRED        RES         WRES
  5.0000E+00  4.0000E+00  0.0000E+00  1.0409E+00  0.0000E+00  1.0389E+00  3.4468E-03  3.4468E-03  0.0000E+00  1.0409E+00  1.0389E+00  1.9914E-03  3.4468E-03
  5.0000E+00  8.0000E+00  0.0000E+00  1.2393E+00  0.0000E+00  4.8637E-01  2.7837E+00  2.7837E+00  0.0000E+00  1.2393E+00  4.8637E-01  7.5293E-01  2.7837E+00
  6.0000E+00  0.0000E+00  5.0000E+03  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00  0.0000E+00  2.7250E-01  0.0000E+00  0.0000E+00  2.7250E+02  2.7250E+02  0.0000E+00  2.7250E-01  0.0000E+00  2.7250E-01  2.7250E+02
  6.0000E+00  2.5000E-01  0.0000E+00  2.4061E+00  0.0000E+00  0.0000E+00  2.4061E+03  2.4061E+03  0.0000E+00  2.4061E+00  0.0000E+00  2.4061E+00  2.4061E+03
  6.0000E+00  5.0000E-01  0.0000E+00  3.0076E+00  0.0000E+00  1.5922E+00  1.5985E+00  1.5985E+00  0.0000E+00  3.0076E+00  1.5922E+00  1.4154E+00  1.5985E+00
  6.0000E+00  7.5000E-01  0.0000E+00  1.9909E+00  0.0000E+00  1.8241E+00  1.6441E-01  1.6441E-01  0.0000E+00  1.9909E+00  1.8241E+00  1.6678E-01  1.6441E-01
  6.0000E+00  1.0000E+00  0.0000E+00  1.9189E+00  0.0000E+00  1.8005E+00  1.1823E-01  1.1823E-01  0.0000E+00  1.9189E+00  1.8005E+00  1.1839E-01  1.1823E-01
  6.0000E+00  2.0000E+00  0.0000E+00  7.8380E-01  0.0000E+00  1.5102E+00 -8.6490E-01 -8.6490E-01  0.0000E+00  7.8380E-01  1.5102E+00 -7.2636E-01 -8.6490E-01
  6.0000E+00  4.0000E+00  0.0000E+00  9.3610E-01  0.0000E+00  1.0389E+00 -1.7795E-01 -1.7795E-01  0.0000E+00  9.3610E-01  1.0389E+00 -1.0281E-01 -1.7795E-01
  6.0000E+00  8.0000E+00  0.0000E+00  4.9980E-01  0.0000E+00  4.8637E-01  4.9664E-02  4.9664E-02  0.0000E+00  4.9980E-01  4.8637E-01  1.3433E-02  4.9664E-02
  7.0000E+00  0.0000E+00  1.0000E+04  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00  0.0000E+00  2.5650E-01  0.0000E+00  0.0000E+00  2.5650E+02  2.5650E+02  0.0000E+00  2.5650E-01  0.0000E+00  2.5650E-01  2.5650E+02
  7.0000E+00  2.5000E-01  0.0000E+00  7.8091E+00  0.0000E+00  0.0000E+00  7.8091E+03  7.8091E+03  0.0000E+00  7.8091E+00  0.0000E+00  7.8091E+00  7.8091E+03
  7.0000E+00  5.0000E-01  0.0000E+00  7.1369E+00  0.0000E+00  3.1844E+00  2.2319E+00  2.2319E+00  0.0000E+00  7.1369E+00  3.1844E+00  3.9525E+00  2.2319E+00
  7.0000E+00  7.5000E-01  0.0000E+00  5.7419E+00  0.0000E+00  3.6482E+00  1.0320E+00  1.0320E+00  0.0000E+00  5.7419E+00  3.6482E+00  2.0937E+00  1.0320E+00
  7.0000E+00  1.0000E+00  0.0000E+00  3.3131E+00  0.0000E+00  3.6010E+00 -1.4378E-01 -1.4378E-01  0.0000E+00  3.3131E+00  3.6010E+00 -2.8793E-01 -1.4378E-01
  7.0000E+00  2.0000E+00  0.0000E+00  1.1519E+00  0.0000E+00  3.0203E+00 -1.1124E+00 -1.1124E+00  0.0000E+00  1.1519E+00  3.0203E+00 -1.8684E+00 -1.1124E+00
  7.0000E+00  4.0000E+00  0.0000E+00  1.4944E+00  0.0000E+00  2.0778E+00 -5.0491E-01 -5.0491E-01  0.0000E+00  1.4944E+00  2.0778E+00 -5.8342E-01 -5.0491E-01
  7.0000E+00  8.0000E+00  0.0000E+00  9.3670E-01  0.0000E+00  9.7273E-01 -6.6613E-02 -6.6613E-02  0.0000E+00  9.3670E-01  9.7273E-01 -3.6034E-02 -6.6613E-02
  8.0000E+00  0.0000E+00  1.0000E+04  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00  0.0000E+00  2.9530E-01  0.0000E+00  0.0000E+00  2.9530E+02  2.9530E+02  0.0000E+00  2.9530E-01  0.0000E+00  2.9530E-01  2.9530E+02
  8.0000E+00  2.5000E-01  0.0000E+00  8.9260E+00  0.0000E+00  0.0000E+00  8.9260E+03  8.9260E+03  0.0000E+00  8.9260E+00  0.0000E+00  8.9260E+00  8.9260E+03
  8.0000E+00  5.0000E-01  0.0000E+00  5.0826E+00  0.0000E+00  3.1844E+00  1.0719E+00  1.0719E+00  0.0000E+00  5.0826E+00  3.1844E+00  1.8982E+00  1.0719E+00
  8.0000E+00  7.5000E-01  0.0000E+00  4.2234E+00  0.0000E+00  3.6482E+00  2.8349E-01  2.8349E-01  0.0000E+00  4.2234E+00  3.6482E+00  5.7516E-01  2.8349E-01
  8.0000E+00  1.0000E+00  0.0000E+00  2.6891E+00  0.0000E+00  3.6010E+00 -4.5538E-01 -4.5538E-01  0.0000E+00  2.6891E+00  3.6010E+00 -9.1193E-01 -4.5538E-01
  8.0000E+00  2.0000E+00  0.0000E+00  8.5280E-01  0.0000E+00  3.0203E+00 -1.2905E+00 -1.2905E+00  0.0000E+00  8.5280E-01  3.0203E+00 -2.1675E+00 -1.2905E+00
  8.0000E+00  4.0000E+00  0.0000E+00  1.5871E+00  0.0000E+00  2.0778E+00 -4.2468E-01 -4.2468E-01  0.0000E+00  1.5871E+00  2.0778E+00 -4.9072E-01 -4.2468E-01
  8.0000E+00  8.0000E+00  0.0000E+00  1.3353E+00  0.0000E+00  9.7273E-01  6.7024E-01  6.7024E-01  0.0000E+00  1.3353E+00  9.7273E-01  3.6257E-01  6.7024E-01
  9.0000E+00  0.0000E+00  1.0000E+04  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.0000E+00  0.0000E+00  0.0000E+00  6.4110E-01  0.0000E+00  0.0000E+00  6.4110E+02  6.4110E+02  0.0000E+00  6.4110E-01  0.0000E+00  6.4110E-01  6.4110E+02
  9.0000E+00  2.5000E-01  0.0000E+00  4.6010E+00  0.0000E+00  0.0000E+00  4.6010E+03  4.6010E+03  0.0000E+00  4.6010E+00  0.0000E+00  4.6010E+00  4.6010E+03
  9.0000E+00  5.0000E-01  0.0000E+00  4.1105E+00  0.0000E+00  3.1844E+00  5.2294E-01  5.2294E-01  0.0000E+00  4.1105E+00  3.1844E+00  9.2606E-01  5.2294E-01
  9.0000E+00  7.5000E-01  0.0000E+00  4.0384E+00  0.0000E+00  3.6482E+00  1.9231E-01  1.9231E-01  0.0000E+00  4.0384E+00  3.6482E+00  3.9016E-01  1.9231E-01
  9.0000E+00  1.0000E+00  0.0000E+00  4.8499E+00  0.0000E+00  3.6010E+00  6.2364E-01  6.2364E-01  0.0000E+00  4.8499E+00  3.6010E+00  1.2489E+00  6.2364E-01
  9.0000E+00  2.0000E+00  0.0000E+00  2.7472E+00  0.0000E+00  3.0203E+00 -1.6260E-01 -1.6260E-01  0.0000E+00  2.7472E+00  3.0203E+00 -2.7311E-01 -1.6260E-01
  9.0000E+00  4.0000E+00  0.0000E+00  2.1499E+00  0.0000E+00  2.0778E+00  6.2383E-02  6.2383E-02  0.0000E+00  2.1499E+00  2.0778E+00  7.2083E-02  6.2383E-02
  9.0000E+00  8.0000E+00  0.0000E+00  1.6128E+00  0.0000E+00  9.7273E-01  1.1832E+00  1.1832E+00  0.0000E+00  1.6128E+00  9.7273E-01  6.4007E-01  1.1832E+00
  1.0000E+01  0.0000E+00  2.5000E+04  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00  0.0000E+00  5.4280E-01  0.0000E+00  0.0000E+00  5.4280E+02  5.4280E+02  0.0000E+00  5.4280E-01  0.0000E+00  5.4280E-01  5.4280E+02
  1.0000E+01  2.5000E-01  0.0000E+00  8.2588E+00  0.0000E+00  0.0000E+00  8.2588E+03  8.2588E+03  0.0000E+00  8.2588E+00  0.0000E+00  8.2588E+00  8.2588E+03
  1.0000E+01  5.0000E-01  0.0000E+00  8.7963E+00  0.0000E+00  7.9611E+00  1.8865E-01  1.8865E-01  0.0000E+00  8.7963E+00  7.9611E+00  8.3521E-01  1.8865E-01
  1.0000E+01  7.5000E-01  0.0000E+00  8.6617E+00  0.0000E+00  9.1206E+00 -9.0478E-02 -9.0478E-02  0.0000E+00  8.6617E+00  9.1206E+00 -4.5891E-01 -9.0478E-02
  1.0000E+01  1.0000E+00  0.0000E+00  5.0644E+00  0.0000E+00  9.0026E+00 -7.8663E-01 -7.8663E-01  0.0000E+00  5.0644E+00  9.0026E+00 -3.9382E+00 -7.8663E-01
  1.0000E+01  2.0000E+00  0.0000E+00  2.4789E+00  0.0000E+00  7.5508E+00 -1.2079E+00 -1.2079E+00  0.0000E+00  2.4789E+00  7.5508E+00 -5.0719E+00 -1.2079E+00
  1.0000E+01  4.0000E+00  0.0000E+00  3.6572E+00  0.0000E+00  5.1945E+00 -5.3219E-01 -5.3219E-01  0.0000E+00  3.6572E+00  5.1945E+00 -1.5373E+00 -5.3219E-01
  1.0000E+01  8.0000E+00  0.0000E+00  3.1282E+00  0.0000E+00  2.4318E+00  5.1492E-01  5.1492E-01  0.0000E+00  3.1282E+00  2.4318E+00  6.9636E-01  5.1492E-01
  1.1000E+01  0.0000E+00  2.5000E+04  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1000E+01  0.0000E+00  0.0000E+00  5.0200E-01  0.0000E+00  0.0000E+00  5.0200E+02  5.0200E+02  0.0000E+00  5.0200E-01  0.0000E+00  5.0200E-01  5.0200E+02
  1.1000E+01  2.5000E-01  0.0000E+00  9.2289E+00  0.0000E+00  0.0000E+00  9.2289E+03  9.2289E+03  0.0000E+00  9.2289E+00  0.0000E+00  9.2289E+00  9.2289E+03
  1.1000E+01  5.0000E-01  0.0000E+00  9.6901E+00  0.0000E+00  7.9611E+00  3.9054E-01  3.9054E-01  0.0000E+00  9.6901E+00  7.9611E+00  1.7290E+00  3.9054E-01
  1.1000E+01  7.5000E-01  0.0000E+00  5.2486E+00  0.0000E+00  9.1206E+00 -7.6340E-01 -7.6340E-01  0.0000E+00  5.2486E+00  9.1206E+00 -3.8720E+00 -7.6340E-01
  1.1000E+01  1.0000E+00  0.0000E+00  3.5084E+00  0.0000E+00  9.0026E+00 -1.0974E+00 -1.0974E+00  0.0000E+00  3.5084E+00  9.0026E+00 -5.4942E+00 -1.0974E+00
  1.1000E+01  2.0000E+00  0.0000E+00  1.8254E+00  0.0000E+00  7.5508E+00 -1.3635E+00 -1.3635E+00  0.0000E+00  1.8254E+00  7.5508E+00 -5.7254E+00 -1.3635E+00
  1.1000E+01  4.0000E+00  0.0000E+00  2.1519E+00  0.0000E+00  5.1945E+00 -1.0533E+00 -1.0533E+00  0.0000E+00  2.1519E+00  5.1945E+00 -3.0426E+00 -1.0533E+00
  1.1000E+01  8.0000E+00  0.0000E+00  1.3970E+00  0.0000E+00  2.4318E+00 -7.6521E-01 -7.6521E-01  0.0000E+00  1.3970E+00  2.4318E+00 -1.0348E+00 -7.6521E-01
  1.2000E+01  0.0000E+00  2.5000E+04  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.2000E+01  0.0000E+00  0.0000E+00  4.3620E-01  0.0000E+00  0.0000E+00  4.3620E+02  4.3620E+02  0.0000E+00  4.3620E-01  0.0000E+00  4.3620E-01  4.3620E+02
  1.2000E+01  2.5000E-01  0.0000E+00  7.5951E+00  0.0000E+00  0.0000E+00  7.5951E+03  7.5951E+03  0.0000E+00  7.5951E+00  0.0000E+00  7.5951E+00  7.5951E+03
  1.2000E+01  5.0000E-01  0.0000E+00  7.3475E+00  0.0000E+00  7.9611E+00 -1.3860E-01 -1.3860E-01  0.0000E+00  7.3475E+00  7.9611E+00 -6.1359E-01 -1.3860E-01
  1.2000E+01  7.5000E-01  0.0000E+00  6.3900E+00  0.0000E+00  9.1206E+00 -5.3836E-01 -5.3836E-01  0.0000E+00  6.3900E+00  9.1206E+00 -2.7306E+00 -5.3836E-01
  1.2000E+01  1.0000E+00  0.0000E+00  3.4005E+00  0.0000E+00  9.0026E+00 -1.1190E+00 -1.1190E+00  0.0000E+00  3.4005E+00  9.0026E+00 -5.6021E+00 -1.1190E+00
  1.2000E+01  2.0000E+00  0.0000E+00  1.6606E+00  0.0000E+00  7.5508E+00 -1.4027E+00 -1.4027E+00  0.0000E+00  1.6606E+00  7.5508E+00 -5.8902E+00 -1.4027E+00
  1.2000E+01  4.0000E+00  0.0000E+00  2.7451E+00  0.0000E+00  5.1945E+00 -8.4793E-01 -8.4793E-01  0.0000E+00  2.7451E+00  5.1945E+00 -2.4494E+00 -8.4793E-01
  1.2000E+01  8.0000E+00  0.0000E+00  1.7550E+00  0.0000E+00  2.4318E+00 -5.0048E-01 -5.0048E-01  0.0000E+00  1.7550E+00  2.4318E+00 -6.7684E-01 -5.0048E-01
