Iteration,Obj,KA,Q,V2,V3,CL,error_ADD1
1,115168518.205879,-0.877811829390876,4.62832695704268,1.81793351027909,3.86726384340923,4.2982397940205,0.564499438918106
2,58006591.1655106,-0.793586602746275,4.62751089901973,1.01618140627736,4.19102150573449,4.69732405491084,0.857777016939374
3,29910072.5900979,-0.352717256244584,4.31285146083891,-0.663819143019142,4.93069613475059,5.20399903129643,1.14129725102497
4,15145561.4290349,0.173155719588139,3.48454225018074,-1.03457170841754,8.77453231181732,5.40143594460341,1.43429231790195
5,11543967.994037,1.23039833615574,10.5223091826577,-1.869821810626,5.24112270546555,5.10823719441401,1.72321793634109
6,11136385.3281733,2.33099024384782,2.64883872354056,-1.88179575724087,6.07009152586794,5.26363169560532,2.01592982630428
7,5520528.66333393,2.2997344788377,9.055338381426,-1.87155815557139,6.00210238959208,5.28554703811128,2.02978767892572
8,1601477.06455442,4.99932965026089,6.16867250648829,-1.87297428751953,6.57208055613306,5.41541747643734,2.22370153975132
9,2401331.88331468,3.59324734737632,7.69083248302467,2.104032556593,6.00774953433826,6.62992059095611,2.23119124879104
10,2004190.58522248,3.73955034878241,7.38119018874943,-1.92376959654689,6.10571406420151,6.2652358988631,2.24578688094374
11,739516.351859143,4.53911878647644,6.2642652159297,-1.87413300995122,6.44876719638673,5.37978965302331,2.33591172468825
12,378454.021011669,4.46089023589006,6.12483559392732,-1.09919600292471,6.00501061679878,5.67763868550876,2.63313863733563
13,191475.875097056,4.43396359226103,6.04857617321631,0.804193993162994,5.54046275087312,5.91152780529007,2.94855855959396
14,213434.870320631,4.29885779149067,4.92891334202077,-2.84934211518147,4.42529376664727,5.73759721906047,3.27404514386887
15,99696.5103119353,4.40853000449471,5.7647826804503,0.143004291911604,4.93585593414729,6.00967509002676,3.27484103004199
16,55758.5824552168,4.42669886949059,5.33187404285373,-1.62750852804282,4.18115790185004,5.9800231457423,3.60152979582899
17,67514.9069463569,4.45787513231442,5.50205379438723,2.25659048688686,3.89705548064144,6.11527084907968,3.91366643193253
18,30432.5126073824,4.45787868409782,5.37165182836356,-0.765237687694107,3.79396170418806,6.06116993419622,3.9136666209926
19,21986.9030656047,4.50056325653865,5.58752256890986,1.18892659184575,3.66086825741257,6.17455283024072,4.23148068145324
20,37090.4921355955,3.76815196291058,4.70616144191287,-2.52505807386888,2.81565180851401,5.82180489172813,4.46444363643254
21,13665.1857640504,4.3666474556364,5.49779409965915,0.296538727959057,3.3109502222829,6.14979414375344,4.46515489215859
22,9025.96422757287,4.48554255555289,5.66023439394964,0.589645823538063,3.25302863374992,6.20807796749577,4.74557738262465
23,6818.55002946041,4.57660466788445,5.80030419182761,0.950120984236684,3.25758915910232,6.26210749183973,5.04684598289422
24,5782.96911265177,4.63087243242415,5.74005732484185,0.658362501287173,3.14344655140581,6.2305339101929,5.34218669068777
25,5355.78339111405,4.70484970075895,6.01688861075527,1.56347888326136,3.29635159590077,6.35060155513835,5.61551871335242
26,5307.53801917479,4.25301859111078,5.65307575035862,-0.221876974421878,3.03015073248922,6.17228724657947,5.83840568025337
27,5257.8768277132,4.67068073738725,5.97870715704467,1.69723512606737,3.14494513065882,6.28015401277239,5.90662926629082
28,5300.33443477339,3.98465563273941,5.87133117757283,-0.177510968492024,3.1560441945861,6.24046043434481,5.9448229174345
29,5166.35729479001,4.63297392523358,6.04044623670841,1.21338437689418,3.21887718948751,6.34142525626983,5.94485610825243
30,5150.2669585414,4.78184811254041,5.9423448586469,1.13190294665076,3.14088090104272,6.30971263463349,6.03442170625329
31,5149.13376753173,4.82388771225873,5.91162324649751,1.17574927775709,3.11611584623418,6.30356695719243,6.06162113532276
32,5149.12929291529,4.81218546555412,5.86438055081225,1.04567154972874,3.08189988641172,6.28292622014864,6.0639462567712
33,5149.13135104768,4.82848473699574,5.92613744958083,1.22233382483019,3.12582094177358,6.31058473732724,6.06395864394103
34,5149.13135104768,4.82848473699574,5.92613744958083,1.22233382483019,3.12582094177358,6.31058473732724,6.06395864394103
35,5149.12841695796,4.81928809349615,5.88337650471113,1.10266405242489,3.09504385865452,6.2915312211539,6.06395851705095
36,5149.12839932113,4.82404139724648,5.89939978604006,1.14854705532952,3.10636870962634,6.29872811558576,6.06395962120567
37,5149.12846271824,4.8173592638091,5.87674933454519,1.08340921388268,3.09026082100848,6.28856775320691,6.06395957656978
38,5149.12836754926,4.82131782709093,5.88948404443021,1.12024062369783,3.09929792000867,6.29428890413313,6.06395962739464
39,5149.12836553639,4.82185478851734,5.89082961848855,1.1242662705809,3.10022333340221,6.29489923049662,6.06395964707512
40,5149.12836562608,4.82128265426035,5.8887998861652,1.11846987147308,3.09877241991185,6.2939906358266,6.06395964169173
41,5149.12836562608,4.82128265426035,5.8887998861652,1.11846987147308,3.09877241991185,6.2939906358266,6.06395964169173
42,5149.12836540967,4.82168417795726,5.89020767862107,1.12249964037727,3.09977518420797,6.29462160313212,6.06395964692055
43,5149.12836560897,4.82153447627319,5.8896732020201,1.12097242227001,3.09939225903036,6.29438231954929,6.06395964473612
44,5149.12836563566,4.82164202753026,5.89005266501611,1.12205787395098,3.09966262135994,6.29455236629918,6.06395964613785
45,5149.12836540967,4.82168417795726,5.89020767862107,1.12249964037727,3.09977518420797,6.29462160313212,6.06395964692055
