TABLE NO.  1
 ID          TIME        AMT         DV          MDV         IPRED       CWRES       IWRES       BQL         ROUTE       DV          PRED        RES         WRES
  1.0000E+00  0.0000E+00  2.9000E+04  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00
  1.0000E+00  0.0000E+00  2.9000E+04  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00
  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  1.0000E+00  0.0000E+00  0.0000E+00
  1.0000E+00  2.5000E-01  0.0000E+00  7.3000E-01  0.0000E+00  1.8997E+00  0.0000E+00 -1.2118E+00  0.0000E+00  1.0000E+00  7.3000E-01  5.2896E-02  0.0000E+00  0.0000E+00
  1.0000E+00  5.0000E-01  0.0000E+00  2.7500E+00  0.0000E+00  3.3024E+00  0.0000E+00 -3.2938E-01  0.0000E+00  1.0000E+00  2.7500E+00  9.2837E+00  0.0000E+00  0.0000E+00
  1.0000E+00  1.0000E+00  0.0000E+00  7.2700E+00  0.0000E+00  5.0072E+00  0.0000E+00  8.8990E-01  0.0000E+00  1.0000E+00  7.2700E+00  1.2924E+01  0.0000E+00  0.0000E+00
  1.0000E+00  2.0000E+00  0.0000E+00  6.4500E+00  0.0000E+00  5.8359E+00  0.0000E+00  2.0722E-01  0.0000E+00  1.0000E+00  6.4500E+00  1.3106E+01  0.0000E+00  0.0000E+00
  1.0000E+00  3.0000E+00  0.0000E+00  6.8500E+00  0.0000E+00  5.1956E+00  0.0000E+00  6.2704E-01  0.0000E+00  1.0000E+00  6.8500E+00  1.0540E+01  0.0000E+00  0.0000E+00
  1.0000E+00  4.0000E+00  0.0000E+00  4.2300E+00  0.0000E+00  4.1859E+00  0.0000E+00  2.0738E-02  0.0000E+00  1.0000E+00  4.2300E+00  7.9064E+00  0.0000E+00  0.0000E+00
  1.0000E+00  6.0000E+00  0.0000E+00  6.0300E+00  0.0000E+00  5.9549E+00  0.0000E+00  2.4851E-02  0.0000E+00  1.0000E+00  6.0300E+00  1.2493E+01  0.0000E+00  0.0000E+00
  1.0000E+00  8.0000E+00  0.0000E+00  8.1100E+00  0.0000E+00  5.6301E+00  0.0000E+00  8.6739E-01  0.0000E+00  1.0000E+00  8.1100E+00  1.1363E+01  0.0000E+00  0.0000E+00
  1.0000E+00  1.2000E+01  0.0000E+00  5.0000E-01  0.0000E+00  3.9520E+00  0.0000E+00 -1.7200E+00  1.0000E+00  1.0000E+00  5.0000E-01  4.5425E-02  0.0000E+00  0.0000E+00
  1.0000E+00  2.4000E+01  0.0000E+00  5.0000E-01  0.0000E+00  5.2977E-02  0.0000E+00  1.0111E+01  1.0000E+00  1.0000E+00  5.0000E-01  1.0000E+00  0.0000E+00  0.0000E+00
  3.0000E+00  0.0000E+00  5.4500E+03  0.0000E+00  1.0000E+00  1.7722E+03  0.0000E+00 -1.9694E+00  0.0000E+00  2.0000E+00  0.0000E+00  2.4539E-02  0.0000E+00  0.0000E+00
  3.0000E+00  1.7000E-02  0.0000E+00  2.5500E+03  0.0000E+00  1.7242E+03  0.0000E+00  9.4320E-01  0.0000E+00  2.0000E+00  2.5500E+03  1.2872E+03  0.0000E+00  0.0000E+00
  3.0000E+00  8.3500E-02  0.0000E+00  2.1100E+03  0.0000E+00  1.5489E+03  0.0000E+00  7.1347E-01  0.0000E+00  2.0000E+00  2.1100E+03  1.1888E+03  0.0000E+00  0.0000E+00
  3.0000E+00  2.5000E-01  0.0000E+00  1.4600E+03  0.0000E+00  1.1845E+03  0.0000E+00  4.5804E-01  0.0000E+00  2.0000E+00  1.4600E+03  9.7448E+02  0.0000E+00  0.0000E+00
  3.0000E+00  5.0000E-01  0.0000E+00  8.5300E+02  0.0000E+00  7.9273E+02  0.0000E+00  1.4973E-01  0.0000E+00  2.0000E+00  8.5300E+02  7.2350E+02  0.0000E+00  0.0000E+00
  3.0000E+00  1.0000E+00  0.0000E+00  5.5500E+02  0.0000E+00  3.5726E+02  0.0000E+00  1.0900E+00  0.0000E+00  2.0000E+00  5.5500E+02  4.0024E+02  0.0000E+00  0.0000E+00
  3.0000E+00  2.0000E+00  0.0000E+00  1.0300E+02  0.0000E+00  7.6956E+01  0.0000E+00  6.6651E-01  0.0000E+00  2.0000E+00  1.0300E+02  1.2573E+02  0.0000E+00  0.0000E+00
  3.0000E+00  4.0000E+00  0.0000E+00  7.4100E+00  0.0000E+00  8.6912E+00  0.0000E+00 -2.9031E-01  0.0000E+00  2.0000E+00  7.4100E+00  1.6982E+01  0.0000E+00  0.0000E+00
  3.0000E+00  6.0000E+00  0.0000E+00  4.4900E+00  0.0000E+00  4.3961E+00  0.0000E+00  4.2073E-02  0.0000E+00  2.0000E+00  4.4900E+00  5.5965E+00  0.0000E+00  0.0000E+00
  3.0000E+00  8.0000E+00  0.0000E+00  5.2500E+00  0.0000E+00  3.0616E+00  0.0000E+00  1.4074E+00  0.0000E+00  2.0000E+00  5.2500E+00  3.4064E+00  0.0000E+00  0.0000E+00
  3.0000E+00  1.2000E+01  0.0000E+00  2.4600E+00  0.0000E+00  1.5514E+00  0.0000E+00  1.1523E+00  0.0000E+00  2.0000E+00  2.4600E+00  1.6893E+00  0.0000E+00  0.0000E+00
  3.0000E+00  2.4000E+01  0.0000E+00  5.0000E-01  0.0000E+00  2.0265E-01  0.0000E+00  2.7351E+00  1.0000E+00  2.0000E+00  5.0000E-01  1.0000E+00  0.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00  5.9500E+03  0.0000E+00  1.0000E+00  2.3223E+03  0.0000E+00 -1.9694E+00  0.0000E+00  2.0000E+00  0.0000E+00  2.4532E-02  0.0000E+00  0.0000E+00
  4.0000E+00  1.7000E-02  0.0000E+00  2.3000E+03  0.0000E+00  2.2471E+03  0.0000E+00  4.6330E-02  0.0000E+00  2.0000E+00  2.3000E+03  1.4053E+03  0.0000E+00  0.0000E+00
  4.0000E+00  8.3500E-02  0.0000E+00  2.0000E+03  0.0000E+00  1.9757E+03  0.0000E+00  2.4219E-02  0.0000E+00  2.0000E+00  2.0000E+03  1.2979E+03  0.0000E+00  0.0000E+00
  4.0000E+00  2.5000E-01  0.0000E+00  1.2600E+03  0.0000E+00  1.4319E+03  0.0000E+00 -2.3645E-01  0.0000E+00  2.0000E+00  1.2600E+03  1.0639E+03  0.0000E+00  0.0000E+00
  4.0000E+00  5.0000E-01  0.0000E+00  7.3500E+02  0.0000E+00  8.8436E+02  0.0000E+00 -3.3261E-01  0.0000E+00  2.0000E+00  7.3500E+02  7.8988E+02  0.0000E+00  0.0000E+00
  4.0000E+00  1.0000E+00  0.0000E+00  4.3200E+02  0.0000E+00  3.4040E+02  0.0000E+00  5.2996E-01  0.0000E+00  2.0000E+00  4.3200E+02  4.3696E+02  0.0000E+00  0.0000E+00
  4.0000E+00  2.0000E+00  0.0000E+00  5.4600E+01  0.0000E+00  5.6000E+01  0.0000E+00 -4.9231E-02  0.0000E+00  2.0000E+00  5.4600E+01  1.3726E+02  0.0000E+00  0.0000E+00
  4.0000E+00  4.0000E+00  0.0000E+00  7.2500E+00  0.0000E+00  7.2939E+00  0.0000E+00 -1.1844E-02  0.0000E+00  2.0000E+00  7.2500E+00  1.8540E+01  0.0000E+00  0.0000E+00
  4.0000E+00  6.0000E+00  0.0000E+00  3.6500E+00  0.0000E+00  4.5292E+00  0.0000E+00 -3.8224E-01  0.0000E+00  2.0000E+00  3.6500E+00  6.1099E+00  0.0000E+00  0.0000E+00
  4.0000E+00  8.0000E+00  0.0000E+00  3.3200E+00  0.0000E+00  3.2114E+00  0.0000E+00  6.6553E-02  0.0000E+00  2.0000E+00  3.3200E+00  3.7189E+00  0.0000E+00  0.0000E+00
