Iteration,Obj,Q,V2,V3,CL,error_ADD1,error_PROP1
1,5191.44273496554,-0.293348388512792,3.55488811199507,2.79382735423206,-1.96106731145255,-4.50606833176556,-0.578273544335993
2,2701.61287884664,-0.309036267253215,2.70781911389201,2.7879433773117,-1.96426175269327,-4.50773672464247,-1.10948008955549
3,1661.09361467246,1.59207592841456,2.53206207207076,3.05791460793276,-1.46540514635198,-4.52865385829717,-0.928644366860933
4,6812.85925579896,4.07508558070365,2.45309435230663,6.10364940155804,-0.944284102194535,-4.5433765532453,-0.399401542573791
5,1039.66641063555,2.21280656122883,2.30009061978083,3.77330913873005,-1.33954037837651,-4.53212107412276,-0.746327518984133
6,983.971593819154,3.11980215033805,1.98642342564226,5.4912506784217,-1.17534763735384,-4.53724347806056,-0.429054012279646
7,678.404488125623,2.38974281009426,2.00094224577755,4.10413884629591,-1.30745179745339,-4.53307372532381,-0.609488371832989
8,516.555882373403,2.66109115243111,1.59379242373956,4.95430644837804,-1.24320198878896,-4.53511253347796,-0.425965035983654
9,339.687190890241,2.37556460692692,1.33161500455275,6.91250566330972,-1.15057333798869,-4.53948553042857,-0.344759899973843
10,333.517973508282,1.97340773128073,1.50006277646163,10.8807649164008,-0.901604222552762,-4.55560241117254,-0.320997055935673
11,270.905799883452,2.07402162981637,1.1064421313855,7.83748504877102,-1.0989190845284,-4.54308274475918,-0.334702569346186
12,395.494608310291,1.81659479885711,0.904471492912996,9.80166443281679,-0.918011732026483,-4.56018721038042,-0.290902664846148
13,244.132928408298,1.88495630649218,0.88200676204677,8.23509444067201,-1.07053570988364,-4.54513753716463,-0.264133441107209
14,234.750099756693,1.66412131536475,0.66298920741239,8.21743703156025,-0.310963131819896,-5.11237945112609,-0.198894986819514
15,735.936567088587,1.26710458611647,0.500715741716809,7.68842354061241,1.32439278105658,-6.03857551402024,-0.149248700943247
16,230.903174007489,1.44967104778765,0.501764293912931,8.05316144036624,0.0165024591874204,-5.31545626725448,-0.14830612821567
17,243.024924836385,1.15063802896135,0.404479131873654,7.62321148139579,0.775037357597051,-5.68853097993352,-0.109219232359387
18,229.631910162885,1.30740747176716,0.406497173209513,7.93505264451133,0.127484985200992,-5.3880162732079,-0.107644253064309
19,229.993481055369,1.14596498100248,0.369533725828225,7.6825944655113,0.487732989968827,-5.55764234979242,-0.0908577817076537
20,229.457498652803,1.23985960400654,0.371194290446319,7.86867053661647,0.18859416951427,-5.42484553100957,-0.0897919423391515
21,229.455597162694,1.16673146263693,0.36549446796074,7.7338839440334,0.368387067053156,-5.50623886584402,-0.0887155132726929
22,229.444363814098,1.21629047084935,0.366103472224106,7.8324668865904,0.228731920931938,-5.44486598467757,-0.0882896567621892
23,229.434134160408,1.18180251739838,0.36618121868309,7.7637578018377,0.318918960062726,-5.48462602268331,-0.0885616966567897
24,229.437232170381,1.10743042732066,0.365887008474868,7.61503300673071,0.489477099147906,-5.56051778583016,-0.0885629540543126
25,229.426760218226,1.16236891944078,0.366035741270393,7.72498027007126,0.359734564017169,-5.50357120356907,-0.0884306907735158
26,229.416411979503,1.12462436392717,0.366525538542553,7.6489520723149,0.443644992222187,-5.54068745356695,-0.0882997116525898
27,229.418748481376,1.04320860512821,0.366218221116044,7.48603159914245,0.599397088868292,-5.6118884473378,-0.088283745534058
28,229.408847312197,1.10353618521176,0.366369925830143,7.60677683516221,0.480615183089375,-5.55846199064482,-0.088151828974531
29,229.398305357197,1.06239604945494,0.366872170636398,7.52391287978937,0.557073285502991,-5.59337560226137,-0.0880163810668305
30,229.398281888491,0.974998855252045,0.366584271673565,7.34892431433848,0.697450792503075,-5.66071655392302,-0.0880054436850964
31,229.390662990301,1.0399391657335,0.366730725242045,7.47892368775143,0.590166816091242,-5.61018875219309,-0.0878801617421523
32,229.379785257911,0.99593842700806,0.36724027691784,7.39029773977822,0.658995930969236,-5.64329341397238,-0.0877425795321325
33,229.376640161944,0.903680360480068,0.366971766180767,7.20547949663842,0.784347224638955,-5.70746230517219,-0.0877417254146957
34,229.37220740641,0.972396314810552,0.367107396014528,7.3430660855787,0.688396175676328,-5.65931775146301,-0.0876272381323499
35,229.361085617344,0.926071622896696,0.367604859245686,7.24976595354164,0.749830881549148,-5.69092646416683,-0.0874930746215695
36,229.354605781962,0.829977406863429,0.367357840154767,7.05717231729686,0.861138407007405,-5.75244204117034,-0.0875051047322003
37,229.327308465807,0.728142638634414,0.36539488351418,6.85404286772695,0.947390382165378,-5.8109576619344,-0.0881644021522743
38,229.29949973481,0.624957506990158,0.365588807764401,6.64651286777876,1.02264137571966,-5.86682603646885,-0.0880136907835235
39,229.271881463978,0.520282243737049,0.366195897681435,6.43549742495553,1.08720277923044,-5.92018277261446,-0.0877704454334281
40,229.317343063121,0.308566674354484,0.366849719301126,6.00949757905832,1.20272656756103,-6.02193949143772,-0.0875627713544029
41,229.250394916979,0.467391304667251,0.366930975593119,6.32812513558038,1.11273314373747,-5.94560503588551,-0.0874866273137112
42,229.231102630413,0.361678763466426,0.368687030834451,6.1142661522499,1.16874918860535,-5.99514264568494,-0.0868812419006188
43,229.242012692517,0.14675066829537,0.368136548599773,5.68230986504808,1.26015020786748,-6.08929753795753,-0.0871743114519628
44,229.213490259887,0.307866532567917,0.368243577334273,6.00568574773642,1.18839272550967,-6.01866769573352,-0.0870762166100845
45,229.192382258635,0.200655115184304,0.369418032549712,5.78908106927317,1.23307627218346,-6.06434440682606,-0.0866972101401169
46,229.181655477624,-0.0160774570072066,0.368971627419925,5.35299997443902,1.30688375227096,-6.15050845294164,-0.0869734604250644
47,229.17655121343,0.146538555739592,0.369058311561834,5.67964110943243,1.249059110648,-6.08587752290347,-0.0868868627870183
48,229.153852337594,0.0384048762380104,0.370026661513327,5.46108403505265,1.28518339682793,-6.12750015114524,-0.0865951207313302
49,229.12821022743,-0.17950118969461,0.36973725073995,5.02199128604986,1.34530313155604,-6.20528651895778,-0.0868399961128505
50,229.064186666185,-0.398781617733419,0.367574105392712,4.57930386776124,1.38415698320664,-6.27183099198755,-0.0880500289696921
51,229.065566081048,-0.837519395930353,0.368645086565584,3.68994019960415,1.45363483087136,-6.38161393438289,-0.0879923807591703
52,229.015651994233,-0.507251198938353,0.368723942287855,4.35617787618741,1.39812297993889,-6.29926676634352,-0.0878334259439597
53,228.955787134451,-0.725822789323308,0.371642156286719,3.91047110341317,1.43183900060752,-6.34834893298468,-0.0869147970693652
54,228.848738876663,-1.1646462841363,0.371957588799101,3.01666546105207,1.47961899190577,-6.42703526057507,-0.0875517387154468
55,228.546302980209,-2.03757846853116,0.370681954930217,1.2207621904391,1.5323686621184,-6.5220858411864,-0.0907836292537535
56,226.537721825693,-2.86183873986898,0.373338522399275,-0.600794679166935,1.54344753491549,-6.55255859637012,-0.103667965838593
57,400306.183586002,-4.21072656124917,0.445470684232455,-4.36398733797842,1.62360135435924,-6.5689886206683,-0.174739817961004
58,223.229843767769,-3.12230081586231,0.419474961361093,-1.56413665651484,1.58225064189659,-6.55663955277957,-0.125568777469483
59,420017.821587998,-3.27641022900281,0.438686000266744,-3.54799363703026,1.62301595213792,-6.5595212317565,-0.321837528479158
60,219.763566932158,-3.03604700572771,0.434313608661347,-2.05291288592733,1.60565318424836,-6.55731426823783,-0.179325255323269
61,216.81443096143,-3.02163775999444,0.14934544243622,-2.29693814307942,1.3699583635925,-6.91065351237289,-0.412567940103017
62,213.503342245575,-2.53934987565879,0.0957399539439643,-1.94313707387902,1.42032558851043,-6.90950060278464,-0.32988407227201
63,217.124272762318,-1.9429332633156,-0.608523800951312,-1.62211158873963,1.22848489399925,-6.90949985115684,-0.421777100137958
64,209.398856743808,-2.43423153135211,-0.116984179374942,-1.88269308363089,1.37019354603958,-6.90950046022722,-0.324237910939635
65,213.941119853604,-2.30843404569258,-0.575199434584389,-1.83619404788727,1.24088712335862,-6.90950026206526,-0.397257144270823
66,207.488482659421,-2.403027367012,-0.234639892792513,-1.86121210093741,1.35156795332542,-6.9095004007709,-0.324530673460142
67,205.732902288632,-2.41929103753528,-0.42937479862142,-1.91995525827645,1.23486523547472,-6.90950029803819,-0.409639562151053
68,204.53033029686,-2.68411116619019,-0.664110906994892,-2.19977112171673,1.04982983487031,-6.90950097312795,-0.52024793434221
69,204.25817077853,-2.89999034712978,-0.792712105652519,-2.40369125760118,0.954558934552648,-6.90973377119426,-0.515735844245092
70,204.246847166464,-2.93934081865902,-0.821393368810161,-2.44397460391158,0.93092228981089,-6.90973661907531,-0.523579922235172
71,204.246745479399,-2.94386887982161,-0.823866203355043,-2.44807262634626,0.928978913582935,-6.90975137930965,-0.523999512769018
72,204.246742723703,-2.94408091888256,-0.824019712647425,-2.44825830825983,0.928829252313372,-6.9097519940465,-0.524308895138974
73,204.246742620069,-2.94419712253151,-0.824061512579025,-2.44834941517141,0.928797786278698,-6.90975246870508,-0.524302428307575
74,204.246742615742,-2.94419661744764,-0.824063576581392,-2.44834904368913,0.928794726976817,-6.90975243544903,-0.524316293873231
75,204.246742615742,-2.94419661744764,-0.824063576581392,-2.44834904368913,0.928794726976817,-6.90975243544903,-0.524316293873231
