Iteration,Obj,Q,V2,V3,CL,error_ADD1,error_PROP1
1,61024947.5597802,-4.91759229894832,4.05594073076583,-3.46177077270161,5.19761097185884,-9.79968481720062,0.600506310455131
2,30379363.5883528,-5.25628965755398,3.51773047075509,-3.82795272726582,4.65027130535472,-9.99957902647981,0.251241101785204
3,16011866.0085213,-5.92021207137703,2.5129108665255,-4.6603874074996,3.63326693865612,-10.1273397742816,-0.646520784216342
4,26820843.848416,-6.65463298630934,0.474307130093935,-6.13950527260548,1.59029518149668,-10.2151447862805,-2.86811651525753
5,8239012.04255299,-6.02131029888838,1.98844169603296,-4.82124700488487,3.0773656863559,-10.1453390210061,-1.26254452748976
6,4857156.46748932,-6.14823862590359,0.968326565231239,-5.25641874673,2.02633668922177,-10.1631375991963,-2.54663998052499
7,2284281.080992,-6.17869268960908,-0.898025425084706,-5.60335124904805,0.0894331127214008,-10.1848173767822,-5.48660174212438
8,50553856.2566076,-0.197232798004367,-0.233755758253438,-0.679165990324227,1.60270599150555,-10.2423631105759,-4.37305937771059
9,1217574.10008721,-4.72995372541333,-0.732029093064697,-4.381583266924,0.470711440156996,-10.1990597189204,-5.00151657233272
10,661518.860904779,-2.11345537429886,0.0185078739734821,-1.79332846076751,1.70781753250415,-10.2244194689334,-4.40110573812634
11,526107.041869826,-3.29417378039463,-1.24205598237025,-2.94598689580021,0.460236979499229,-17.7389708558579,-5.69104550827926
12,15111721.2043022,-4.62450623614445,-2.25759863295603,-3.99316701771966,0.254409661090562,-10.0048509946463,-5.20145880847636
13,14733769.8234743,-4.59521577988364,-2.23842891574274,-3.9652028393282,0.267541187580076,-17.7382424434466,-5.20258122646855
14,2359625.37992926,-3.40894202099881,-1.43226382259047,-2.87094129920101,0.724464923304487,-17.7389704946783,-5.3372080023407
15,393353.679943099,-3.32462131480434,-1.28710835954429,-2.91523861403868,0.526302934817385,-17.7389708332482,-5.60526635186029
16,244556.132212183,-3.36233855468018,-1.252271582719,-2.91298919082759,0.565528109744078,-17.7389706394927,-5.36377073172667
17,122242.241616679,-3.46023148050031,-1.17283082766324,-2.9485227831514,0.637800803459229,-17.4750945701999,-4.96629503635215
18,62242.2365177926,-3.49009439006056,-1.14459263773041,-2.95163056321883,0.668320562994349,-16.5502367377542,-4.58945546851054
19,31854.8109742311,-3.5120292721546,-1.12821591741559,-2.95421683286734,0.686768403471216,-14.5843831083282,-4.22324430012117
20,16355.7691321101,-3.53025874181608,-1.11822145889465,-2.95720340969701,0.698346139925188,-10.60053592288,-3.86520731892059
21,8429.52202155319,-3.54589861978285,-1.11204398747264,-2.96040179218027,0.705649448328291,-6.93551452433149,-3.51347766471284
22,4369.91233809451,-3.55886797471593,-1.10782683917387,-2.96067793379527,0.710479900306071,-14.9355105334307,-3.16651753616081
23,2298.61333315997,-3.56983409025474,-1.10502189026123,-2.9634572508558,0.713683359837041,-6.90775547653348,-2.82336890706204
24,1242.69676627175,-3.57744352612901,-1.10230998332452,-2.96450043840578,0.71635771114528,-7.36327222111867,-2.48412544109511
25,707.236907721508,-3.58011768314593,-1.09847442568052,-2.96244502914847,0.719579794298059,-6.96004348912233,-2.14934904516317
26,438.704216994907,-3.57465453595058,-1.09168464046664,-2.9545000685114,0.724842387620932,-6.94875239037276,-1.82096502036888
27,306.935178644638,-3.55503304348957,-1.07892249677555,-2.93574981867079,0.73450344614998,-6.92563295508177,-1.50329141698417
28,244.938330657038,-3.51076665212712,-1.05529038522342,-2.89778632467607,0.752302020852583,-6.91706163334844,-1.20487503960551
29,218.002852859039,-3.42669068508418,-1.01426927349495,-2.82864665641506,0.783124891508451,-6.91309062253526,-0.941149190030577
30,207.87566115453,-3.29167177434763,-0.952697591835209,-2.71992656761187,0.829219049091432,-6.91120835525505,-0.735481607381478
31,204.895080304622,-3.12835377272123,-0.884933254707801,-2.59047373203869,0.879901883865581,-6.91032917730159,-0.608615033939822
32,204.309892411733,-3.00680160291566,-0.84258835589402,-2.49598887447922,0.912483615185454,-6.90994975777011,-0.551747518835006
33,204.249819990923,-2.95864764801158,-0.829005816976419,-2.45938070210544,0.924231436951708,-6.90980835476678,-0.531351579332309
34,204.246850964474,-2.94716546467969,-0.825279305660574,-2.45064893459925,0.927717151882168,-6.90976358100173,-0.525628169771067
35,204.246746216077,-2.94473662569522,-0.824296458489794,-2.44876910416432,0.928588882941184,-6.90975401296156,-0.524565070304032
36,204.246742732779,-2.94430217197731,-0.824108411105526,-2.44843119964697,0.928755697450277,-6.90975273582093,-0.524358541254035
37,204.246742619114,-2.94421898044893,-0.824072898642241,-2.44836645045558,0.928786718048635,-6.90975250097899,-0.524324076065053
38,204.24674261556,-2.94420493692888,-0.824066713941166,-2.44835551984477,0.928792222652238,-6.90975246462912,-0.5243171120029
39,204.24674261556,-2.94420493692888,-0.824066713941166,-2.44835551984477,0.928792222652238,-6.90975246462912,-0.5243171120029
