Iteration,Obj,Q,V2,V3,CL,error_ADD1,error_PROP1
1,225106862665436,7.5522471273485,12.3131667245568,6.9755120665317,-0.318367948537532,-10.892274285428,-4.05033450641411
2,115745520159870,7.5249376485561,11.4600992447996,6.91971840547737,-0.318431167376924,-10.8924759053262,-4.56842435391916
3,60070392364705.7,7.34261367810559,9.92318168879203,6.50879361055387,-0.318904553978649,-10.8924834826997,-5.7666659758801
4,32219132559340.9,6.99778697545479,7.26485547876431,4.62808154142832,-0.321381354008595,-10.8921710856028,-8.06390609984054
5,3101476232822798,6.92457811370624,1.2775059112919,4.29180568149383,-0.320665599006323,-10.892602466824,-13.3585452251332
6,20649682853016.5,6.98136208216172,5.65374567514762,4.53386996430488,-0.321542956399239,-10.8922672759522,-9.24508329524287
7,55598648829752.7,6.45439174060508,2.42124678240712,4.01861203499794,-0.317105248276407,-10.8923967440196,-11.482881928682
8,11584155527288.8,6.91443173638342,4.76300762521567,4.31159525972291,-0.321513541056249,-10.8922889979112,-9.63585178115662
9,6290038558723.23,6.79041317273992,3.24026745381875,3.4231699428693,-0.320432463814513,-10.8923176137105,-10.572110854871
10,3148231890828.61,6.79239726384529,1.28672900936897,1.07249386184478,-2.09212698680447,-10.8921347557541,-12.4480383735425
11,396398217985167936,6.79214136966242,1.61335320265756,1.33663688191291,5.86710646157281,-10.8921765659311,-11.759454356657
12,1633659912620.91,6.79233041143794,1.41108897568774,1.1730042484687,-0.151713864552027,-10.8921415635426,-11.9906226201705
13,8723483759057.12,6.79130476557705,1.86335258287164,1.53149983279662,3.69838162003651,-10.8920936824972,-11.0720899582889
14,832380585276.248,6.79212562138853,1.46362932891692,1.21482257806863,0.752035236540252,-10.8921277408388,-11.567859969577
15,573878001632.722,6.79099640922027,1.63046866793952,1.34716853575686,2.62092037093993,-10.8919061225225,-10.8882157886829
16,285489991289.734,8.34940390294847,1.10670828245914,0.53638059324206,2.00723912642529,-10.5249323107978,-11.2465307422911
17,6780685810797.4,10.0501826903885,-0.826552844495717,3.55846845696119,1.92470480211749,-10.0945776699601,-11.0344669816117
18,178512552490.837,8.71483926226325,0.55961128677426,1.11108768725297,1.92552315248516,-10.0945776700897,-11.0344669818226
19,963443384387216,8.71521504989021,0.102678820032358,0.317186524023461,3.59742776948627,-10.0111545883612,-10.4355437282008
20,124334656118.464,8.71511995718973,0.39758305903128,0.829275707254556,2.19366738823259,-10.0761327873217,-10.7659763158968
21,62962684142.4716,8.71569055812722,0.229825280603267,0.569811528160306,1.99322954964968,-9.75307489195699,-10.6660082656749
22,35727937693.1472,8.62839885733402,0.816609059749678,-0.122539610661782,1.87660115718104,-9.40907115452685,-10.4742227762475
23,77651715565.744,8.628433080551,0.451730207339681,-0.265261291364701,2.52112772222323,-7.66081704826398,-9.86210593230339
24,18483971279.284,8.62843493504438,0.677580789298714,-0.176966314745125,1.872990430831,-9.01856486834677,-10.199995360212
25,9560408935.01915,7.87107358201361,0.361169419803981,0.0752702130200012,1.89244189837874,-8.60319739359172,-9.90050588450685
26,5055434554.1216,6.04379972775293,0.635798674845074,-0.565582886497401,1.79801954321032,-8.26598996124435,-9.6718581589674
27,3482088253.44551,9.31850621270322,1.17428711458933,-2.74692856630541,1.80183480831823,-7.90116685582978,-9.3637215704055
28,64711560953.3401,3.86540843778998,0.982411560296573,2.97786790214358,1.98063266691904,-6.77715451609305,-8.96592287364877
29,1733071553.52227,8.21950691922877,1.0730259695423,-1.59440844866195,1.9806354086406,-6.77715469468263,-8.96592288861731
30,981826957.994188,9.16799818158778,0.754734397630218,-0.207191110548423,1.9115881276914,-6.35363014146616,-8.75929546699445
31,1688006932.23465,10.3240576925625,1.83208467674232,-3.83771826142868,1.92494043572893,-5.84694499030563,-8.50168382720081
32,523634735.786556,9.39332087718257,0.746010444933681,-0.998335211186405,1.92458370663259,-5.84694499280845,-8.50168383200275
33,274735237.213978,7.64870417440467,0.378089650746789,-0.29418857737281,1.7658204153692,-5.31540688366062,-8.36152469738301
