Iteration,Obj,Q,V2,V3,CL,error_ADD1,error_PROP1
1,1715.19715577309,0.3151773923322,7.34298970592765,4.56250589195429,0.00774354264565513,-4.00851607412013,3.86183366391088
2,1026.72127215843,0.404937790499037,6.49699215947144,4.51838683343289,0.075211336018967,-4.06782686505271,3.34587360324731
3,676.103294892965,0.67927949818044,4.95283121695133,4.45426424950501,0.286014269241091,-4.16340738300934,2.12823776618245
4,529.949908011548,1.8344796640334,2.16489622382406,4.48175029724398,1.1811527983645,-4.23444836752685,-0.338714241574567
5,22837973991.1403,5.47005558644611,-0.409719932689581,7.73169956285112,6.96975304289744,-4.24864216145556,-0.627994475229474
6,6095.26806997554,2.6065975481433,1.21118015396125,5.27893218409748,2.54087194829724,-4.23789614028969,-0.438279095606956
7,400.277550976515,1.92551074760569,1.77337457395622,4.64244750327603,1.42246211558599,-4.23513258213175,-0.272609077215356
8,496.863049030993,1.94966427629035,1.02310024190706,5.02056658733082,1.96403101404417,-4.23643498514975,-0.257363689742979
9,336.339766672982,1.87344072001603,1.5872230301751,4.6898714643643,1.4572336979802,-4.23529904794958,-0.125373917776771
10,294.675515005959,1.79058164500427,1.18692154332364,4.86228713651145,1.66190803332245,-4.23591059342495,-0.0191949567003133
11,316.727933437325,1.06532620381529,0.873384615625551,5.36632678053455,2.01016411763021,-4.23768388428788,-0.000260998685187468
12,271.735506554534,1.61626063572872,1.08871187662491,4.95014700508695,1.68051662268957,-4.23621582916546,0.10081053405781
13,253.50033054991,1.2457443097979,0.892494758003857,5.17570436110457,1.81159940481808,-4.23709160478656,0.179276676179462
14,241.964220666987,0.701549110560195,0.352678000735613,4.77791657670872,1.38574879888078,-4.29931185044337,-0.0834141965409856
15,246.991244263078,-0.242695984026208,-0.125938149368408,3.15427557005035,1.43840478609425,-4.78628313764755,-0.140425739536028
16,238.136923633205,0.495422837910907,-0.0139756979602313,4.62364004581716,1.1653992021786,-4.32610262431372,-0.0814704875881336
17,237.608978698321,-0.0896601711255585,-0.23151556685198,3.85568524112439,1.23351971686908,-4.44107680089356,-0.0297561420212996
18,235.718408467571,-0.593996171730728,-0.393761706759612,3.01977241123337,1.16635407024935,-4.55957673500407,-0.0745227367092542
19,235.704738668161,-1.48888198935191,-0.405183509500147,1.24304531021586,1.29310785908538,-4.71527589395856,-0.0300156949891865
20,234.95722813247,-0.83147157469192,-0.423897814876718,2.58297506572271,1.15981596651556,-4.59815848041191,-0.055270452735129
21,234.042457978001,-1.25947521909447,-0.401999326303938,1.68444196429641,1.23048555745544,-4.6593967665748,-0.0422797481104024
22,230.305589280862,-2.06625357606692,-0.294955147337821,-0.134319284161796,1.37915724780547,-4.7345379836301,-0.00192711072467475
23,247698.004987326,-3.05209734377629,0.558060178642745,-3.84312628422894,2.08859315444037,-4.77896617793757,0.197958797498079
24,221.690332785004,-2.23522926063472,-0.0664282160449326,-1.07862916019547,1.54134461294177,-4.74551285459841,-0.0346669786073517
25,131316.825245424,-2.02378327745015,0.523865888332866,-2.90602251229891,1.97403172158955,-4.75175184536613,-0.317898122240094
26,212.624502791072,-2.11385394189547,0.0449203260003918,-1.53400804096806,1.6169066637008,-4.74702302581781,-0.133599809370931
27,205.699418615233,-2.46144632180417,-0.489422219403924,-1.97563698804416,1.16431233131926,-4.75977525389948,-0.57361817120901
28,204.404718398682,-2.78678039243187,-0.718335634941919,-2.28782919404833,1.01398701840812,-6.68829590034592,-0.525189537829083
29,204.250216040113,-2.91873023244308,-0.806228769342218,-2.42236971416666,0.943010947852112,-6.91085236846609,-0.522636299918397
30,204.246760895106,-2.9427835822391,-0.823009258458957,-2.44692687271518,0.929674451687806,-6.90974284210155,-0.523598210351475
31,204.246743068583,-2.94392860484978,-0.82395237041419,-2.44813003853947,0.928880117270413,-6.90975111048176,-0.524310363308753
32,204.246742634769,-2.94419562888752,-0.824058172131926,-2.44834793133436,0.928801912344846,-6.90975248369782,-0.524287528153426
33,204.246742616469,-2.94419112847137,-0.824061757840949,-2.44834476087696,0.928796009613145,-6.90975241193028,-0.524317406176736
34,204.24674261554,-2.9442020274096,-0.824065228672351,-2.4483532549294,0.928793655055639,-6.90975246006931,-0.524314397842003
35,204.24674261554,-2.9442020274096,-0.824065228672351,-2.4483532549294,0.928793655055639,-6.90975246006931,-0.524314397842003
